query_id,page_id,coarse_rank,coarse_score,fine_rank,fine_score
q008,doc006_p010,8,0.31894761,9,0.54353935
q008,doc006_p021,9,0.31707078,10,0.48468015
q009,doc004_p006,6,0.32372862,1,0.83746880
q009,doc006_p012,1,0.33477825,2,0.72156322
q009,doc003_p024,5,0.32429993,3,0.70236063
q009,doc003_p027,3,0.32605878,4,0.69967568
q009,doc003_p022,2,0.33301979,5,0.69894534
q009,doc004_p013,4,0.32511643,6,0.69157058
q009,doc003_p023,9,0.31729937,7,0.69067246
q009,doc006_p010,8,0.32062995,8,0.67807895
q009,doc003_p025,7,0.32256728,9,0.67455590
q009,doc005_p008,10,0.31720814,10,0.61699528
q010,doc003_p013,9,0.30229777,1,0.70396769
q010,doc006_p024,8,0.30308023,2,0.62511128
q010,doc004_p018,6,0.30396497,3,0.61069930
q010,doc005_p002,10,0.30134222,4,0.55945724
q010,doc003_p011,7,0.30338377,5,0.50305289
q010,doc005_p008,1,0.31369042,6,0.49263495
q010,doc006_p021,5,0.30468374,7,0.47651309
q010,doc004_p012,3,0.30807149,8,0.47629127
q010,doc006_p020,4,0.30784243,9,0.36695704
q010,doc003_p010,2,0.30980229,10,0.33697718
q011,doc005_p004,3,0.31320447,1,0.85118842
q011,doc005_p008,8,0.30173135,2,0.61801070
q011,doc005_p005,4,0.31167895,3,0.59580135
q011,doc006_p021,2,0.31652734,4,0.58769321
q011,doc006_p022,5,0.30917385,5,0.50651932
q011,doc006_p012,10,0.30008116,6,0.50566828
q011,doc006_p010,7,0.30187911,7,0.47490060
q011,doc006_p025,1,0.32687426,8,0.40641135
q011,doc006_p020,6,0.30385631,9,0.34826112
q011,doc001_p003,9,0.30074519,10,-0.37603897
q012,doc005_p004,3,0.30959603,1,0.80202037
q012,doc004_p018,6,0.30870327,2,0.65641147
q012,doc006_p021,2,0.31014034,3,0.54031456
q012,doc005_p008,7,0.30794039,4,0.53156757
q012,doc005_p005,5,0.30874062,5,0.50719184
q012,doc006_p012,10,0.30231452,6,0.42897499
q012,doc006_p022,9,0.30421674,7,0.41171366
q012,doc006_p010,4,0.30915326,8,0.40758675
q012,doc006_p025,1,0.31971169,9,0.30564216
q012,doc006_p020,8,0.30581236,10,0.28166223
q013,doc005_p004,3,0.30703959,1,0.44458762
q013,doc006_p021,1,0.31938091,2,0.30081171
q013,doc010_p002,8,0.30150712,3,0.29210919
q013,doc006_p024,9,0.30079925,4,0.28392571
q013,doc007_p001,6,0.30479622,5,0.25036108
q013,doc006_p012,7,0.30419344,6,0.24910370
q013,doc007_p002,10,0.29987347,7,0.21397376
q013,doc006_p025,5,0.30498302,8,0.19848849
q013,doc006_p022,4,0.30645508,9,0.19643073
q013,doc006_p020,2,0.31748408,10,0.13226256
q014,doc005_p004,10,0.29847723,1,0.27125111
q014,doc006_p021,4,0.30922142,2,0.16668291
q014,doc006_p010,2,0.31015319,3,0.14644802
q014,doc010_p002,9,0.30355695,4,0.12334419
q014,doc006_p012,3,0.30925214,5,0.07916718
q014,doc007_p001,5,0.30848438,6,0.07618108
q014,doc006_p023,8,0.30561492,7,0.02374648
q014,doc006_p020,1,0.32597911,8,-0.02605888
q014,doc002_p001,7,0.30732763,9,-0.17055246
q014,doc001_p003,6,0.30775672,10,-0.51707071
q015,doc005_p004,2,0.31732821,1,0.81690288
q015,doc003_p006,8,0.29877168,2,0.66925812
q015,doc005_p005,4,0.30996591,3,0.60252964
q015,doc005_p008,5,0.30926639,4,0.56889814
q015,doc006_p021,3,0.31295016,5,0.54197562
q015,doc006_p012,10,0.29678464,6,0.51551878
q015,doc006_p022,6,0.30852190,7,0.45110112
q015,doc006_p025,1,0.32946482,8,0.36755040
q015,doc006_p020,9,0.29805684,9,0.32721055
q015,doc002_p001,7,0.29911578,10,-0.03655767
q016,doc005_p004,3,0.31731746,1,0.80935639
q016,doc005_p005,4,0.30700302,2,0.57202566
q016,doc006_p021,5,0.30619222,3,0.55784363
q016,doc005_p008,2,0.31881931,4,0.53923976
q016,doc006_p010,6,0.30376509,5,0.48520941
q016,doc006_p012,9,0.30215403,6,0.48453969
q016,doc006_p022,10,0.30211151,7,0.42094460
q016,doc006_p025,1,0.32093263,8,0.33316094
q016,doc006_p020,7,0.30372608,9,0.30501741
q016,doc002_p001,8,0.30282950,10,-0.10208221
q017,doc006_p013,10,0.29204828,1,0.70255268
q017,doc004_p013,4,0.30514669,2,0.58654386
q017,doc003_p024,7,0.29527315,3,0.43185160
q017,doc006_p021,1,0.30821565,4,0.42152655
q017,doc010_p002,9,0.29259822,5,0.41357827
q017,doc006_p012,5,0.30366799,6,0.38958696
q017,doc006_p025,6,0.29690018,7,0.34895304
q017,doc006_p022,8,0.29471534,8,0.31801921
q017,doc006_p010,3,0.30544612,9,0.30377656
q017,doc006_p020,2,0.30663207,10,0.21896285
q018,doc004_p018,9,0.29228455,1,0.80407226
q018,doc004_p013,2,0.30671221,2,0.67217678
q018,doc006_p021,5,0.30092043,3,0.59010398
q018,doc003_p022,7,0.29322690,4,0.57269651
q018,doc003_p024,6,0.29513508,5,0.53772616
q018,doc010_p002,10,0.28959778,6,0.52057928
q018,doc006_p012,3,0.30452758,7,0.48539385
q018,doc006_p010,1,0.30729604,8,0.46581483
q018,doc006_p025,8,0.29280004,9,0.39269841
q018,doc006_p020,4,0.30290961,10,0.29386729
q019,doc004_p013,1,0.33030522,1,0.88599443
q019,doc005_p004,7,0.31405368,2,0.86433220
q019,doc005_p008,9,0.31275389,3,0.67763305
q019,doc003_p022,6,0.31518051,4,0.63121510
q019,doc006_p010,3,0.32374161,5,0.62542081
q019,doc003_p024,4,0.31891578,6,0.59901774
q019,doc003_p025,8,0.31324229,7,0.58662474
q019,doc006_p012,2,0.32774779,8,0.57616431
q019,doc006_p021,10,0.31259218,9,0.46262985
q019,doc006_p020,5,0.31569815,10,0.35856476
q020,doc005_p004,1,0.31847960,1,0.79020697
q020,doc003_p006,5,0.30828148,2,0.72535765
q020,doc004_p013,8,0.29807043,3,0.66510057
q020,doc004_p012,9,0.29723686,4,0.65854740
q020,doc005_p005,2,0.31221789,5,0.62536514
q020,doc003_p024,10,0.29612127,6,0.60919774
q020,doc006_p012,6,0.30531040,7,0.58440280
q020,doc006_p021,3,0.31207395,8,0.57956487
q020,doc006_p022,7,0.29887086,9,0.57917082
q020,doc006_p025,4,0.31049958,10,0.53539389
q021,doc005_p004,2,0.31323832,1,0.68401688
q021,doc003_p006,6,0.30398905,2,0.65367323
q021,doc004_p012,9,0.29921943,3,0.50437337
q021,doc005_p005,1,0.31418443,4,0.49348867
q021,doc006_p021,5,0.30891353,5,0.46868783
q021,doc005_p008,3,0.30943045,6,0.45451885
q021,doc006_p012,7,0.30310351,7,0.45148602
q021,doc006_p025,4,0.30937070,8,0.36838305
q021,doc006_p020,8,0.30188736,9,0.35393217
q021,doc001_p003,10,0.29900205,10,-0.22328745
q022,doc004_p013,8,0.30991057,1,0.53019494
q022,doc005_p004,3,0.31396502,2,0.51385808
q022,doc003_p006,10,0.30901086,3,0.38753349
q022,doc004_p006,7,0.31056580,4,0.36330211
q022,doc003_p024,6,0.31078237,5,0.32636923
q022,doc005_p002,4,0.31313318,6,0.30117828
q022,doc004_p012,9,0.30963284,7,0.28014874
q022,doc005_p008,1,0.31947917,8,0.26010025
q022,doc003_p025,5,0.31176841,9,0.24994856
q022,doc003_p022,2,0.31794393,10,0.24240923
q023,doc005_p004,3,0.31758267,1,0.50227165
q023,doc004_p013,7,0.31482679,2,0.46823999
q023,doc003_p006,10,0.31296748,3,0.35387319
q023,doc005_p005,9,0.31401551,4,0.31428453
q023,doc004_p006,5,0.31555343,5,0.25157875
q023,doc003_p024,8,0.31439346,6,0.23054406
q023,doc005_p002,4,0.31558836,7,0.18852998
q023,doc005_p008,1,0.32055312,8,0.18221697
q023,doc003_p025,6,0.31548256,9,0.16436544
q023,doc003_p022,2,0.32029316,10,0.15740255
q024,doc005_p004,1,0.30582219,1,0.80705237
q024,doc004_p013,6,0.30200940,2,0.73758107
q024,doc003_p006,7,0.30060011,3,0.72488707
q024,doc005_p005,4,0.30469799,4,0.51946270
q024,doc003_p027,9,0.29924148,5,0.39522055
q024,doc003_p024,3,0.30544978,6,0.33804607
q024,doc005_p002,10,0.29824033,7,0.31356332
q024,doc003_p025,5,0.30348849,8,0.26295924
q024,doc003_p022,2,0.30568492,9,0.20142782
q024,doc006_p010,8,0.29987937,10,0.18455420
q025,doc005_p004,1,0.30987430,1,0.57065445
q025,doc003_p006,3,0.30899578,2,0.55140287
q025,doc004_p013,7,0.30638400,3,0.48536834
q025,doc005_p005,4,0.30833662,4,0.36608800
q025,doc003_p024,6,0.30662152,5,0.29245043
q025,doc003_p025,8,0.30603826,6,0.24705130
q025,doc005_p002,10,0.30100518,7,0.22351021
q025,doc003_p022,2,0.30955732,8,0.20956740
q025,doc006_p010,5,0.30731302,9,0.11486613
q025,doc006_p012,9,0.30293465,10,0.10063739
q026,doc005_p004,2,0.31677204,1,0.55845636
q026,doc005_p005,7,0.31178641,2,0.46815583
q026,doc003_p006,8,0.31100464,3,0.45863181
q026,doc004_p006,6,0.31246930,4,0.43653607
q026,doc005_p002,3,0.31409353,5,0.35193074
q026,doc005_p008,1,0.32140484,6,0.32639858
q026,doc004_p012,5,0.31287247,7,0.32230186
q026,doc003_p022,4,0.31383657,8,0.31098300
q026,doc003_p025,9,0.31064135,9,0.30782670
q026,doc006_p025,10,0.31059003,10,0.24422215
q027,doc005_p004,2,0.32046533,1,0.54992527
q027,doc004_p013,9,0.31427079,2,0.46948236
q027,doc003_p006,7,0.31586283,3,0.42834231
q027,doc005_p005,5,0.31684744,4,0.39190894
q027,doc004_p006,3,0.31740010,5,0.31773043
q027,doc003_p024,10,0.31385159,6,0.29833230
q027,doc005_p008,1,0.32298198,7,0.25311649
q027,doc005_p002,6,0.31662765,8,0.23850220
q027,doc003_p022,4,0.31722561,9,0.22694567
q027,doc003_p025,8,0.31439891,10,0.22588763
q028,doc001_p002,6,0.29034045,1,0.77112424
q028,doc004_p012,1,0.30225861,2,0.60042000
q028,doc004_p011,3,0.29128984,3,0.57111728
q028,doc003_p002,5,0.29038325,4,0.55968100
q028,doc006_p010,4,0.29117098,5,0.42191315
q028,doc005_p002,8,0.28929836,6,0.39328241
q028,doc003_p024,9,0.28922874,7,0.21990153
q028,doc003_p025,7,0.28948918,8,0.21351644
q028,doc001_p004,10,0.28877646,9,0.19263458
q028,doc001_p003,2,0.29167411,10,-0.42359468
q029,doc004_p013,4,0.29842836,1,0.77806503
q029,doc004_p018,8,0.29180771,2,0.77674407
q029,doc006_p012,7,0.29462117,3,0.65689760
q029,doc006_p010,2,0.30444992,4,0.60234058
q029,doc006_p021,3,0.29866332,5,0.49931604
q029,doc005_p008,5,0.29655716,6,0.47331911
q029,doc006_p024,6,0.29536277,7,0.47165501
q029,doc006_p020,1,0.30475113,8,0.29539168
q029,doc006_p025,10,0.29034871,9,0.25691238
q029,doc006_p023,9,0.29122168,10,0.23923735
q030,doc005_p004,2,0.31471470,1,0.76724422
q030,doc004_p006,8,0.31009123,2,0.44606155
q030,doc006_p012,10,0.30453143,3,0.42903331
q030,doc005_p008,1,0.32385716,4,0.40911686
q030,doc005_p005,7,0.31047213,5,0.37010431
q030,doc006_p021,4,0.31293631,6,0.32558548
q030,doc006_p020,6,0.31158286,7,0.18386286
q030,doc006_p025,5,0.31266004,8,0.15180047
q030,doc002_p001,3,0.31352878,9,-0.07337316
q030,doc001_p003,9,0.30880004,10,-0.50050801
