page_id,doc_id,page_num,file_name,document_family,experiment_tier,pdf_path,image_path,image_name,width,height,page_type,has_table,has_diagram,has_designators,has_dimensions,has_dense_text,is_candidate_page,include_flag,split,notes,label_notes
doc003_p020,doc003,20,doc003_manual_bfu5xx-starterkit.pdf,manual,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc003_manual_bfu5xx-starterkit.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc003\doc003_p020.png,doc003_p020.png,1191,1684,assembly,no,yes,yes,no,no,yes,yes,train,,sot143xr emitter degeneration pcb assembly drawing with populated board and zoomed component placement view
doc003_p021,doc003,21,doc003_manual_bfu5xx-starterkit.pdf,manual,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc003_manual_bfu5xx-starterkit.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc003\doc003_p021.png,doc003_p021.png,1191,1684,other,no,no,no,no,yes,no,yes,train,,usb memory device content page with section text only
doc003_p022,doc003,22,doc003_manual_bfu5xx-starterkit.pdf,manual,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc003_manual_bfu5xx-starterkit.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc003\doc003_p022.png,doc003_p022.png,1191,1684,schematic,no,yes,no,no,yes,yes,yes,train,,example amplifier design schematic for 433mhz lna using bfu520a
doc003_p023,doc003,23,doc003_manual_bfu5xx-starterkit.pdf,manual,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc003_manual_bfu5xx-starterkit.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc003\doc003_p023.png,doc003_p023.png,1191,1684,schematic,no,yes,no,no,no,yes,yes,train,,example amplifier design schematic for 866mhz lna using bfu520a
doc003_p024,doc003,24,doc003_manual_bfu5xx-starterkit.pdf,manual,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc003_manual_bfu5xx-starterkit.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc003\doc003_p024.png,doc003_p024.png,1191,1684,schematic,no,yes,no,no,no,yes,yes,train,,example amplifier design schematic for 433mhz lna using bfu530a
doc003_p025,doc003,25,doc003_manual_bfu5xx-starterkit.pdf,manual,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc003_manual_bfu5xx-starterkit.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc003\doc003_p025.png,doc003_p025.png,1191,1684,schematic,no,yes,no,no,no,yes,yes,train,,example amplifier design schematic for 866mhz lna using bfu530a
doc003_p026,doc003,26,doc003_manual_bfu5xx-starterkit.pdf,manual,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc003_manual_bfu5xx-starterkit.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc003\doc003_p026.png,doc003_p026.png,1191,1684,schematic,no,yes,no,no,no,yes,yes,train,,example amplifier design schematic for 433mhz lna using bfu550w
doc003_p027,doc003,27,doc003_manual_bfu5xx-starterkit.pdf,manual,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc003_manual_bfu5xx-starterkit.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc003\doc003_p027.png,doc003_p027.png,1191,1684,schematic,no,yes,no,no,no,yes,yes,train,,example amplifier design schematic for 866mhz lna using bfu550w
doc003_p028,doc003,28,doc003_manual_bfu5xx-starterkit.pdf,manual,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc003_manual_bfu5xx-starterkit.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc003\doc003_p028.png,doc003_p028.png,1190,1586,other,yes,no,no,no,yes,no,yes,train,,legal information page with dense disclaimer text
doc003_p029,doc003,29,doc003_manual_bfu5xx-starterkit.pdf,manual,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc003_manual_bfu5xx-starterkit.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc003\doc003_p029.png,doc003_p029.png,1190,1586,other,no,no,no,no,yes,no,yes,train,,table of contents page listing document sections and page numbers
doc004_p001,doc004,1,doc004_layout_bom_ptn3356.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc004_layout_bom_ptn3356.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc004\doc004_p001.png,doc004_p001.png,1224,1584,other,yes,no,no,no,no,no,yes,train,,cover page with document information table and abstract
doc004_p002,doc004,2,doc004_layout_bom_ptn3356.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc004_layout_bom_ptn3356.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc004\doc004_p002.png,doc004_p002.png,1224,1584,other,yes,no,no,no,no,no,yes,train,,revision history and contact information page
doc004_p003,doc004,3,doc004_layout_bom_ptn3356.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc004_layout_bom_ptn3356.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc004\doc004_p003.png,doc004_p003.png,1224,1584,other,no,no,no,no,yes,no,yes,train,,introduction and reference design overview text page
doc004_p004,doc004,4,doc004_layout_bom_ptn3356.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc004_layout_bom_ptn3356.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc004\doc004_p004.png,doc004_p004.png,1584,1224,schematic,no,yes,yes,no,no,yes,yes,train,,ult notebook reference design schematic with component labels and signal connections
doc004_p005,doc004,5,doc004_layout_bom_ptn3356.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc004_layout_bom_ptn3356.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc004\doc004_p005.png,doc004_p005.png,1224,1584,other,no,no,no,no,yes,no,yes,train,,dongle design overview text page
doc004_p006,doc004,6,doc004_layout_bom_ptn3356.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc004_layout_bom_ptn3356.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc004\doc004_p006.png,doc004_p006.png,1584,1224,schematic,no,yes,yes,no,no,yes,yes,train,,ult dpvga dongle reference design schematic with component labels and signal connections
doc004_p007,doc004,7,doc004_layout_bom_ptn3356.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc004_layout_bom_ptn3356.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc004\doc004_p007.png,doc004_p007.png,1224,1584,other,no,no,no,no,no,no,yes,train,,minimum bom design section intro page with short text only
doc004_p008,doc004,8,doc004_layout_bom_ptn3356.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc004_layout_bom_ptn3356.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc004\doc004_p008.png,doc004_p008.png,1584,1224,schematic,no,yes,yes,no,no,yes,yes,train,,minimum bom reference design schematic with component labels and signal connections
doc004_p009,doc004,9,doc004_layout_bom_ptn3356.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc004_layout_bom_ptn3356.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc004\doc004_p009.png,doc004_p009.png,1224,1584,other,no,yes,no,no,yes,yes,yes,train,,buck converter layout guideline page with current loop explanatory diagram and text
doc004_p010,doc004,10,doc004_layout_bom_ptn3356.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc004_layout_bom_ptn3356.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc004\doc004_p010.png,doc004_p010.png,1224,1584,other,no,yes,no,no,yes,yes,yes,train,,buck converter layout guideline page with second current loop explanatory diagram and pcb layout recommendations
doc004_p011,doc004,11,doc004_layout_bom_ptn3356.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc004_layout_bom_ptn3356.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc004\doc004_p011.png,doc004_p011.png,1224,1584,layout,no,yes,no,no,no,yes,yes,train,,buck converter component placement layout illustration showing routing regions and component positions
doc004_p012,doc004,12,doc004_layout_bom_ptn3356.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc004_layout_bom_ptn3356.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc004\doc004_p012.png,doc004_p012.png,1224,1584,layout,no,yes,no,no,no,yes,yes,train,,buck converter switching current loop layout illustration showing current paths on placement diagram
doc004_p013,doc004,13,doc004_layout_bom_ptn3356.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc004_layout_bom_ptn3356.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc004\doc004_p013.png,doc004_p013.png,1224,1584,schematic,no,yes,yes,no,yes,yes,yes,train,,buck converter schematic with oscillator and passive components followed by low emi emission text
doc004_p014,doc004,14,doc004_layout_bom_ptn3356.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc004_layout_bom_ptn3356.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc004\doc004_p014.png,doc004_p014.png,1224,1584,other,no,no,no,no,yes,no,yes,train,,text page covering esd protection reset circuitry crystal oscillator and bias reference topics
doc004_p015,doc004,15,doc004_layout_bom_ptn3356.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc004_layout_bom_ptn3356.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc004\doc004_p015.png,doc004_p015.png,1224,1584,other,yes,no,no,no,yes,no,yes,train,,dp receiver and vga interface guidance page with emi design guideline table
doc004_p016,doc004,16,doc004_layout_bom_ptn3356.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc004_layout_bom_ptn3356.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc004\doc004_p016.png,doc004_p016.png,1224,1584,other,no,no,no,no,yes,no,yes,train,,pcb stack up text page listing recommended four layer board stack
doc004_p017,doc004,17,doc004_layout_bom_ptn3356.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc004_layout_bom_ptn3356.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc004\doc004_p017.png,doc004_p017.png,1224,1584,bom,yes,no,yes,no,no,yes,yes,train,,ptn3356 notebook bill of materials page with populated bom table
doc004_p018,doc004,18,doc004_layout_bom_ptn3356.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc004_layout_bom_ptn3356.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc004\doc004_p018.png,doc004_p018.png,1224,1584,other,no,yes,no,no,yes,yes,yes,train,,hvqfn exposed center pad solder land guidance page with solder paste pattern illustration and references
doc004_p019,doc004,19,doc004_layout_bom_ptn3356.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc004_layout_bom_ptn3356.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc004\doc004_p019.png,doc004_p019.png,1224,1584,other,no,no,no,no,yes,no,yes,train,,legal information and trademarks page with dense disclaimer text
doc004_p020,doc004,20,doc004_layout_bom_ptn3356.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc004_layout_bom_ptn3356.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc004\doc004_p020.png,doc004_p020.png,1224,1584,other,no,no,no,no,yes,no,yes,train,,table of contents page listing sections and page numbers
doc005_p001,doc005,1,doc005_eval_ncv7535-board.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc005_eval_ncv7535-board.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc005\doc005_p001.png,doc005_p001.png,1224,1584,other,no,yes,no,no,yes,no,yes,train,,cover page with board introduction text and evaluation board photo
doc005_p002,doc005,2,doc005_eval_ncv7535-board.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc005_eval_ncv7535-board.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc005\doc005_p002.png,doc005_p002.png,1224,1584,schematic,no,yes,yes,no,yes,yes,yes,train,,full evaluation board schematic including ncv7535 application and control mcu blocks
doc005_p003,doc005,3,doc005_eval_ncv7535-board.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc005_eval_ncv7535-board.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc005\doc005_p003.png,doc005_p003.png,1224,1584,other,yes,no,no,no,yes,no,yes,train,,absolute maximum ratings and recommended operating conditions tables
doc005_p004,doc005,4,doc005_eval_ncv7535-board.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc005_eval_ncv7535-board.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc005\doc005_p004.png,doc005_p004.png,1224,1584,assembly,no,yes,yes,no,yes,yes,yes,train,,top side annotated board photo showing ios mini usb power stage and control sections
doc005_p005,doc005,5,doc005_eval_ncv7535-board.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc005_eval_ncv7535-board.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc005\doc005_p005.png,doc005_p005.png,1224,1584,assembly,no,yes,yes,no,no,yes,yes,train,,bottom side annotated board photo showing ldo and usb interface sections
doc005_p006,doc005,6,doc005_eval_ncv7535-board.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc005_eval_ncv7535-board.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc005\doc005_p006.png,doc005_p006.png,1224,1584,other,no,yes,no,no,yes,yes,yes,train,,functional description and getting started page with ncv7535 operating state diagram
doc005_p007,doc005,7,doc005_eval_ncv7535-board.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc005_eval_ncv7535-board.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc005\doc005_p007.png,doc005_p007.png,1224,1584,other,no,yes,no,no,no,no,yes,train,,software controller window screenshot for ncv7535 gui
doc005_p008,doc005,8,doc005_eval_ncv7535-board.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc005_eval_ncv7535-board.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc005\doc005_p008.png,doc005_p008.png,1224,1584,assembly,no,yes,yes,yes,yes,yes,yes,train,,pcb drawings page with top and bottom assembly drawings plus composite drawings and board dimensions
doc005_p009,doc005,9,doc005_eval_ncv7535-board.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc005_eval_ncv7535-board.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc005\doc005_p009.png,doc005_p009.png,1224,1584,other,no,no,no,no,yes,no,yes,train,,legal disclaimer and support information page with dense text
doc006_p001,doc006,1,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p001.png,doc006_p001.png,1224,1584,other,no,no,no,no,no,no,yes,train,,cover page for texas instruments 4x4 crosspoint switch evm users guide
doc006_p002,doc006,2,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p002.png,doc006_p002.png,1224,1584,other,yes,no,no,no,yes,no,yes,train,,important notice page with dense legal text and product application links
doc006_p003,doc006,3,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p003.png,doc006_p003.png,1224,1584,other,no,no,no,no,yes,no,yes,train,,evm important notice page with dense legal and evaluation use restrictions text
doc006_p004,doc006,4,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p004.png,doc006_p004.png,1224,1584,other,no,no,no,no,yes,no,yes,train,,evm warnings and restrictions page with operating range and safety text
doc006_p005,doc006,5,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p005.png,doc006_p005.png,1224,1584,other,no,no,no,no,yes,no,yes,train,,preface read this first page with manual overview related documents and support contacts
doc006_p006,doc006,6,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p006.png,doc006_p006.png,1224,1584,other,no,no,no,no,yes,no,yes,train,,preface continuation page with regional contact list and fcc warning text
doc006_p007,doc006,7,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p007.png,doc006_p007.png,1224,1584,other,yes,no,no,no,yes,no,yes,train,,contents page listing chapters figures and tables
doc006_p008,doc006,8,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p008.png,doc006_p008.png,1224,1584,other,yes,no,no,no,no,no,yes,train,,tables and figures index continuation page
