query_id,page_id,coarse_rank,coarse_score,fine_rank,fine_score,page_tokens_before,page_tokens_after
q005,doc002_p001,19,5.38728100,18,-0.42676163,49,16
q005,doc001_p005,16,5.71221300,19,-0.46431080,49,16
q005,doc001_p001,6,7.82208200,20,-0.52086300,49,16
q006,doc006_p013,6,7.74352900,1,0.36079806,49,16
q006,doc004_p003,5,8.15344600,2,0.34360278,49,16
q006,doc004_p009,19,6.76421200,3,0.32399744,49,16
q006,doc004_p019,11,7.46032800,4,0.27715823,49,16
q006,doc006_p016,16,6.92899800,5,0.26582253,49,16
q006,doc010_p002,14,7.00748000,6,0.22495700,49,16
q006,doc004_p010,9,7.53333700,7,0.20317514,49,16
q006,doc003_p028,15,6.99705800,8,0.19501954,49,16
q006,doc004_p011,2,9.77296300,9,0.19331209,49,16
q006,doc009_p003,7,7.66481400,10,0.14493653,49,16
q006,doc006_p009,20,6.50774900,11,0.13934457,49,16
q006,doc003_p001,18,6.77058900,12,0.07890870,49,16
q006,doc006_p003,17,6.90773100,13,0.06992088,49,16
q006,doc004_p014,8,7.61101100,14,0.06655447,49,16
q006,doc005_p009,13,7.12011600,15,-0.07930752,49,16
q006,doc008_p003,3,9.19338600,16,-0.10352606,49,16
q006,doc008_p001,10,7.50461300,17,-0.15423447,49,16
q006,doc006_p006,12,7.21537200,18,-0.16305408,49,16
q006,doc006_p019,4,8.26248200,19,-0.29351354,49,16
q006,doc002_p001,1,11.90010800,20,-0.60995728,49,16
q007,doc004_p019,15,8.14360000,1,0.35899392,49,16
q007,doc004_p003,19,7.75285800,2,0.26499856,49,16
q007,doc006_p013,6,9.62721400,3,0.26455215,49,16
q007,doc006_p008,5,9.81867700,4,0.20170338,49,16
q007,doc009_p003,17,7.99154700,5,0.18474729,49,16
q007,doc006_p016,8,8.78106700,6,0.18278618,49,16
q007,doc005_p004,18,7.97847600,7,0.15679982,49,16
q007,doc006_p002,14,8.16777000,8,0.08576023,49,16
q007,doc006_p003,13,8.26754700,9,0.02133042,49,16
q007,doc010_p002,9,8.73311000,10,0.01459788,49,16
q007,doc006_p005,4,9.97927800,11,0.00661224,49,16
q007,doc006_p009,7,9.12213800,12,-0.00878639,49,16
q007,doc004_p014,16,7.99516500,13,-0.02117257,49,16
q007,doc005_p009,10,8.71052700,14,-0.07503936,49,16
q007,doc006_p006,11,8.49102500,15,-0.14249097,49,16
q007,doc006_p019,1,17.41773700,16,-0.22038005,49,16
q007,doc007_p002,20,7.30911800,17,-0.31508878,49,16
q007,doc001_p001,12,8.46111900,18,-0.37722722,49,16
q007,doc002_p001,2,13.48620900,19,-0.42895424,49,16
q007,doc005_p008,3,13.29842900,20,-0.53556931,49,16
q008,doc005_p006,16,5.74396300,1,0.55990154,49,16
q008,doc003_p007,1,20.22260600,2,0.55040228,49,16
q008,doc003_p022,4,13.61283900,3,0.50313675,49,16
q008,doc003_p004,5,9.30020900,4,0.47026038,49,16
q008,doc010_p002,17,5.66062600,5,0.44315141,49,16
q008,doc006_p013,8,8.60126400,6,0.42827719,49,16
q008,doc003_p008,2,18.08574500,7,0.41470876,49,16
q008,doc006_p016,19,5.29084000,8,0.40978250,49,16
q008,doc003_p003,15,6.92917700,9,0.31281361,49,16
q008,doc005_p001,20,5.25160300,10,0.29805660,49,16
q008,doc003_p016,12,7.94956900,11,0.24230732,49,16
q008,doc003_p019,13,7.94956900,12,0.19987048,49,16
q008,doc006_p009,14,7.66040700,13,0.19015427,49,16
q008,doc003_p012,10,7.94956900,14,0.02866315,49,16
q008,doc006_p006,18,5.37004500,15,-0.00941570,49,16
q008,doc006_p019,6,9.29413000,16,-0.06230394,49,16
q008,doc003_p014,11,7.94956900,17,-0.08787791,49,16
q008,doc003_p029,3,17.10521700,18,-0.10908838,49,16
q008,doc006_p011,7,8.79135200,19,-0.17387220,49,16
q008,doc003_p010,9,8.32947300,20,-0.42022598,49,16
q009,doc003_p007,2,17.98542700,1,0.62110317,49,16
q009,doc005_p006,16,5.74396300,2,0.60442400,49,16
q009,doc003_p004,15,7.08633800,3,0.59189993,49,16
q009,doc003_p022,4,11.00500900,4,0.57994562,49,16
q009,doc006_p013,10,8.60126400,5,0.52660644,49,16
q009,doc010_p002,17,5.66062600,6,0.52181429,49,16
q009,doc003_p008,1,20.46951300,7,0.49904209,49,16
q009,doc006_p016,19,5.29084000,8,0.48742646,49,16
q009,doc003_p003,14,7.13063900,9,0.43222141,49,16
q009,doc005_p001,20,5.25160300,10,0.41447079,49,16
q009,doc003_p020,12,8.29345400,11,0.37780139,49,16
q009,doc003_p017,9,8.66331400,12,0.29609257,49,16
q009,doc006_p009,13,7.66040700,13,0.24761912,49,16
q009,doc006_p019,5,9.29413000,14,0.07428901,49,16
q009,doc006_p006,18,5.37004500,15,0.05444194,49,16
q009,doc003_p013,8,8.66331400,16,-0.02170468,49,16
q009,doc003_p029,3,17.55199000,17,-0.06938881,49,16
q009,doc006_p011,6,8.79135200,18,-0.10646315,49,16
q009,doc003_p015,11,8.29345400,19,-0.17226377,49,16
q009,doc003_p011,7,8.66331400,20,-0.32764116,49,16
q010,doc004_p010,17,7.58141000,1,0.60980779,49,16
q010,doc006_p013,9,10.39885700,2,0.44104105,49,16
q010,doc005_p006,18,7.14786500,3,0.41925666,49,16
q010,doc004_p016,2,14.72899300,4,0.40266836,49,16
q010,doc003_p009,3,13.19011200,5,0.38688064,49,16
q010,doc010_p002,20,7.00748000,6,0.37562117,49,16
q010,doc005_p001,15,7.83346600,7,0.36322904,49,16
q010,doc004_p020,6,11.69692900,8,0.26877654,49,16
q010,doc006_p007,5,11.77228100,9,0.23572843,49,16
q010,doc006_p009,16,7.66040700,10,0.22865976,49,16
q010,doc005_p009,13,8.03741900,11,0.06602959,49,16
q010,doc003_p029,19,7.04785400,12,-0.00969258,49,16
q010,doc006_p006,11,9.82467800,13,-0.02393471,49,16
q010,doc004_p015,12,9.37148800,14,-0.03202417,49,16
q010,doc006_p026,4,12.67405500,15,-0.05945843,49,16
q010,doc006_p019,1,18.57466200,16,-0.07383074,49,16
q010,doc006_p011,10,10.15773000,17,-0.11937267,49,16
q010,doc007_p002,14,8.02633200,18,-0.21444619,49,16
q010,doc002_p001,8,10.67486300,19,-0.38904130,49,16
q010,doc001_p004,7,11.36885800,20,-0.47488931,49,16
q011,doc005_p004,7,11.87437400,1,0.78521407,49,16
q011,doc005_p006,15,10.99892900,2,0.64929360,49,16
q011,doc004_p010,8,11.32723800,3,0.64115083,49,16
q011,doc003_p004,4,13.67931300,4,0.61045182,49,16
q011,doc006_p013,20,9.39821500,5,0.54817176,49,16
q011,doc006_p003,14,11.00130000,6,0.48324648,49,16
q011,doc005_p001,18,9.64107000,7,0.47940046,49,16
q011,doc003_p003,9,11.28724000,8,0.39548570,49,16
q011,doc003_p022,19,9.62110200,9,0.34254944,49,16
q011,doc005_p009,17,10.39891800,10,0.30551818,49,16
q011,doc003_p019,13,11.25001500,11,0.23142156,49,16
q011,doc003_p016,12,11.25001500,12,0.18339136,49,16
q011,doc003_p012,10,11.25001500,13,0.14711213,49,16
q011,doc003_p029,1,17.42948800,14,-0.00927993,49,16
q011,doc006_p019,6,12.34209900,15,-0.01694932,49,16
q011,doc003_p014,11,11.25001500,16,-0.12195916,49,16
q011,doc003_p011,5,12.56398800,17,-0.38573724,49,16
q011,doc002_p001,3,15.08507200,18,-0.45360851,49,16
q011,doc010_p001,16,10.51996200,19,-0.60699153,49,16
q011,doc003_p010,2,15.66685400,20,-0.77706492,49,16
q012,doc005_p004,8,11.87437400,1,0.73604608,49,16
q012,doc005_p006,15,10.99892900,2,0.56705511,49,16
q012,doc004_p010,13,11.32723800,3,0.53405464,49,16
q012,doc003_p004,12,11.46544200,4,0.52548814,49,16
q012,doc003_p020,10,11.59389900,5,0.45491827,49,16
q012,doc006_p013,19,9.39821500,6,0.45406446,49,16
q012,doc003_p009,20,9.17015300,7,0.39547777,49,16
q012,doc006_p003,14,11.00130000,8,0.38382298,49,16
q012,doc005_p001,18,9.64107000,9,0.38171846,49,16
q012,doc003_p003,11,11.48870200,10,0.30435762,49,16
q012,doc003_p017,7,11.89481900,11,0.24486481,49,16
q012,doc005_p009,17,10.39891800,12,0.19564869,49,16
q012,doc006_p019,5,12.34209900,13,-0.10269209,49,16
q012,doc003_p029,1,17.87626100,14,-0.14102870,49,16
q012,doc003_p015,9,11.59389900,15,-0.18129510,49,16
q012,doc003_p013,6,11.89481900,16,-0.34391791,49,16
q012,doc003_p011,2,16.00069600,17,-0.51655638,49,16
q012,doc002_p001,3,15.08507200,18,-0.55281711,49,16
q012,doc010_p001,16,10.51996200,19,-0.70634836,49,16
q012,doc003_p010,4,12.56398800,20,-0.93857294,49,16
q013,doc006_p013,5,10.35061100,1,0.39951971,49,16
q013,doc004_p010,15,7.65908800,2,0.39419371,49,16
q013,doc003_p004,11,8.78343300,3,0.35789180,49,16
q013,doc010_p002,12,8.77777300,4,0.26151919,49,16
q013,doc003_p022,13,8.46433300,5,0.23387368,49,16
q013,doc006_p010,19,7.40988500,6,0.22521482,49,16
q013,doc003_p003,9,9.83942600,7,0.19511077,49,16
q013,doc006_p009,18,7.60517000,8,0.19107252,49,16
q013,doc006_p003,20,7.31226100,9,0.17817053,49,16
q013,doc003_p017,17,7.65497500,10,0.09201564,49,16
q013,doc003_p019,8,9.91729600,11,0.03678174,49,16
q013,doc003_p016,7,9.91729600,12,-0.01456974,49,16
q013,doc003_p012,2,14.45816600,13,-0.06149224,49,16
q013,doc003_p029,1,16.85439600,14,-0.10737028,49,16
q013,doc006_p019,14,8.26248200,15,-0.12925975,49,16
q013,doc003_p014,6,9.91729600,16,-0.14497250,49,16
q013,doc006_p011,10,9.50516400,17,-0.20023730,49,16
q013,doc003_p013,3,12.06323300,18,-0.26102549,49,16
q013,doc003_p011,16,7.65497500,19,-0.38979813,49,16
q013,doc003_p010,4,10.75784100,20,-0.61323243,49,16
q014,doc004_p019,18,7.15969900,1,0.25582874,49,16
q014,doc004_p010,13,7.65908800,2,0.18537222,49,16
q014,doc006_p013,6,10.35061100,3,0.18456827,49,16
q014,doc010_p002,11,8.77777300,4,0.09621193,49,16
q014,doc006_p010,16,7.40988500,5,0.07226237,49,16
q014,doc003_p003,9,10.04088900,6,0.01864360,49,16
q014,doc003_p020,8,10.26118100,7,0.00858898,49,16
q014,doc006_p009,15,7.60517000,8,0.00000650,49,16
q014,doc006_p003,17,7.31226100,9,-0.02133252,49,16
q014,doc005_p009,19,7.08172700,10,-0.04782823,49,16
q014,doc003_p017,5,11.09168300,11,-0.06533869,49,16
q014,doc003_p015,7,10.26118100,12,-0.15094700,49,16
q014,doc003_p012,3,11.26195700,13,-0.25813818,49,16
q014,doc006_p011,10,9.50516400,14,-0.30752644,49,16
q014,doc003_p013,2,15.49994100,15,-0.33606184,49,16
q014,doc006_p019,12,8.26248200,16,-0.33831719,49,16
q014,doc003_p029,1,17.30116900,17,-0.37198180,49,16
q014,doc007_p002,20,7.02188800,18,-0.60346293,49,16
q014,doc003_p011,4,11.09168300,19,-0.67506993,49,16
q014,doc003_p010,14,7.65497500,20,-0.95132059,49,16
q015,doc004_p010,9,11.32723800,1,0.66355681,49,16
q015,doc003_p004,15,10.53405500,2,0.63722754,49,16
q015,doc005_p006,20,9.54390800,3,0.62984699,49,16
q015,doc006_p013,7,12.14820400,4,0.58278686,49,16
q015,doc005_p001,18,9.64107000,5,0.52102309,49,16
q015,doc003_p003,10,11.28724000,6,0.42940289,49,16
q015,doc003_p006,4,12.36978100,7,0.41483209,49,16
q015,doc003_p022,19,9.62110200,8,0.39453945,49,16
q015,doc003_p019,13,11.25001500,9,0.25973347,49,16
q015,doc003_p016,12,11.25001500,10,0.19768083,49,16
q015,doc005_p009,17,10.39891800,11,0.19194365,49,16
q015,doc003_p012,11,11.25001500,12,0.16044331,49,16
q015,doc003_p029,1,17.42948800,13,-0.03879932,49,16
q015,doc006_p019,5,12.34209900,14,-0.06626692,49,16
q015,doc003_p014,2,15.47940700,15,-0.15308994,49,16
q015,doc006_p011,14,10.87154200,16,-0.15815067,49,16
q015,doc003_p015,6,12.28319900,17,-0.19389419,49,16
q015,doc002_p001,3,15.08507200,18,-0.49768007,49,16
q015,doc010_p001,16,10.51996200,19,-0.64379787,49,16
q015,doc003_p010,8,11.56097700,20,-0.88048631,49,16
q016,doc004_p010,13,11.32723800,1,0.60217887,49,16
q016,doc005_p006,18,9.54390800,2,0.59211022,49,16
q016,doc004_p019,19,9.16508000,3,0.58786821,49,16
q016,doc006_p013,7,12.14820400,4,0.53827590,49,16
q016,doc005_p001,17,9.64107000,5,0.49448740,49,16
q016,doc003_p020,11,11.59389900,6,0.48039737,49,16
q016,doc003_p006,4,12.36978100,7,0.40214542,49,16
q016,doc003_p003,12,11.48870200,8,0.40120637,49,16
q016,doc006_p003,20,9.14044600,9,0.32572219,49,16
q016,doc003_p017,10,11.89481900,10,0.23036245,49,16
q016,doc005_p009,16,10.39891800,11,0.08652721,49,16
q016,doc006_p019,5,12.34209900,12,-0.09384412,49,16
q016,doc003_p029,1,17.87626100,13,-0.11788875,49,16
q016,doc006_p011,14,10.87154200,14,-0.17530906,49,16
q016,doc003_p014,6,12.28319900,15,-0.17930360,49,16
q016,doc003_p015,2,15.82329200,16,-0.25710168,49,16
q016,doc003_p013,9,11.89481900,17,-0.33753002,49,16
q016,doc002_p001,3,15.08507200,18,-0.58433169,49,16
q016,doc003_p011,8,11.89481900,19,-0.66636473,49,16
q016,doc010_p001,15,10.51996200,20,-0.74728012,49,16
q017,doc003_p004,8,10.53480500,1,0.45465946,49,16
q017,doc004_p018,19,6.92817500,2,0.44934407,49,16
q017,doc010_p002,11,8.77777300,3,0.38946021,49,16
q017,doc003_p022,20,6.90305700,4,0.30553216,49,16
q017,doc006_p003,16,7.34493100,5,0.28506020,49,16
q017,doc003_p019,10,9.91729600,6,0.27747223,49,16
q017,doc003_p017,5,12.06323300,7,0.27302274,49,16
q017,doc006_p009,15,7.60517000,8,0.16237655,49,16
q017,doc006_p004,17,7.26100900,9,0.15617760,49,16
q017,doc003_p016,2,14.45816600,10,0.11717787,49,16
q017,doc003_p003,4,12.31718600,11,0.10321988,49,16
q017,doc003_p012,9,9.91729600,12,-0.02079688,49,16
q017,doc003_p015,6,10.95048000,13,-0.04563881,49,16
q017,doc003_p029,1,18.64791100,14,-0.15007544,49,16
q017,doc003_p014,3,14.14668900,15,-0.17361128,49,16
q017,doc006_p019,12,8.26248200,16,-0.24925518,49,16
q017,doc007_p002,18,7.02188800,17,-0.33208865,49,16
q017,doc003_p013,14,7.65497500,18,-0.34719840,49,16
q017,doc003_p011,13,7.65497500,19,-0.38831365,49,16
q017,doc003_p010,7,10.75784100,20,-0.77508968,49,16
q018,doc003_p004,8,12.92270800,1,0.60237980,49,16
q018,doc003_p020,10,12.68997900,2,0.55232823,49,16
q018,doc010_p002,15,8.77777300,3,0.48798713,49,16
q018,doc003_p022,14,8.88474700,4,0.45978093,49,16
q018,doc006_p003,18,7.34493100,5,0.37229240,49,16
q018,doc006_p004,19,7.26100900,6,0.31061572,49,16
q018,doc003_p017,2,17.85780900,7,0.28479978,49,16
q018,doc006_p009,17,7.60517000,8,0.28406397,49,16
q018,doc003_p008,20,7.06440000,9,0.28188792,49,16
q018,doc003_p003,6,13.33625900,10,0.26556250,49,16
q018,doc003_p019,13,12.34609500,11,0.21781415,49,16
q018,doc003_p016,3,16.88696400,12,0.16849592,49,16
q018,doc003_p012,11,12.34609500,13,0.07567754,49,16
q018,doc006_p019,16,8.26248200,14,-0.04441246,49,16
q018,doc003_p015,9,12.68997900,15,-0.10820056,49,16
q018,doc003_p029,1,22.91883100,16,-0.14373116,49,16
q018,doc003_p014,12,12.34609500,17,-0.15071942,49,16
q018,doc003_p013,5,13.44955100,18,-0.23790093,49,16
q018,doc003_p011,4,13.44955100,19,-0.45035979,49,16
q018,doc003_p010,7,13.11570900,20,-0.84603369,49,16
q019,doc003_p004,7,12.54174200,1,0.56826419,49,16
q019,doc003_p007,4,13.19295000,2,0.54394251,49,16
q019,doc006_p013,2,15.91038500,3,0.50518948,49,16
q019,doc003_p022,6,12.67014500,4,0.50327337,49,16
q019,doc006_p016,12,8.84723900,5,0.49501356,49,16
q019,doc003_p008,3,14.40199600,6,0.41685811,49,16
q019,doc003_p020,8,12.36507700,7,0.35332876,49,16
q019,doc003_p003,5,12.68866800,8,0.27762157,49,16
q019,doc003_p019,9,12.02119300,9,0.09513509,49,16
q019,doc003_p017,17,8.15244400,10,0.07515718,49,16
q019,doc003_p016,20,8.05380600,11,0.03263817,49,16
q019,doc003_p012,18,8.05380600,12,0.02008393,49,16
q019,doc003_p018,10,11.10428100,13,0.00095438,49,16
q019,doc006_p019,11,11.10252800,14,-0.15200926,49,16
q019,doc003_p029,1,25.85552400,15,-0.35266194,49,16
q019,doc006_p011,13,8.73971900,16,-0.37247261,49,16
q019,doc003_p014,19,8.05380600,17,-0.37902722,49,16
q019,doc003_p015,14,8.39769100,18,-0.42660126,49,16
q019,doc003_p011,15,8.15244400,19,-0.44246385,49,16
q019,doc003_p013,16,8.15244400,20,-0.49371594,49,16
q020,doc004_p010,17,5.47649200,1,0.75019318,49,16
q020,doc003_p020,8,6.39618500,2,0.71852815,49,16
q020,doc005_p004,6,7.03630600,3,0.70780927,49,16
q020,doc005_p006,10,6.12932600,4,0.65703154,49,16
q020,doc003_p004,2,10.89154100,5,0.58626807,49,16
q020,doc010_p002,13,5.66062600,6,0.58548266,49,16
q020,doc003_p009,19,5.28720000,7,0.57556272,49,16
q020,doc003_p006,12,5.73497400,8,0.56206709,49,16
q020,doc003_p022,11,5.74628900,9,0.50170463,49,16
q020,doc003_p019,3,9.59239400,10,0.47995958,49,16
q020,doc003_p016,16,5.62500700,11,0.43325186,49,16
q020,doc006_p009,9,6.14343900,12,0.43077073,49,16
q020,doc003_p003,5,7.56154600,13,0.42753926,49,16
q020,doc003_p012,14,5.62500700,14,0.34216127,49,16
q020,doc006_p019,4,8.72530300,15,0.20521525,49,16
q020,doc003_p029,1,13.40445000,16,0.15928608,49,16
q020,doc003_p014,15,5.62500700,17,0.12201186,49,16
q020,doc007_p002,7,6.94890000,18,-0.05749882,49,16
q020,doc010_p001,20,5.20935100,19,-0.23425207,49,16
q020,doc003_p010,18,5.46073400,20,-0.35697421,49,16
q021,doc004_p010,17,5.47649200,1,0.62278205,49,16
q021,doc005_p004,6,7.03630600,2,0.61557466,49,16
q021,doc003_p020,2,9.93627900,3,0.61153018,49,16
q021,doc005_p006,10,6.12932600,4,0.50225711,49,16
q021,doc003_p004,4,8.67766900,5,0.49734068,49,16
q021,doc010_p002,16,5.66062600,6,0.45050859,49,16
q021,doc003_p009,18,5.28720000,7,0.43848842,49,16
q021,doc003_p006,15,5.73497400,8,0.43309391,49,16
q021,doc003_p017,14,5.79457600,9,0.34477133,49,16
q021,doc006_p003,20,5.14663700,10,0.32353324,49,16
q021,doc003_p003,5,7.76300800,11,0.31604350,49,16
q021,doc003_p019,8,6.39618500,12,0.31115878,49,16
q021,doc006_p009,9,6.14343900,13,0.28585461,49,16
q021,doc006_p019,3,8.72530300,14,0.07133724,49,16
q021,doc003_p029,1,13.85122300,15,-0.04021728,49,16
q021,doc003_p015,11,5.96889200,16,-0.11782175,49,16
q021,doc003_p013,13,5.79457600,17,-0.16903982,49,16
q021,doc007_p002,7,6.94890000,18,-0.25016791,49,16
q021,doc003_p011,12,5.79457600,19,-0.25121227,49,16
q021,doc010_p001,19,5.20935100,20,-0.46992341,49,16
q022,doc004_p019,20,4.22575700,1,0.38634598,49,16
q022,doc003_p026,10,6.23359500,2,0.28453970,49,16
q022,doc006_p013,5,8.41818700,3,0.27750951,49,16
q022,doc006_p016,19,4.31206200,4,0.23431179,49,16
q022,doc003_p025,11,6.16568700,5,0.22699340,49,16
q022,doc010_p002,14,5.66062600,6,0.20573382,49,16
q022,doc003_p022,3,10.72102900,7,0.19703981,49,16
q022,doc005_p006,15,5.46510700,8,0.18382043,49,16
q022,doc003_p006,2,10.88195300,9,0.11535817,49,16
q022,doc006_p009,12,6.14343900,10,0.01055695,49,16
q022,doc003_p023,9,6.23359500,11,-0.08443663,49,16
q022,doc004_p015,17,4.55900700,12,-0.09540415,49,16
q022,doc003_p024,13,6.12564800,13,-0.10921954,49,16
q022,doc004_p014,4,9.73059500,14,-0.11226760,49,16
q022,doc006_p011,6,7.37334100,15,-0.18490483,49,16
q022,doc003_p027,8,6.38838700,16,-0.19296670,49,16
q022,doc005_p009,16,4.61154800,17,-0.20502320,49,16
q022,doc003_p029,1,13.30248400,18,-0.20866750,49,16
q022,doc006_p019,7,6.45408400,19,-0.27016938,49,16
q022,doc007_p002,18,4.52828800,20,-0.57713777,49,16
q023,doc004_p019,20,4.22575700,1,0.27352369,49,16
q023,doc003_p026,10,6.23359500,2,0.20410976,49,16
q023,doc006_p013,5,8.41818700,3,0.16471744,49,16
q023,doc003_p025,11,6.16568700,4,0.13889703,49,16
q023,doc005_p006,15,5.46510700,5,0.13570412,49,16
q023,doc006_p016,19,4.31206200,6,0.12304118,49,16
q023,doc003_p022,3,10.72102900,7,0.11411133,49,16
q023,doc010_p002,14,5.66062600,8,0.11213511,49,16
q023,doc003_p006,2,10.88195300,9,-0.00092929,49,16
q023,doc006_p009,12,6.14343900,10,-0.04824642,49,16
q023,doc004_p015,17,4.55900700,11,-0.13026717,49,16
q023,doc006_p011,6,7.37334100,12,-0.19176973,49,16
q023,doc003_p023,9,6.23359500,13,-0.21976553,49,16
q023,doc004_p014,4,9.73059500,14,-0.22921529,49,16
q023,doc003_p024,13,6.12564800,15,-0.23195432,49,16
q023,doc003_p027,8,6.38838700,16,-0.25567243,49,16
