query_id,page_id,coarse_rank,coarse_score,fine_rank,fine_score
q002,doc006_p002,15,6.29075800,15,-0.06311381
q002,doc005_p001,22,5.44825800,16,-0.09407608
q002,doc004_p018,35,3.89828100,17,-0.09472998
q002,doc004_p015,23,5.10432800,18,-0.10149018
q002,doc006_p016,11,6.96758700,19,-0.10299900
q002,doc005_p002,46,3.02915800,20,-0.10504795
q002,doc009_p003,9,7.03525500,21,-0.10809001
q002,doc003_p003,12,6.81874500,22,-0.11045206
q002,doc006_p009,6,7.66040700,23,-0.11119193
q002,doc003_p028,24,5.02680900,24,-0.11906508
q002,doc003_p004,50,2.41301300,25,-0.12922360
q002,doc006_p003,8,7.42036200,26,-0.13996091
q002,doc005_p003,48,2.53551500,27,-0.15362804
q002,doc005_p009,7,7.45509900,28,-0.16305214
q002,doc006_p010,34,3.99528800,29,-0.17426977
q002,doc006_p004,28,4.68427600,30,-0.17657304
q002,doc006_p015,37,3.67376100,31,-0.19422059
q002,doc010_p002,10,7.00748000,32,-0.21370851
q002,doc007_p001,39,3.57438000,33,-0.21634421
q002,doc006_p014,41,3.50548700,34,-0.21637705
q002,doc003_p001,45,3.09011000,35,-0.22814913
q002,doc006_p011,25,4.91621300,36,-0.23124057
q002,doc006_p012,42,3.40451300,37,-0.23550883
q002,doc006_p005,36,3.81955400,38,-0.23617859
q002,doc004_p020,47,2.67277500,39,-0.24380569
q002,doc006_p006,13,6.74361900,40,-0.24669106
q002,doc006_p026,30,4.61000500,41,-0.25311804
q002,doc006_p007,43,3.40279900,42,-0.26192775
q002,doc001_p004,26,4.89258100,43,-0.26350585
q002,doc007_p002,20,5.60572000,44,-0.27982736
q002,doc001_p005,5,8.43588400,45,-0.30079967
q002,doc010_p001,38,3.63680400,46,-0.32664922
q002,doc003_p029,49,2.50112000,47,-0.33343807
q002,doc002_p001,17,6.19127200,48,-0.34836042
q002,doc001_p003,29,4.64583900,49,-0.54993731
q002,doc001_p001,1,13.51309900,50,-0.58200812
q003,doc001_p002,35,3.88813100,1,0.23030871
q003,doc004_p016,43,2.79092200,2,0.01320997
q003,doc005_p006,11,7.09094600,3,-0.12977339
q003,doc004_p010,9,7.24552500,4,-0.13141218
q003,doc004_p014,24,4.56220100,5,-0.14806405
q003,doc003_p021,46,2.38653800,6,-0.14923236
q003,doc004_p003,27,4.21953800,7,-0.15410747
q003,doc006_p013,5,8.60126400,8,-0.17107475
q003,doc004_p013,42,2.98164500,9,-0.18159573
q003,doc004_p015,20,5.26706400,10,-0.21938136
q003,doc006_p009,7,7.66040700,11,-0.22645813
q003,doc006_p016,19,5.29084000,12,-0.23922959
q003,doc003_p003,37,3.63380600,13,-0.24563001
q003,doc003_p004,13,5.91425700,14,-0.26708820
q003,doc006_p019,2,10.99652200,15,-0.27072459
q003,doc006_p002,26,4.26653400,16,-0.27475712
q003,doc004_p018,31,4.06237100,17,-0.27683491
q003,doc004_p009,21,5.24677700,18,-0.27905208
q003,doc004_p019,30,4.09648400,19,-0.28688538
q003,doc005_p003,17,5.37165000,20,-0.28768730
q003,doc009_p003,34,3.92354800,21,-0.29118729
q003,doc010_p002,14,5.66062600,22,-0.30982089
q003,doc006_p021,28,4.13578000,23,-0.31141961
q003,doc005_p009,8,7.30062400,24,-0.31239980
q003,doc003_p028,39,3.14572100,25,-0.31314081
q003,doc003_p001,49,1.73356400,26,-0.31539106
q003,doc003_p009,48,1.82722800,27,-0.32780209
q003,doc006_p006,18,5.37004500,28,-0.32959658
q003,doc005_p004,10,7.19721400,29,-0.33205265
q003,doc006_p004,41,3.03617000,30,-0.34080893
q003,doc006_p015,44,2.59939900,31,-0.34320602
q003,doc005_p005,33,3.93072700,32,-0.34727836
q003,doc007_p002,3,9.36951200,33,-0.35004523
q003,doc005_p007,40,3.10574000,34,-0.35295177
q003,doc006_p007,36,3.64966500,35,-0.35420084
q003,doc005_p001,6,8.49916200,36,-0.36825460
q003,doc006_p005,16,5.41287100,37,-0.37495473
q003,doc006_p026,38,3.16058400,38,-0.38594759
q003,doc007_p001,29,4.11427200,39,-0.39851183
q003,doc006_p011,4,8.79135200,40,-0.41315076
q003,doc005_p002,12,6.18009500,41,-0.41343707
q003,doc006_p010,32,3.99528800,42,-0.42247728
q003,doc006_p003,25,4.50469000,43,-0.43263137
q003,doc006_p014,47,1.84812700,44,-0.44371420
q003,doc006_p012,50,1.70225700,45,-0.47501716
q003,doc001_p004,15,5.44353600,46,-0.49017495
q003,doc010_p001,23,4.64255500,47,-0.54427505
q003,doc002_p001,1,12.80303800,48,-0.77251554
q003,doc001_p001,45,2.56357700,49,-0.81434387
q003,doc001_p003,22,4.82961400,50,-0.96032774
q004,doc001_p002,30,7.70755900,1,0.84752858
q004,doc004_p016,45,5.99749200,2,0.71901578
q004,doc004_p018,40,6.79242900,3,0.68829203
q004,doc004_p005,43,6.41394400,4,0.68208230
q004,doc005_p006,9,9.37516900,5,0.68070972
q004,doc004_p009,39,7.10169400,6,0.67884147
q004,doc004_p003,19,8.51551100,7,0.65677822
q004,doc004_p010,5,9.55820400,8,0.65170664
q004,doc006_p013,7,9.39821500,9,0.64423549
q004,doc003_p021,32,7.58490500,10,0.62027800
q004,doc006_p008,20,8.45214500,11,0.61011249
q004,doc005_p004,4,9.72703000,12,0.59865052
q004,doc004_p019,13,9.16508000,13,0.59176099
q004,doc004_p014,17,8.77428200,14,0.57786024
q004,doc004_p013,42,6.53894600,15,0.57714719
q004,doc003_p004,11,9.24970700,16,0.57671452
q004,doc004_p015,25,8.05183400,17,0.56569022
q004,doc009_p003,23,8.10832200,18,0.54521561
q004,doc006_p016,18,8.65834300,19,0.54423702
q004,doc003_p003,28,7.93064800,20,0.54210079
q004,doc003_p028,16,8.81521000,21,0.53747708
q004,doc006_p011,47,5.63002400,22,0.52359217
q004,doc006_p019,2,14.14775100,23,0.51159340
q004,doc005_p001,36,7.25586200,24,0.50426286
q004,doc010_p002,21,8.35433400,25,0.50350082
q004,doc005_p009,14,9.10872000,26,0.50054997
q004,doc006_p009,31,7.60517000,27,0.50028604
q004,doc006_p004,46,5.95767300,28,0.49471301
q004,doc003_p009,48,5.48168500,29,0.48842958
q004,doc004_p020,50,5.12287500,30,0.48808962
q004,doc005_p003,38,7.10299500,31,0.48458174
q004,doc006_p012,37,7.16905900,32,0.47603637
q004,doc006_p006,24,8.06528800,33,0.47203490
q004,doc006_p005,15,8.90949000,34,0.46169600
q004,doc006_p010,34,7.40988500,35,0.46059984
q004,doc006_p002,22,8.35243500,36,0.44450206
q004,doc006_p026,10,9.30672600,37,0.42130256
q004,doc007_p002,41,6.68315200,38,0.41088077
q004,doc007_p001,12,9.24594900,39,0.40646103
q004,doc001_p005,27,7.97326000,40,0.39623725
q004,doc006_p014,6,9.48878600,41,0.39467403
q004,doc003_p029,44,6.10679000,42,0.39059874
q004,doc006_p015,26,8.02412800,43,0.36750510
q004,doc010_p001,8,9.37579000,44,0.35864002
q004,doc006_p003,3,11.00130000,45,0.34738654
q004,doc001_p004,1,22.94494800,46,0.33336881
q004,doc006_p007,49,5.25439000,47,0.30795249
q004,doc002_p001,29,7.85832500,48,0.17880508
q004,doc001_p003,35,7.40980100,49,-0.06251512
q004,doc001_p001,33,7.51335500,50,-0.10353690
q005,doc001_p002,9,6.86349700,1,0.39230785
q005,doc004_p016,11,6.48717500,2,0.20727813
q005,doc005_p006,12,6.35498400,3,0.19935773
q005,doc004_p010,7,7.37560800,4,0.19155732
q005,doc006_p024,43,3.67578200,5,0.19096626
q005,doc004_p005,50,3.10327600,6,0.16749920
q005,doc006_p013,3,8.82913600,7,0.16113034
q005,doc004_p003,30,5.03900900,8,0.15750161
q005,doc004_p015,20,5.36289200,9,0.15255906
q005,doc004_p019,25,5.15334900,10,0.13444942
q005,doc004_p018,34,4.86874600,11,0.13317068
q005,doc009_p003,37,4.52580900,12,0.12390660
q005,doc004_p014,24,5.15958300,13,0.11951665
q005,doc006_p008,23,5.26215100,14,0.11722055
q005,doc005_p004,18,5.42532900,15,0.11323569
q005,doc003_p003,45,3.57220000,16,0.11275423
q005,doc003_p004,49,3.14450800,17,0.10374123
q005,doc006_p016,26,5.14913100,18,0.10364305
q005,doc004_p009,29,5.06527100,19,0.10235021
q005,doc004_p013,44,3.59106800,20,0.09673635
q005,doc006_p009,14,6.14343900,21,0.08092097
q005,doc005_p002,21,5.36191600,22,0.07852700
q005,doc006_p019,2,10.53370100,23,0.07474013
q005,doc005_p009,10,6.54416000,24,0.07431050
q005,doc006_p005,17,5.53840300,25,0.07389483
q005,doc003_p028,31,5.02680900,26,0.06567201
q005,doc006_p002,33,4.93458400,27,0.06138241
q005,doc010_p002,8,7.00748000,28,0.06093359
q005,doc005_p001,13,6.20318800,29,0.04819421
q005,doc005_p003,38,4.35904900,30,0.04685426
q005,doc006_p004,42,3.80288900,31,0.04337322
q005,doc006_p010,41,3.99528800,32,0.03772758
q005,doc007_p002,5,8.02633200,33,0.03333372
q005,doc003_p009,39,4.14152500,34,0.02496886
q005,doc006_p011,4,8.73971900,35,0.01734470
q005,doc006_p012,47,3.40451300,36,0.01218575
q005,doc006_p006,22,5.31814000,37,0.01176124
q005,doc006_p014,46,3.50548700,38,0.00926503
q005,doc006_p022,48,3.19420100,39,-0.00327253
q005,doc006_p003,28,5.11396700,40,-0.00733993
q005,doc001_p005,16,5.71221300,41,-0.02611357
q005,doc006_p026,1,12.23456400,42,-0.02889634
q005,doc006_p007,15,5.99741800,43,-0.05665664
q005,doc007_p001,36,4.62785100,44,-0.06059834
q005,doc010_p001,32,4.94606000,45,-0.08121372
q005,doc001_p004,27,5.14807500,46,-0.09158920
q005,doc003_p029,40,4.09437700,47,-0.09351255
q005,doc002_p001,19,5.38728100,48,-0.24680969
q005,doc001_p003,35,4.64583900,49,-0.35984811
q005,doc001_p001,6,7.82208200,50,-0.36839405
q006,doc003_p012,49,4.21154500,1,1.54314971
q006,doc003_p013,44,4.74703100,2,0.95596087
q006,doc004_p016,28,5.63046900,3,0.51156986
q006,doc001_p002,48,4.40668800,4,0.44738582
q006,doc004_p005,27,5.75607400,5,0.43181437
q006,doc005_p004,35,5.12549800,6,0.43076843
q006,doc004_p010,9,7.53333700,7,0.42580336
q006,doc006_p013,6,7.74352900,8,0.41562644
q006,doc004_p003,5,8.15344600,9,0.40281132
q006,doc004_p014,8,7.61101100,10,0.40200669
q006,doc004_p012,40,4.75262100,11,0.37747836
q006,doc004_p009,19,6.76421200,12,0.37618437
q006,doc004_p015,31,5.40500900,13,0.37030563
q006,doc004_p011,2,9.77296300,14,0.36536902
q006,doc004_p019,11,7.46032800,15,0.35570893
q006,doc004_p013,23,6.30793400,16,0.35512787
q006,doc006_p019,4,8.26248200,17,0.34780726
q006,doc003_p028,15,6.99705800,18,0.34081760
q006,doc004_p007,30,5.45683700,19,0.32858461
q006,doc005_p006,24,6.23766100,20,0.31363973
q006,doc006_p016,16,6.92899800,21,0.30922604
q006,doc004_p002,47,4.41666800,22,0.29591978
q006,doc006_p009,20,6.50774900,23,0.28430247
q006,doc006_p002,22,6.33396200,24,0.27961937
q006,doc003_p003,32,5.35551800,25,0.27884808
q006,doc010_p002,14,7.00748000,26,0.26907825
q006,doc005_p001,36,5.06358000,27,0.25721478
q006,doc005_p009,13,7.12011600,28,0.24991603
q006,doc004_p018,21,6.34288400,29,0.24627727
q006,doc006_p006,12,7.21537200,30,0.23390865
q006,doc006_p010,25,5.91557400,31,0.22987176
q006,doc007_p002,29,5.60572000,32,0.22975616
q006,doc003_p011,43,4.74703100,33,0.22913948
q006,doc006_p004,33,5.28878500,34,0.22086100
q006,doc009_p003,7,7.66481400,35,0.20975165
q006,doc003_p001,18,6.77058900,36,0.16220649
q006,doc008_p003,3,9.19338600,37,0.14389294
q006,doc006_p003,17,6.90773100,38,0.10736419
q006,doc006_p005,39,4.77664400,39,0.10569672
q006,doc004_p020,26,5.86542700,40,0.09486286
q006,doc003_p010,42,4.74703100,41,0.08513318
q006,doc007_p001,38,4.91838600,42,0.05968622
q006,doc003_p017,45,4.74703100,43,0.04536091
q006,doc008_p001,10,7.50461300,44,0.01751122
q006,doc001_p005,37,5.00310400,45,0.00252761
q006,doc010_p001,34,5.13483700,46,0.00127184
q006,doc002_p001,1,11.90010800,47,-0.04027573
q006,doc003_p014,50,4.21154500,48,-0.04271895
q006,doc001_p001,46,4.57088100,49,-0.36215740
q006,doc001_p003,41,4.74891800,50,-0.44543964
q007,doc004_p015,33,6.50454400,1,0.45810902
q007,doc004_p019,15,8.14360000,2,0.43693981
q007,doc004_p016,39,5.72764700,3,0.43281680
q007,doc004_p003,19,7.75285800,4,0.41305134
q007,doc006_p002,14,8.16777000,5,0.41111365
q007,doc004_p013,38,6.20711800,6,0.40877637
q007,doc005_p006,22,7.25189700,7,0.36906573
q007,doc006_p013,6,9.62721400,8,0.36529362
q007,doc006_p019,1,17.41773700,9,0.36519870
q007,doc003_p021,47,5.13199400,10,0.35950479
q007,doc004_p014,16,7.99516500,11,0.35687914
q007,doc005_p004,18,7.97847600,12,0.34837019
q007,doc004_p005,49,4.65491500,13,0.32594162
q007,doc004_p018,40,5.67512100,14,0.32331455
q007,doc004_p009,29,6.71721400,15,0.32329381
q007,doc006_p027,31,6.68943100,16,0.31101197
q007,doc004_p010,21,7.29410600,17,0.29517621
q007,doc003_p028,26,7.00681000,18,0.25986263
q007,doc006_p016,8,8.78106700,19,0.24912003
q007,doc006_p008,5,9.81867700,20,0.24310370
q007,doc006_p010,41,5.53425900,21,0.23670323
q007,doc009_p003,17,7.99154700,22,0.23000428
q007,doc003_p003,34,6.49828400,23,0.21744315
q007,doc008_p003,36,6.25956800,24,0.19519380
q007,doc005_p001,28,6.78767400,25,0.19374627
q007,doc005_p005,42,5.43819400,26,0.18775451
q007,doc005_p009,10,8.71052700,27,0.18127334
q007,doc008_p001,30,6.69435800,28,0.18076974
q007,doc006_p005,4,9.97927800,29,0.18059984
q007,doc006_p011,32,6.65778400,30,0.17239389
q007,doc005_p002,50,4.54373600,31,0.15393656
q007,doc006_p006,11,8.49102500,32,0.15358140
q007,doc008_p002,44,5.36870300,33,0.15228580
q007,doc006_p009,7,9.12213800,34,0.14881332
q007,doc006_p004,35,6.33238200,35,0.14518781
q007,doc006_p007,23,7.19156600,36,0.13950512
q007,doc006_p014,48,4.77096900,37,0.12495757
q007,doc007_p001,45,5.27247800,38,0.11787918
q007,doc006_p003,13,8.26754700,39,0.11350543
q007,doc005_p008,3,13.29842900,40,0.09346649
q007,doc010_p002,9,8.73311000,41,0.09064420
q007,doc007_p002,20,7.30911800,42,0.08211306
q007,doc003_p001,43,5.41404300,43,0.07853335
q007,doc010_p001,46,5.24956500,44,0.06140872
q007,doc001_p004,24,7.14833900,45,0.04681052
q007,doc002_p001,2,13.48620900,46,-0.09961462
q007,doc001_p005,25,7.12965800,47,-0.17760335
q007,doc009_p001,37,6.23844700,48,-0.20985004
q007,doc001_p003,27,6.80167800,49,-0.23414981
q007,doc001_p001,12,8.46111900,50,-0.27679124
q008,doc003_p012,10,7.94956900,1,1.08390713
q008,doc005_p002,24,5.15136000,2,0.73833597
q008,doc005_p006,16,5.74396300,3,0.71264827
q008,doc005_p004,47,2.90252700,4,0.70815659
q008,doc004_p010,39,3.70745800,5,0.66532642
q008,doc004_p015,40,3.70411200,6,0.65209067
q008,doc003_p022,4,13.61283900,7,0.63277966
q008,doc004_p016,48,2.79092200,8,0.62474930
q008,doc004_p009,43,3.12779300,9,0.61372602
q008,doc004_p019,35,4.09648400,10,0.61303520
q008,doc004_p014,30,4.56220100,11,0.59859848
q008,doc003_p028,42,3.14572100,12,0.59731424
q008,doc004_p013,27,4.73126600,13,0.59470332
q008,doc003_p013,22,5.22660700,14,0.59254831
q008,doc009_p003,37,3.92354800,15,0.56891912
q008,doc004_p003,34,4.21953800,16,0.56062692
q008,doc003_p007,1,20.22260600,17,0.55796361
q008,doc006_p013,8,8.60126400,18,0.54882151
q008,doc006_p010,36,3.99528800,19,0.54353935
q008,doc003_p004,5,9.30020900,20,0.53892052
q008,doc006_p019,6,9.29413000,21,0.52383798
q008,doc003_p003,15,6.92917700,22,0.51759923
q008,doc003_p008,2,18.08574500,23,0.51679122
q008,doc006_p002,33,4.26653400,24,0.51370192
q008,doc006_p016,19,5.29084000,25,0.49710852
q008,doc003_p018,49,2.64607500,26,0.48788124
q008,doc007_p001,45,3.00233100,27,0.47816044
q008,doc010_p002,17,5.66062600,28,0.45232823
q008,doc010_p001,46,2.98161400,29,0.44760144
q008,doc007_p002,31,4.52828800,30,0.43959993
q008,doc003_p011,21,5.22660700,31,0.42447212
q008,doc006_p009,14,7.66040700,32,0.42158094
q008,doc003_p020,26,4.75336100,33,0.41842133
q008,doc006_p015,50,2.59939900,34,0.41639128
q008,doc005_p009,28,4.72022800,35,0.38766944
q008,doc003_p010,9,8.32947300,36,0.37293151
q008,doc005_p001,20,5.25160300,37,0.36293462
q008,doc006_p011,7,8.79135200,38,0.35849819
q008,doc006_p004,29,4.69908500,39,0.34793502
q008,doc004_p020,44,3.01474000,40,0.33116531
q008,doc006_p006,18,5.37004500,41,0.32258376
q008,doc006_p003,32,4.50469000,42,0.31958318
q008,doc003_p019,13,7.94956900,43,0.28725728
q008,doc003_p029,3,17.10521700,44,0.27531031
q008,doc003_p016,12,7.94956900,45,0.27482808
q008,doc006_p020,38,3.82522600,46,0.25598544
q008,doc003_p017,23,5.22660700,47,0.22690596
q008,doc002_p001,41,3.66474300,48,0.19654723
q008,doc003_p014,11,7.94956900,49,0.13573116
q008,doc003_p015,25,4.75336100,50,0.06332701
q009,doc003_p012,23,4.75336100,1,1.12314641
q009,doc005_p002,22,5.15136000,2,0.79725146
q009,doc005_p004,47,2.90252700,3,0.78003925
q009,doc005_p006,16,5.74396300,4,0.76595199
q009,doc004_p019,35,4.09648400,5,0.72564304
q009,doc004_p010,39,3.70745800,6,0.70991337
q009,doc004_p016,48,2.79092200,7,0.70845854
q009,doc004_p014,30,4.56220100,8,0.70574522
q009,doc003_p022,4,11.00500900,9,0.69894534
q009,doc004_p013,27,4.73126600,10,0.69157058
q009,doc006_p010,36,3.99528800,11,0.67807895
q009,doc003_p004,15,7.08633800,12,0.66305590
q009,doc004_p009,43,3.12779300,13,0.65484291
q009,doc006_p019,5,9.29413000,14,0.65220094
q009,doc004_p003,34,4.21953800,15,0.65031052
q009,doc006_p013,10,8.60126400,16,0.64183205
q009,doc004_p015,40,3.70411200,17,0.63670707
q009,doc003_p007,2,17.98542700,18,0.62880611
q009,doc006_p002,33,4.26653400,19,0.62677026
q009,doc009_p003,37,3.92354800,20,0.62660068
q009,doc003_p028,42,3.14572100,21,0.62348974
q009,doc003_p013,8,8.66331400,22,0.61334509
q009,doc003_p003,14,7.13063900,23,0.60278630
q009,doc003_p008,1,20.46951300,24,0.59261864
q009,doc007_p001,45,3.00233100,25,0.59199297
q009,doc003_p018,49,2.64607500,26,0.57291240
q009,doc006_p016,19,5.29084000,27,0.56344754
q009,doc007_p002,31,4.52828800,28,0.54257900
q009,doc010_p002,17,5.66062600,29,0.53427941
q009,doc010_p001,46,2.98161400,30,0.52192158
q009,doc003_p020,12,8.29345400,31,0.50852436
q009,doc006_p015,50,2.59939900,32,0.50458926
q009,doc005_p001,20,5.25160300,33,0.49928045
q009,doc003_p011,7,8.66331400,34,0.46587867
q009,doc006_p004,29,4.69908500,35,0.46175715
q009,doc006_p009,13,7.66040700,36,0.44810915
q009,doc003_p010,21,5.22660700,37,0.44381922
q009,doc005_p009,28,4.72022800,38,0.43207723
q009,doc006_p006,18,5.37004500,39,0.41348341
q009,doc004_p020,44,3.01474000,40,0.41344887
q009,doc006_p011,6,8.79135200,41,0.40713251
q009,doc006_p003,32,4.50469000,42,0.40074134
q009,doc006_p020,38,3.82522600,43,0.36001706
q009,doc003_p019,26,4.75336100,44,0.32619491
q009,doc003_p017,9,8.66331400,45,0.30601180
q009,doc003_p016,25,4.75336100,46,0.29963779
q009,doc003_p029,3,17.55199000,47,0.29326153
q009,doc002_p001,41,3.66474300,48,0.26613694
q009,doc003_p014,24,4.75336100,49,0.12971804
q009,doc003_p015,11,8.29345400,50,0.11955182
q010,doc005_p004,24,6.37749500,1,0.67515886
q010,doc001_p002,45,4.13717600,2,0.65437502
q010,doc004_p010,17,7.58141000,3,0.64304680
q010,doc006_p024,47,3.67578200,4,0.62511128
q010,doc003_p021,49,3.55767900,5,0.62409413
q010,doc005_p006,18,7.14786500,6,0.61999404
q010,doc004_p018,35,5.18076800,7,0.61069930
q010,doc004_p016,2,14.72899300,8,0.59570181
q010,doc005_p002,32,5.36191600,9,0.55945724
q010,doc004_p014,22,6.80281300,10,0.54022944
q010,doc004_p015,12,9.37148800,11,0.53413701
q010,doc006_p013,9,10.39885700,12,0.51177353
q010,doc004_p019,28,6.18721600,13,0.50462335
q010,doc004_p009,29,6.16588300,14,0.50182325
q010,doc009_p003,30,5.97481900,15,0.49892136
q010,doc003_p004,44,4.16363500,16,0.46969694
q010,doc006_p002,26,6.29075800,17,0.46844831
q010,doc004_p003,23,6.41177200,18,0.46130371
q010,doc006_p016,21,6.96758700,19,0.45799136
q010,doc006_p008,34,5.26215100,20,0.44825590
q010,doc003_p003,33,5.26409600,21,0.44391468
q010,doc004_p013,39,4.75689300,22,0.44298989
q010,doc006_p010,46,3.99528800,23,0.42392743
q010,doc006_p005,31,5.53840300,24,0.42355460
q010,doc005_p001,15,7.83346600,25,0.40543219
q010,doc010_p002,20,7.00748000,26,0.39998114
q010,doc006_p014,50,3.50548700,27,0.39499199
q010,doc006_p004,40,4.68427600,28,0.39419639
q010,doc006_p019,1,18.57466200,29,0.38994613
q010,doc003_p028,37,5.02680900,30,0.38829049
q010,doc003_p009,3,13.19011200,31,0.38761508
q010,doc005_p009,13,8.03741900,32,0.37440947
q010,doc006_p009,16,7.66040700,33,0.36672223
q010,doc005_p003,43,4.35904900,34,0.36269659
q010,doc007_p001,41,4.62785100,35,0.35407549
q010,doc006_p003,25,6.33287500,36,0.34485036
q010,doc010_p001,38,4.94606000,37,0.33291090
q010,doc007_p002,14,8.02633200,38,0.32916394
q010,doc001_p005,27,6.18794000,39,0.32883188
q010,doc006_p006,11,9.82467800,40,0.31196734
q010,doc006_p011,10,10.15773000,41,0.30963799
q010,doc006_p015,48,3.67376100,42,0.30332750
q010,doc003_p029,19,7.04785400,43,0.29700950
q010,doc004_p020,6,11.69692900,44,0.29559681
q010,doc006_p026,4,12.67405500,45,0.28912741
q010,doc006_p007,5,11.77228100,46,0.26059559
q010,doc001_p004,7,11.36885800,47,0.20266186
q010,doc002_p001,8,10.67486300,48,0.17445496
q010,doc001_p001,42,4.45635200,49,-0.16685690
q010,doc001_p003,36,5.11766200,50,-0.27205577
q011,doc003_p012,10,11.25001500,1,1.33726823
q011,doc005_p006,15,10.99892900,2,0.88828802
q011,doc004_p019,22,9.16508000,3,0.87856364
q011,doc006_p002,34,8.35243500,4,0.86448336
q011,doc009_p003,37,8.10832200,5,0.86020380
q011,doc005_p004,7,11.87437400,6,0.85118842
q011,doc004_p003,29,8.51551100,7,0.84879190
q011,doc004_p015,43,7.61498600,8,0.78316641
q011,doc006_p013,20,9.39821500,9,0.77909398
q011,doc004_p010,8,11.32723800,10,0.77448893
q011,doc003_p013,31,8.45811100,11,0.76650804
q011,doc003_p006,24,8.83213000,12,0.76293975
q011,doc003_p004,4,13.67931300,13,0.72939289
q011,doc003_p003,9,11.28724000,14,0.72902656
q011,doc004_p018,42,7.76289400,15,0.72220492
q011,doc006_p016,27,8.65834300,16,0.71996033
q011,doc003_p028,25,8.81521000,17,0.71875274
q011,doc004_p014,26,8.77428200,18,0.71617621
q011,doc004_p009,36,8.16118600,19,0.71036434
q011,doc005_p001,18,9.64107000,20,0.64293766
q011,doc005_p009,17,10.39891800,21,0.62811190
q011,doc006_p019,6,12.34209900,22,0.62445945
q011,doc006_p005,30,8.47066700,23,0.60987544
q011,doc006_p003,14,11.00130000,24,0.59904552
q011,doc001_p002,50,6.78471900,25,0.57272482
q011,doc003_p020,41,8.05380600,26,0.57194793
q011,doc006_p009,44,7.60517000,27,0.55874979
q011,doc006_p006,38,8.06528800,28,0.53555441
q011,doc003_p022,19,9.62110200,29,0.51757812
q011,doc005_p002,49,6.87649400,30,0.51578254
q011,doc003_p011,5,12.56398800,31,0.50721484
