query_id,page_id,coarse_rank,coarse_score,fine_rank,fine_score
q001,doc004_p004,68,1.11900300,44,0.88980716
q001,doc003_p023,82,0.00000000,45,0.87925673
q001,doc006_p021,93,0.00000000,46,0.87556338
q001,doc006_p010,45,3.99528800,47,0.87383735
q001,doc003_p009,56,1.82722800,48,0.87323868
q001,doc003_p022,53,2.31353700,49,0.87167531
q001,doc004_p008,87,0.00000000,50,0.86620075
q001,doc004_p017,69,1.01098400,51,0.86405522
q001,doc006_p004,41,4.68427600,52,0.86228174
q001,doc010_p002,18,7.00748000,53,0.86175323
q001,doc005_p007,89,0.00000000,54,0.85972083
q001,doc005_p004,13,7.16875400,55,0.85756505
q001,doc004_p014,25,6.51815400,56,0.85676211
q001,doc006_p001,91,0.00000000,57,0.84877652
q001,doc007_p002,34,5.60572000,58,0.84466016
q001,doc005_p005,88,0.00000000,59,0.84447259
q001,doc005_p002,50,3.02915800,60,0.84274089
q001,doc006_p022,94,0.00000000,61,0.84092468
q001,doc006_p026,23,6.63891800,62,0.83700591
q001,doc006_p006,22,6.74361900,63,0.83383554
q001,doc004_p013,43,4.51841100,64,0.83027571
q001,doc007_p001,12,7.18752500,65,0.82978302
q001,doc005_p001,35,5.44825800,66,0.82559609
q001,doc004_p020,51,2.67277500,67,0.82375461
q001,doc006_p005,30,5.97722600,68,0.82266188
q001,doc006_p003,5,9.28121700,69,0.81212556
q001,doc008_p002,98,0.00000000,70,0.80986643
q001,doc003_p007,62,1.40427000,71,0.80843812
q001,doc008_p001,54,2.22714600,72,0.78957403
q001,doc003_p011,72,0.00000000,73,0.77892035
q001,doc003_p001,49,3.09011000,74,0.77535468
q001,doc006_p011,39,4.91621300,75,0.77195990
q001,doc001_p004,4,9.66284400,76,0.77127963
q001,doc006_p007,32,5.75124000,77,0.76305568
q001,doc006_p025,97,0.00000000,78,0.76266503
q001,doc003_p008,63,1.36610800,79,0.75995690
q001,doc001_p005,11,7.20829400,80,0.74928939
q001,doc006_p015,24,6.58028900,81,0.74079651
q001,doc003_p029,52,2.50112000,82,0.73134649
q001,doc006_p027,44,4.01557900,83,0.71347523
q001,doc005_p008,90,0.00000000,84,0.70365685
q001,doc010_p001,14,7.13687100,85,0.68781722
q001,doc006_p023,95,0.00000000,86,0.67434794
q001,doc006_p014,29,5.98329900,87,0.66976666
q001,doc006_p018,57,1.69883900,88,0.60995138
q001,doc003_p019,80,0.00000000,89,0.60953677
q001,doc003_p010,71,0.00000000,90,0.60337508
q001,doc002_p001,10,7.24297300,91,0.57416475
q001,doc003_p018,79,0.00000000,92,0.56564730
q001,doc006_p020,92,0.00000000,93,0.56225151
q001,doc003_p017,78,0.00000000,94,0.52094066
q001,doc003_p016,77,0.00000000,95,0.50763226
q001,doc003_p014,75,0.00000000,96,0.50564212
q001,doc003_p015,76,0.00000000,97,0.47205251
q001,doc001_p001,2,13.69148500,98,0.33672112
q001,doc001_p003,21,6.87130300,99,0.26402420
q001,doc009_p001,100,0.00000000,100,0.21166092
q002,doc003_p012,72,0.00000000,1,0.94810039
q002,doc003_p013,73,0.00000000,2,0.52053118
q002,doc001_p002,2,11.74635400,3,0.50915086
q002,doc006_p013,4,8.99068500,4,0.20099561
q002,doc006_p019,3,10.97743200,5,0.15394033
q002,doc004_p016,31,4.56373600,6,0.14923041
q002,doc004_p014,14,6.51815400,7,0.13866320
q002,doc003_p006,65,1.18587600,8,0.09800068
q002,doc005_p006,21,5.52410400,9,0.05762499
q002,doc004_p013,32,4.51841100,10,0.04324809
q002,doc005_p004,33,4.23015200,11,0.03784160
q002,doc003_p010,70,0.00000000,12,0.03393585
q002,doc004_p005,44,3.10327600,13,0.02252713
q002,doc004_p019,18,6.10186400,14,0.02226370
q002,doc004_p010,19,5.60657400,15,0.01818884
q002,doc004_p003,16,6.21405800,16,0.01752375
q002,doc004_p007,64,1.32788000,17,-0.02669641
q002,doc003_p021,40,3.55767900,18,-0.03319685
q002,doc003_p002,69,0.00000000,19,-0.03322732
q002,doc003_p020,80,0.00000000,20,-0.04112265
q002,doc006_p017,55,1.57139100,21,-0.04635604
q002,doc003_p011,71,0.00000000,22,-0.04961212
q002,doc004_p009,27,4.88125000,23,-0.05655209
q002,doc006_p002,15,6.29075800,24,-0.06311381
q002,doc004_p017,67,1.01098400,25,-0.06391201
q002,doc004_p012,59,1.43393500,26,-0.07280033
q002,doc005_p005,87,0.00000000,27,-0.08797339
q002,doc004_p002,63,1.33257300,28,-0.09003143
q002,doc003_p026,84,0.00000000,29,-0.09108001
q002,doc005_p001,22,5.44825800,30,-0.09407608
q002,doc004_p018,35,3.89828100,31,-0.09472998
q002,doc004_p015,23,5.10432800,32,-0.10149018
q002,doc006_p016,11,6.96758700,33,-0.10299900
q002,doc005_p002,46,3.02915800,34,-0.10504795
q002,doc009_p003,9,7.03525500,35,-0.10809001
q002,doc003_p003,12,6.81874500,36,-0.11045206
q002,doc006_p009,6,7.66040700,37,-0.11119193
q002,doc006_p008,56,1.50851900,38,-0.11225870
q002,doc006_p001,90,0.00000000,39,-0.11570510
q002,doc004_p001,52,1.83927500,40,-0.11581781
q002,doc003_p024,82,0.00000000,41,-0.11769046
q002,doc003_p027,85,0.00000000,42,-0.11900046
q002,doc003_p028,24,5.02680900,43,-0.11906508
q002,doc004_p011,58,1.43940900,44,-0.12298644
q002,doc003_p004,50,2.41301300,45,-0.12922360
q002,doc003_p025,83,0.00000000,46,-0.13397293
q002,doc003_p023,81,0.00000000,47,-0.13951844
q002,doc006_p003,8,7.42036200,48,-0.13996091
q002,doc003_p022,51,2.31353700,49,-0.14074385
q002,doc005_p003,48,2.53551500,50,-0.15362804
q002,doc006_p024,95,0.00000000,51,-0.15442644
q002,doc005_p009,7,7.45509900,52,-0.16305214
q002,doc004_p006,62,1.36144400,53,-0.16448744
q002,doc003_p017,77,0.00000000,54,-0.17112243
q002,doc006_p010,34,3.99528800,55,-0.17426977
q002,doc006_p004,28,4.68427600,56,-0.17657304
q002,doc003_p007,60,1.40427000,57,-0.18055926
q002,doc003_p018,78,0.00000000,58,-0.18567829
q002,doc006_p021,92,0.00000000,59,-0.18746886
q002,doc005_p007,88,0.00000000,60,-0.19187362
q002,doc006_p015,37,3.67376100,61,-0.19422059
q002,doc003_p005,57,1.43940900,62,-0.19714594
q002,doc003_p016,76,0.00000000,63,-0.20502844
q002,doc004_p008,86,0.00000000,64,-0.21110924
q002,doc010_p002,10,7.00748000,65,-0.21370851
q002,doc007_p001,39,3.57438000,66,-0.21634421
q002,doc006_p014,41,3.50548700,67,-0.21637705
q002,doc004_p004,66,1.11900300,68,-0.22013755
q002,doc003_p001,45,3.09011000,69,-0.22814913
q002,doc006_p011,25,4.91621300,70,-0.23124057
q002,doc003_p019,79,0.00000000,71,-0.23268478
q002,doc003_p015,75,0.00000000,72,-0.23394766
q002,doc005_p008,89,0.00000000,73,-0.23402673
q002,doc006_p012,42,3.40451300,74,-0.23550883
q002,doc006_p005,36,3.81955400,75,-0.23617859
q002,doc003_p009,53,1.82722800,76,-0.23854785
q002,doc004_p020,47,2.67277500,77,-0.24380569
q002,doc006_p006,13,6.74361900,78,-0.24669106
q002,doc003_p008,61,1.36610800,79,-0.24694055
q002,doc006_p026,30,4.61000500,80,-0.25311804
q002,doc006_p007,43,3.40279900,81,-0.26192775
q002,doc001_p004,26,4.89258100,82,-0.26350585
q002,doc006_p027,97,0.00000000,83,-0.27857742
q002,doc007_p002,20,5.60572000,84,-0.27982736
q002,doc006_p025,96,0.00000000,85,-0.29017121
q002,doc008_p003,99,0.00000000,86,-0.29078355
q002,doc003_p014,74,0.00000000,87,-0.29679221
q002,doc001_p005,5,8.43588400,88,-0.30079967
q002,doc008_p002,98,0.00000000,89,-0.30618262
q002,doc008_p001,68,0.68434700,90,-0.31218165
q002,doc006_p018,54,1.69883900,91,-0.32381836
q002,doc010_p001,38,3.63680400,92,-0.32664922
q002,doc006_p023,94,0.00000000,93,-0.32727227
q002,doc006_p020,91,0.00000000,94,-0.32770836
q002,doc003_p029,49,2.50112000,95,-0.33343807
q002,doc006_p022,93,0.00000000,96,-0.33428767
q002,doc002_p001,17,6.19127200,97,-0.34836042
q002,doc001_p003,29,4.64583900,98,-0.54993731
q002,doc001_p001,1,13.51309900,99,-0.58200812
q002,doc009_p001,100,0.00000000,100,-0.61493671
q003,doc003_p012,64,0.00000000,1,0.50466180
q003,doc001_p002,35,3.88813100,2,0.23030871
q003,doc003_p013,65,0.00000000,3,0.06804084
q003,doc004_p016,43,2.79092200,4,0.01320997
q003,doc003_p002,59,0.00000000,5,-0.05679699
q003,doc004_p002,79,0.00000000,6,-0.09495041
q003,doc004_p005,53,1.55163800,7,-0.11531370
q003,doc004_p007,82,0.00000000,8,-0.12787977
q003,doc005_p006,11,7.09094600,9,-0.12977339
q003,doc004_p010,9,7.24552500,10,-0.13141218
q003,doc004_p014,24,4.56220100,11,-0.14806405
q003,doc003_p021,46,2.38653800,12,-0.14923236
q003,doc004_p003,27,4.21953800,13,-0.15410747
q003,doc006_p008,54,1.50851900,14,-0.16880919
q003,doc006_p013,5,8.60126400,15,-0.17107475
q003,doc004_p013,42,2.98164500,16,-0.18159573
q003,doc006_p024,94,0.00000000,17,-0.18500802
q003,doc003_p006,56,1.18587600,18,-0.18571483
q003,doc006_p001,88,0.00000000,19,-0.18676862
q003,doc004_p001,78,0.00000000,20,-0.19020279
q003,doc003_p020,72,0.00000000,21,-0.19536467
q003,doc004_p015,20,5.26706400,22,-0.21938136
q003,doc006_p009,7,7.66040700,23,-0.22645813
q003,doc004_p017,86,0.00000000,24,-0.22863436
q003,doc006_p016,19,5.29084000,25,-0.23922959
q003,doc003_p023,73,0.00000000,26,-0.24505180
q003,doc003_p003,37,3.63380600,27,-0.24563001
q003,doc004_p012,85,0.00000000,28,-0.24651386
q003,doc003_p025,75,0.00000000,29,-0.24749160
q003,doc003_p026,76,0.00000000,30,-0.25721121
q003,doc004_p011,84,0.00000000,31,-0.26275304
q003,doc003_p004,13,5.91425700,32,-0.26708820
q003,doc006_p017,89,0.00000000,33,-0.26904064
q003,doc006_p019,2,10.99652200,34,-0.27072459
q003,doc006_p002,26,4.26653400,35,-0.27475712
q003,doc003_p024,74,0.00000000,36,-0.27619833
q003,doc004_p018,31,4.06237100,37,-0.27683491
q003,doc004_p009,21,5.24677700,38,-0.27905208
q003,doc004_p006,81,0.00000000,39,-0.28572708
q003,doc004_p019,30,4.09648400,40,-0.28688538
q003,doc003_p027,77,0.00000000,41,-0.28697786
q003,doc005_p003,17,5.37165000,42,-0.28768730
q003,doc003_p011,63,0.00000000,43,-0.28903291
q003,doc009_p003,34,3.92354800,44,-0.29118729
q003,doc006_p027,96,0.00000000,45,-0.29251340
q003,doc010_p002,14,5.66062600,46,-0.30982089
q003,doc006_p021,28,4.13578000,47,-0.31141961
q003,doc005_p009,8,7.30062400,48,-0.31239980
q003,doc003_p028,39,3.14572100,49,-0.31314081
q003,doc003_p001,49,1.73356400,50,-0.31539106
q003,doc006_p023,93,0.00000000,51,-0.31574908
q003,doc003_p022,57,1.15676800,52,-0.32424623
q003,doc003_p009,48,1.82722800,53,-0.32780209
q003,doc006_p006,18,5.37004500,54,-0.32959658
q003,doc005_p004,10,7.19721400,55,-0.33205265
q003,doc006_p004,41,3.03617000,56,-0.34080893
q003,doc003_p007,60,0.00000000,57,-0.34130594
q003,doc006_p015,44,2.59939900,58,-0.34320602
q003,doc005_p005,33,3.93072700,59,-0.34727836
q003,doc007_p002,3,9.36951200,60,-0.35004523
q003,doc004_p020,58,1.01918200,61,-0.35049400
q003,doc005_p007,40,3.10574000,62,-0.35295177
q003,doc006_p007,36,3.64966500,63,-0.35420084
q003,doc004_p004,80,0.00000000,64,-0.35589972
q003,doc004_p008,83,0.00000000,65,-0.36070481
q003,doc006_p025,95,0.00000000,66,-0.36110228
q003,doc003_p005,55,1.43940900,67,-0.36250263
q003,doc005_p001,6,8.49916200,68,-0.36825460
q003,doc006_p005,16,5.41287100,69,-0.37495473
q003,doc003_p008,61,0.00000000,70,-0.37529179
q003,doc003_p019,71,0.00000000,71,-0.37591416
q003,doc008_p001,97,0.00000000,72,-0.37740627
q003,doc008_p003,99,0.00000000,73,-0.38491562
q003,doc006_p026,38,3.16058400,74,-0.38594759
q003,doc006_p022,92,0.00000000,75,-0.38611531
q003,doc006_p018,90,0.00000000,76,-0.38766798
q003,doc003_p018,70,0.00000000,77,-0.39150909
q003,doc007_p001,29,4.11427200,78,-0.39851183
q003,doc008_p002,98,0.00000000,79,-0.40469140
q003,doc003_p017,69,0.00000000,80,-0.40729210
q003,doc006_p011,4,8.79135200,81,-0.41315076
q003,doc005_p002,12,6.18009500,82,-0.41343707
q003,doc006_p010,32,3.99528800,83,-0.42247728
q003,doc006_p003,25,4.50469000,84,-0.43263137
q003,doc006_p014,47,1.84812700,85,-0.44371420
q003,doc005_p008,87,0.00000000,86,-0.45419824
q003,doc003_p016,68,0.00000000,87,-0.47096196
q003,doc001_p005,52,1.64159400,88,-0.47426665
q003,doc006_p012,50,1.70225700,89,-0.47501716
q003,doc003_p029,51,1.64990900,90,-0.47947884
q003,doc003_p010,62,0.00000000,91,-0.48076007
q003,doc001_p004,15,5.44353600,92,-0.49017495
q003,doc010_p001,23,4.64255500,93,-0.54427505
q003,doc003_p015,67,0.00000000,94,-0.54676205
q003,doc003_p014,66,0.00000000,95,-0.55988687
q003,doc006_p020,91,0.00000000,96,-0.58902580
q003,doc009_p001,100,0.00000000,97,-0.67718500
q003,doc002_p001,1,12.80303800,98,-0.77251554
q003,doc001_p001,45,2.56357700,99,-0.81434387
q003,doc001_p003,22,4.82961400,100,-0.96032774
q004,doc003_p012,76,0.00000000,1,1.43546891
q004,doc003_p013,77,0.00000000,2,0.95188010
q004,doc001_p002,30,7.70755900,3,0.84752858
q004,doc004_p016,45,5.99749200,4,0.71901578
q004,doc004_p018,40,6.79242900,5,0.68829203
q004,doc004_p005,43,6.41394400,6,0.68208230
q004,doc005_p006,9,9.37516900,7,0.68070972
q004,doc004_p009,39,7.10169400,8,0.67884147
q004,doc003_p020,83,0.00000000,9,0.67610097
q004,doc004_p003,19,8.51551100,10,0.65677822
q004,doc004_p010,5,9.55820400,11,0.65170664
q004,doc006_p013,7,9.39821500,12,0.64423549
q004,doc003_p002,65,1.77019100,13,0.62917197
q004,doc003_p006,54,4.28303200,14,0.62235779
q004,doc003_p021,32,7.58490500,15,0.62027800
q004,doc006_p008,20,8.45214500,16,0.61011249
q004,doc004_p002,55,3.04643600,17,0.60618752
q004,doc003_p027,88,0.00000000,18,0.60451126
q004,doc003_p026,87,0.00000000,19,0.60344267
q004,doc003_p024,85,0.00000000,20,0.59876359
q004,doc005_p004,4,9.72703000,21,0.59865052
q004,doc003_p023,84,0.00000000,22,0.59282017
q004,doc004_p019,13,9.16508000,23,0.59176099
q004,doc006_p017,67,1.57139100,24,0.59121895
q004,doc003_p005,57,2.87881800,25,0.58455527
q004,doc003_p025,86,0.00000000,26,0.58106148
q004,doc004_p014,17,8.77428200,27,0.57786024
q004,doc004_p013,42,6.53894600,28,0.57714719
q004,doc003_p004,11,9.24970700,29,0.57671452
q004,doc004_p007,56,3.03785600,30,0.56642640
q004,doc004_p015,25,8.05183400,31,0.56569022
q004,doc004_p006,58,2.72288800,32,0.56248444
q004,doc004_p012,69,1.43393500,33,0.56168783
q004,doc004_p001,64,1.83927500,34,0.56074393
q004,doc003_p022,51,5.03158100,35,0.55542397
q004,doc006_p001,93,0.00000000,36,0.55308169
q004,doc009_p003,23,8.10832200,37,0.54521561
q004,doc006_p016,18,8.65834300,38,0.54423702
q004,doc003_p003,28,7.93064800,39,0.54210079
q004,doc006_p021,95,0.00000000,40,0.53868449
q004,doc006_p024,98,0.00000000,41,0.53810191
q004,doc003_p028,16,8.81521000,42,0.53747708
q004,doc004_p011,68,1.43940900,43,0.52709949
q004,doc006_p011,47,5.63002400,44,0.52359217
q004,doc004_p017,72,1.01098400,45,0.51938647
q004,doc005_p005,90,0.00000000,46,0.51701677
q004,doc006_p019,2,14.14775100,47,0.51159340
q004,doc003_p011,75,0.00000000,48,0.50698441
q004,doc004_p004,62,2.23800600,49,0.50645632
q004,doc005_p001,36,7.25586200,50,0.50426286
q004,doc010_p002,21,8.35433400,51,0.50350082
q004,doc005_p009,14,9.10872000,52,0.50054997
q004,doc006_p009,31,7.60517000,53,0.50028604
q004,doc005_p002,53,4.54373600,54,0.49753878
q004,doc003_p007,60,2.39662700,55,0.49569583
q004,doc006_p004,46,5.95767300,56,0.49471301
q004,doc004_p008,89,0.00000000,57,0.49459124
q004,doc003_p009,48,5.48168500,58,0.48842958
q004,doc004_p020,50,5.12287500,59,0.48808962
q004,doc005_p003,38,7.10299500,60,0.48458174
q004,doc005_p008,92,0.00000000,61,0.47652990
q004,doc006_p012,37,7.16905900,62,0.47603637
q004,doc006_p006,24,8.06528800,63,0.47203490
q004,doc006_p027,59,2.40390800,64,0.46867421
q004,doc006_p005,15,8.90949000,65,0.46169600
q004,doc006_p010,34,7.40988500,66,0.46059984
q004,doc003_p008,61,2.32077500,67,0.45447853
q004,doc006_p002,22,8.35243500,68,0.44450206
q004,doc006_p022,96,0.00000000,69,0.44414222
q004,doc006_p025,99,0.00000000,70,0.42545539
q004,doc003_p001,52,4.82367400,71,0.42423198
q004,doc006_p026,10,9.30672600,72,0.42130256
q004,doc007_p002,41,6.68315200,73,0.41088077
q004,doc007_p001,12,9.24594900,74,0.40646103
q004,doc006_p023,97,0.00000000,75,0.40297437
q004,doc001_p005,27,7.97326000,76,0.39623725
q004,doc006_p014,6,9.48878600,77,0.39467403
q004,doc003_p029,44,6.10679000,78,0.39059874
q004,doc005_p007,91,0.00000000,79,0.38442126
q004,doc003_p010,74,0.00000000,80,0.38412169
q004,doc003_p017,81,0.00000000,81,0.38167024
q004,doc003_p019,82,0.00000000,82,0.38057524
q004,doc003_p018,70,1.35141900,83,0.37226504
q004,doc006_p015,26,8.02412800,84,0.36750510
q004,doc006_p018,66,1.69883900,85,0.36548832
q004,doc010_p001,8,9.37579000,86,0.35864002
q004,doc006_p003,3,11.00130000,87,0.34738654
q004,doc003_p016,80,0.00000000,88,0.33825201
q004,doc001_p004,1,22.94494800,89,0.33336881
q004,doc008_p003,100,0.00000000,90,0.33279043
q004,doc003_p014,78,0.00000000,91,0.30958441
q004,doc006_p020,94,0.00000000,92,0.30881232
q004,doc006_p007,49,5.25439000,93,0.30795249
q004,doc008_p001,63,2.22714600,94,0.28073463
q004,doc003_p015,79,0.00000000,95,0.27504325
q004,doc008_p002,73,0.65464100,96,0.25670546
q004,doc002_p001,29,7.85832500,97,0.17880508
q004,doc009_p001,71,1.13244700,98,0.08153269
q004,doc001_p003,35,7.40980100,99,-0.06251512
q004,doc001_p001,33,7.51335500,100,-0.10353690
q005,doc003_p012,79,0.00000000,1,0.51211506
q005,doc001_p002,9,6.86349700,2,0.39230785
q005,doc004_p016,11,6.48717500,3,0.20727813
q005,doc005_p006,12,6.35498400,4,0.19935773
q005,doc003_p002,76,0.00000000,5,0.19277875
q005,doc004_p010,7,7.37560800,6,0.19155732
q005,doc006_p024,43,3.67578200,7,0.19096626
q005,doc003_p020,87,0.00000000,8,0.18885966
q005,doc003_p021,56,2.34228200,9,0.18135360
q005,doc004_p002,70,1.33257300,10,0.17283429
q005,doc004_p012,66,1.43393500,11,0.16846004
q005,doc004_p005,50,3.10327600,12,0.16749920
q005,doc003_p013,80,0.00000000,13,0.16740496
q005,doc006_p013,3,8.82913600,14,0.16113034
q005,doc006_p017,62,1.57139100,15,0.15933511
q005,doc004_p003,30,5.03900900,16,0.15750161
q005,doc004_p006,69,1.36144400,17,0.15322593
q005,doc003_p006,72,1.18587600,18,0.15317847
q005,doc004_p015,20,5.36289200,19,0.15255906
q005,doc003_p025,90,0.00000000,20,0.13956739
q005,doc004_p019,25,5.15334900,21,0.13444942
q005,doc004_p018,34,4.86874600,22,0.13317068
q005,doc003_p024,89,0.00000000,23,0.12903932
q005,doc003_p023,88,0.00000000,24,0.12892863
q005,doc009_p003,37,4.52580900,25,0.12390660
q005,doc006_p001,95,0.00000000,26,0.12127394
q005,doc004_p014,24,5.15958300,27,0.11951665
q005,doc006_p008,23,5.26215100,28,0.11722055
q005,doc005_p004,18,5.42532900,29,0.11323569
q005,doc003_p003,45,3.57220000,30,0.11275423
q005,doc005_p005,59,1.96536400,31,0.11221790
q005,doc006_p021,58,2.06789000,32,0.11148053
q005,doc003_p027,92,0.00000000,33,0.11033598
q005,doc004_p011,65,1.43940900,34,0.10603268
q005,doc003_p004,49,3.14450800,35,0.10374123
q005,doc006_p016,26,5.14913100,36,0.10364305
q005,doc004_p009,29,5.06527100,37,0.10235021
q005,doc004_p001,60,1.83927500,38,0.10138958
q005,doc003_p026,91,0.00000000,39,0.09876322
q005,doc004_p013,44,3.59106800,40,0.09673635
q005,doc004_p007,71,1.32788000,41,0.09047537
q005,doc004_p004,73,1.11900300,42,0.08528672
q005,doc004_p017,74,1.01098400,43,0.08510167
q005,doc004_p008,93,0.00000000,44,0.08241048
q005,doc006_p009,14,6.14343900,45,0.08092097
q005,doc005_p002,21,5.36191600,46,0.07852700
q005,doc006_p019,2,10.53370100,47,0.07474013
q005,doc005_p009,10,6.54416000,48,0.07431050
q005,doc006_p005,17,5.53840300,49,0.07389483
q005,doc003_p007,67,1.40427000,50,0.06759658
q005,doc003_p028,31,5.02680900,51,0.06567201
q005,doc006_p002,33,4.93458400,52,0.06138241
q005,doc010_p002,8,7.00748000,53,0.06093359
q005,doc005_p008,94,0.00000000,54,0.05638878
q005,doc003_p005,64,1.43940900,55,0.05607259
q005,doc003_p022,57,2.31353700,56,0.05551203
q005,doc005_p001,13,6.20318800,57,0.04819421
q005,doc003_p011,78,0.00000000,58,0.04765199
q005,doc005_p003,38,4.35904900,59,0.04685426
q005,doc006_p004,42,3.80288900,60,0.04337322
q005,doc006_p027,97,0.00000000,61,0.04011475
q005,doc006_p010,41,3.99528800,62,0.03772758
q005,doc006_p025,51,3.09610500,63,0.03636762
q005,doc007_p002,5,8.02633200,64,0.03333372
q005,doc003_p008,68,1.36610800,65,0.02869660
q005,doc003_p009,39,4.14152500,66,0.02496886
q005,doc006_p011,4,8.73971900,67,0.01734470
q005,doc006_p012,47,3.40451300,68,0.01218575
q005,doc006_p006,22,5.31814000,69,0.01176124
q005,doc006_p014,46,3.50548700,70,0.00926503
q005,doc003_p019,86,0.00000000,71,0.00457428
q005,doc005_p007,63,1.55287000,72,0.00289389
q005,doc006_p015,55,2.55880000,73,0.00134999
q005,doc006_p022,48,3.19420100,74,-0.00327253
q005,doc006_p023,53,3.04270900,75,-0.00725068
q005,doc006_p003,28,5.11396700,76,-0.00733993
q005,doc003_p018,85,0.00000000,77,-0.01010259
q005,doc003_p001,52,3.09011000,78,-0.01599073
q005,doc003_p017,84,0.00000000,79,-0.02532483
q005,doc001_p005,16,5.71221300,80,-0.02611357
q005,doc006_p026,1,12.23456400,81,-0.02889634
q005,doc006_p018,61,1.69883900,82,-0.02995044
q005,doc008_p003,99,0.00000000,83,-0.04004773
q005,doc003_p016,83,0.00000000,84,-0.04263820
q005,doc008_p002,98,0.00000000,85,-0.05111630
q005,doc006_p007,15,5.99741800,86,-0.05665664
q005,doc007_p001,36,4.62785100,87,-0.06059834
q005,doc004_p020,54,2.67277500,88,-0.06417578
q005,doc006_p020,96,0.00000000,89,-0.07642017
q005,doc010_p001,32,4.94606000,90,-0.08121372
q005,doc003_p010,77,0.00000000,91,-0.09125095
q005,doc001_p004,27,5.14807500,92,-0.09158920
q005,doc003_p029,40,4.09437700,93,-0.09351255
q005,doc003_p014,81,0.00000000,94,-0.09778128
q005,doc008_p001,75,0.68434700,95,-0.10010011
q005,doc003_p015,82,0.00000000,96,-0.14712930
q005,doc002_p001,19,5.38728100,97,-0.24680969
q005,doc009_p001,100,0.00000000,98,-0.25399190
q005,doc001_p003,35,4.64583900,99,-0.35984811
q005,doc001_p001,6,7.82208200,100,-0.36839405
q006,doc003_p012,49,4.21154500,1,1.54314971
q006,doc003_p013,44,4.74703100,2,0.95596087
q006,doc004_p016,28,5.63046900,3,0.51156986
q006,doc006_p017,79,1.57139100,4,0.46657696
q006,doc001_p002,48,4.40668800,5,0.44738582
q006,doc004_p005,27,5.75607400,6,0.43181437
q006,doc005_p004,35,5.12549800,7,0.43076843
q006,doc004_p010,9,7.53333700,8,0.42580336
q006,doc006_p013,6,7.74352900,9,0.41562644
q006,doc004_p003,5,8.15344600,10,0.40281132
q006,doc003_p006,74,2.37175100,11,0.40203026
q006,doc004_p014,8,7.61101100,12,0.40200669
q006,doc003_p021,58,3.91659700,13,0.38882118
q006,doc004_p012,40,4.75262100,14,0.37747836
q006,doc004_p009,19,6.76421200,15,0.37618437
q006,doc004_p015,31,5.40500900,16,0.37030563
q006,doc004_p011,2,9.77296300,17,0.36536902
q006,doc004_p019,11,7.46032800,18,0.35570893
q006,doc004_p013,23,6.30793400,19,0.35512787
q006,doc006_p019,4,8.26248200,20,0.34780726
q006,doc003_p002,90,0.00000000,21,0.34414142
q006,doc003_p028,15,6.99705800,22,0.34081760
q006,doc004_p006,83,1.36144400,23,0.33695522
q006,doc006_p008,80,1.50851900,24,0.33613986
q006,doc004_p001,56,4.07317600,25,0.33060259
q006,doc004_p007,30,5.45683700,26,0.32858461
q006,doc005_p006,24,6.23766100,27,0.31363973
