query_id,page_id,coarse_rank,fine_rank,bm25_score_raw,mv_score_raw,bm25_score_norm,mv_score_norm,alpha,hybrid_score,hybrid_rank
q002,doc006_p012,42,44,3.40451300,-0.54899204,0.08932363,0.26754883,0.5,0.17843623,47
q002,doc001_p003,29,46,4.64583900,-0.66571820,0.20115394,0.12660949,0.5,0.16388171,48
q002,doc003_p029,49,45,2.50112000,-0.59201229,0.00793751,0.21560464,0.5,0.11177107,49
q002,doc006_p015,37,50,3.67376100,-0.77057636,0.11358002,0.00000000,0.5,0.05679001,50
q003,doc006_p013,5,4,8.60126400,-0.25322789,0.62148843,0.87546330,0.5,0.74847587,1
q003,doc005_p006,11,1,7.09094600,-0.12977338,0.48543332,0.99999999,0.5,0.74271665,2
q003,doc007_p002,3,25,9.36951200,-0.38669142,0.69069510,0.74082986,0.5,0.71576248,3
q003,doc004_p010,9,2,7.24552500,-0.22715707,0.49935838,0.90176265,0.5,0.70056052,4
q003,doc005_p001,6,24,8.49916200,-0.38652718,0.61229070,0.74099554,0.5,0.67664312,5
q003,doc006_p019,2,44,10.99652200,-0.66083300,0.83726226,0.46428521,0.5,0.65077374,6
q003,doc006_p011,4,38,8.79135200,-0.48325884,0.63861227,0.64341595,0.5,0.64101411,7
q003,doc006_p009,7,27,7.66040700,-0.38827181,0.53673251,0.73923561,0.5,0.63798406,8
q003,doc002_p001,1,48,12.80303800,-0.85845017,1.00000000,0.26493576,0.5,0.63246788,9
q003,doc005_p004,10,30,7.19721400,-0.41020969,0.49500634,0.71710543,0.5,0.60605588,10
q003,doc003_p004,13,10,5.91425700,-0.30469221,0.37943276,0.82354786,0.5,0.60149031,11
q003,doc006_p016,19,3,5.29084000,-0.25201651,0.32327302,0.87668530,0.5,0.59997916,12
q003,doc010_p002,14,13,5.66062600,-0.32880670,0.35658473,0.79922198,0.5,0.57790336,13
q003,doc004_p009,21,9,5.24677700,-0.30256292,0.31930366,0.82569581,0.5,0.57249974,14
q003,doc004_p015,20,14,5.26706400,-0.32888335,0.32113119,0.79914466,0.5,0.56013793,15
q003,doc005_p002,12,32,6.18009500,-0.41559738,0.40338045,0.71167051,0.5,0.55752548,16
q003,doc005_p009,8,40,7.30062400,-0.53176171,0.50432190,0.59448791,0.5,0.54940491,17
q003,doc005_p003,17,22,5.37165000,-0.38183615,0.33055269,0.74572769,0.5,0.53814019,18
q003,doc004_p003,27,6,4.21953800,-0.28577176,0.22676612,0.84263416,0.5,0.53470014,19
q003,doc004_p014,24,15,4.56220100,-0.33116364,0.25763449,0.79684438,0.5,0.52723944,20
q003,doc006_p002,26,12,4.26653400,-0.31217968,0.23099969,0.81599475,0.5,0.52349722,21
q003,doc006_p006,18,33,5.37004500,-0.41660225,0.33040810,0.71065683,0.5,0.52053247,22
q003,doc006_p021,28,11,4.13578000,-0.31141949,0.21922088,0.81676161,0.5,0.51799125,23
q003,doc009_p003,34,7,3.92354800,-0.29334009,0.20010223,0.83499949,0.5,0.51755086,24
q003,doc006_p005,16,35,5.41287100,-0.43823624,0.33426603,0.68883321,0.5,0.51154962,25
q003,doc005_p005,33,18,3.93072700,-0.35080069,0.20074894,0.77703520,0.5,0.48889207,26
q003,doc004_p019,30,19,4.09648400,-0.36917400,0.21568095,0.75850083,0.5,0.48709089,27
q003,doc004_p018,31,20,4.06237100,-0.37085316,0.21260792,0.75680695,0.5,0.48470744,28
q003,doc003_p003,37,17,3.63380600,-0.34683779,0.17400118,0.78103284,0.5,0.47751701,29
q003,doc001_p004,15,39,5.44353600,-0.52134645,0.33702845,0.60499447,0.5,0.47101146,30
q003,doc004_p016,43,8,2.79092200,-0.29584673,0.09807103,0.83247087,0.5,0.46527095,31
q003,doc003_p021,46,5,2.38653800,-0.26871264,0.06164260,0.85984282,0.5,0.46074271,32
q003,doc001_p002,35,29,3.88813100,-0.40887287,0.19691173,0.71845397,0.5,0.45768285,33
q003,doc006_p003,25,36,4.50469000,-0.46684095,0.25245368,0.65997775,0.5,0.45621572,34
q003,doc006_p010,32,34,3.99528800,-0.42792040,0.20656484,0.69923947,0.5,0.45290215,35
q003,doc004_p013,42,16,2.98164500,-0.34148604,0.11525207,0.78643150,0.5,0.45084178,36
q003,doc006_p007,36,28,3.64966500,-0.40274996,0.17542982,0.72463055,0.5,0.45003018,37
q003,doc006_p004,41,23,3.03617000,-0.38224977,0.12016389,0.74531044,0.5,0.43273717,38
q003,doc006_p026,38,31,3.16058400,-0.41258541,0.13137157,0.71470889,0.5,0.42304023,39
q003,doc010_p001,23,43,4.64255500,-0.56137353,0.26487307,0.56461652,0.5,0.41474479,40
q003,doc003_p028,39,37,3.14572100,-0.46705988,0.13003265,0.65975690,0.5,0.39489477,41
q003,doc007_p001,29,42,4.11427200,-0.55989534,0.21728336,0.56610767,0.5,0.39169551,42
q003,doc003_p009,48,21,1.82722800,-0.37555686,0.01125786,0.75206202,0.5,0.38165994,43
q003,doc003_p001,49,26,1.73356400,-0.38738930,0.00282025,0.74012586,0.5,0.37147305,44
q003,doc006_p014,47,41,1.84812700,-0.54865831,0.01314052,0.57744320,0.5,0.29529186,45
q003,doc005_p007,40,45,3.10574000,-0.68566740,0.12643101,0.43923311,0.5,0.28283206,46
q003,doc006_p012,50,46,1.70225700,-0.70515412,0.00000000,0.41957558,0.5,0.20978779,47
q003,doc006_p015,44,47,2.59939900,-0.82901812,0.08081792,0.29462581,0.5,0.18772186,48
q003,doc001_p001,45,49,2.56357700,-0.88833058,0.07759094,0.23479343,0.5,0.15619218,49
q003,doc001_p003,22,50,4.82961400,-1.12108374,0.28172405,0.00000000,0.5,0.14086203,50
q004,doc001_p004,1,34,22.94494800,0.33336881,1.00000000,0.62699801,0.5,0.81349900,1
q004,doc005_p006,9,1,9.37516900,0.68070978,0.23859705,0.99999999,0.5,0.61929852,2
q004,doc004_p010,5,5,9.55820400,0.61772662,0.24886718,0.93236373,0.5,0.59061546,3
q004,doc005_p004,4,7,9.72703000,0.54478991,0.25834004,0.85403857,0.5,0.55618930,4
q004,doc006_p008,20,6,8.45214500,0.60667092,0.18680599,0.92049125,0.5,0.55364862,5
q004,doc006_p013,7,8,9.39821500,0.53394157,0.23989016,0.84238877,0.5,0.54113946,6
q004,doc004_p009,39,3,7.10169400,0.64221656,0.11103192,0.95866295,0.5,0.53484743,7
q004,doc004_p005,43,2,6.41394400,0.67559886,0.07244213,0.99451148,0.5,0.53347681,8
q004,doc003_p004,11,11,9.24970700,0.52270323,0.23155735,0.83032016,0.5,0.53093875,9
q004,doc006_p019,2,42,14.14775100,0.25807500,0.50638756,0.54614161,0.5,0.52626459,10
q004,doc004_p018,40,4,6.79242900,0.63228476,0.09367900,0.94799740,0.5,0.52083820,11
q004,doc004_p003,19,12,8.51551100,0.50935704,0.19036147,0.81598798,0.5,0.50317472,12
q004,doc009_p003,23,10,8.10832200,0.52555269,0.16751401,0.83338013,0.5,0.50044707,13
q004,doc004_p019,13,18,9.16508000,0.46919087,0.22680891,0.77285439,0.5,0.49983165,14
q004,doc006_p016,18,14,8.65834300,0.48597881,0.19837580,0.79088260,0.5,0.49462920,15
q004,doc006_p003,3,33,11.00130000,0.34128124,0.32983958,0.63549500,0.5,0.48266729,16
q004,doc010_p002,21,16,8.35433400,0.47803205,0.18131780,0.78234874,0.5,0.48183327,17
q004,doc006_p005,15,24,8.90949000,0.43134269,0.21246771,0.73221005,0.5,0.47233888,18
q004,doc003_p021,32,13,7.58490500,0.49334922,0.13814498,0.79879752,0.5,0.46847125,19
q004,doc006_p026,10,28,9.30672600,0.39574197,0.23475670,0.69397920,0.5,0.46436795,20
q004,doc003_p028,16,26,8.81521000,0.41841882,0.20717764,0.71833138,0.5,0.46275451,21
q004,doc006_p002,22,22,8.35243500,0.43984437,0.18121124,0.74133982,0.5,0.46127553,22
q004,doc003_p003,28,23,7.93064800,0.43376201,0.15754469,0.73480810,0.5,0.44617639,23
q004,doc005_p001,36,19,7.25586200,0.46832481,0.11968232,0.77192435,0.5,0.44580334,24
q004,doc004_p016,45,9,5.99749200,0.53195709,0.04907493,0.84025768,0.5,0.44466630,25
q004,doc006_p010,34,21,7.40988500,0.45545954,0.12832458,0.75810861,0.5,0.44321659,26
q004,doc004_p014,17,30,8.77428200,0.37476155,0.20488116,0.67144878,0.5,0.43816497,27
q004,doc007_p001,12,32,9.24594900,0.34220371,0.23134649,0.63648562,0.5,0.43391605,28
q004,doc006_p006,24,27,8.06528800,0.40358162,0.16509937,0.70239803,0.5,0.43374870,29
q004,doc006_p014,6,35,9.48878600,0.32004824,0.24497212,0.61269334,0.5,0.42883273,30
q004,doc010_p001,8,37,9.37579000,0.31376237,0.23863189,0.60594308,0.5,0.42228749,31
q004,doc005_p009,14,41,9.10872000,0.30187285,0.22364654,0.59317518,0.5,0.40841086,32
q004,doc003_p009,48,15,5.48168500,0.48557624,0.02013290,0.79045029,0.5,0.40529160,33
q004,doc006_p011,47,20,5.63002400,0.46233845,0.02845623,0.76549573,0.5,0.39697598,34
q004,doc005_p003,38,29,7.10299500,0.38470578,0.11110492,0.68212767,0.5,0.39661629,35
q004,doc004_p020,50,17,5.12287500,0.47610244,0.00000000,0.78027658,0.5,0.39013829,36
q004,doc006_p004,46,25,5.95767300,0.42736101,0.04684068,0.72793421,0.5,0.38738744,37
q004,doc006_p009,31,36,7.60517000,0.31886470,0.13928206,0.61142236,0.5,0.37535221,38
q004,doc007_p002,41,31,6.68315200,0.36698005,0.08754745,0.66309239,0.5,0.37531992,39
q004,doc001_p002,30,40,7.70755900,0.30267876,0.14502712,0.59404063,0.5,0.36953388,40
q004,doc004_p015,25,44,8.05183400,0.23526284,0.16434446,0.52164412,0.5,0.34299429,41
q004,doc004_p013,42,38,6.53894600,0.31092435,0.07945602,0.60289539,0.5,0.34117570,42
q004,doc006_p012,37,43,7.16905900,0.23886354,0.11481178,0.52551084,0.5,0.32016131,43
q004,doc006_p007,49,39,5.25439000,0.30288276,0.00737933,0.59425970,0.5,0.30081951,44
q004,doc003_p029,44,45,6.10679000,0.21539401,0.05520766,0.50030741,0.5,0.27775753,45
q004,doc006_p015,26,46,8.02412800,0.05243676,0.16278987,0.32531114,0.5,0.24405051,46
q004,doc001_p005,27,47,7.97326000,-0.09749964,0.15993566,0.16429767,0.5,0.16211666,47
q004,doc002_p001,29,49,7.85832500,-0.21664536,0.15348663,0.03634965,0.5,0.09491814,48
q004,doc001_p001,33,48,7.51335500,-0.20685507,0.13413030,0.04686323,0.5,0.09049677,49
q004,doc001_p003,35,50,7.40980100,-0.25049430,0.12831986,0.00000000,0.5,0.06415993,50
q005,doc006_p026,1,32,12.23456400,-0.05375057,1.00000000,0.69101201,0.5,0.84550601,1
q005,doc006_p013,3,6,8.82913600,0.09750396,0.62705940,0.88835873,0.5,0.75770907,2
q005,doc004_p010,7,3,7.37560800,0.14032722,0.46787835,0.94423163,0.5,0.70605499,3
q005,doc005_p006,12,1,6.35498400,0.18307035,0.35610617,0.99999999,0.5,0.67805308,4
q005,doc007_p002,5,25,8.02633200,-0.00032228,0.53914147,0.76072164,0.5,0.64993155,5
q005,doc006_p011,4,35,8.73971900,-0.06213721,0.61726703,0.68006969,0.5,0.64866836,6
q005,doc006_p019,2,45,10.53370100,-0.21483563,0.81373241,0.48083908,0.5,0.64728575,7
q005,doc010_p002,8,14,7.00748000,0.04678662,0.42756334,0.82218616,0.5,0.62487475,8
q005,doc006_p008,23,5,5.26215100,0.11642015,0.23642612,0.91303930,0.5,0.57473271,9
q005,doc004_p016,11,24,6.48717500,0.00709423,0.37058288,0.77039821,0.5,0.57049054,10
q005,doc005_p004,18,7,5.42532900,0.09252832,0.25429633,0.88186685,0.5,0.56808159,11
q005,doc005_p001,13,23,6.20318800,0.00770969,0.33948245,0.77120122,0.5,0.55534184,12
q005,doc006_p016,26,9,5.14913100,0.08077250,0.22404890,0.86652865,0.5,0.54528877,13
q005,doc004_p003,30,8,5.03900900,0.08598021,0.21198904,0.87332332,0.5,0.54265618,14
q005,doc005_p002,21,13,5.36191600,0.05853346,0.24735174,0.83751265,0.5,0.54243219,15
q005,doc009_p003,37,4,4.52580900,0.12175375,0.15578668,0.91999822,0.5,0.53789245,16
q005,doc006_p005,17,18,5.53840300,0.02739374,0.26667946,0.79688364,0.5,0.53178155,17
q005,doc004_p009,29,10,5.06527100,0.06539229,0.21486509,0.84646159,0.5,0.53066334,18
q005,doc004_p015,20,17,5.36289200,0.02974052,0.24745863,0.79994556,0.5,0.52370209,19
q005,doc006_p009,14,31,6.14343900,-0.04032350,0.33293912,0.70853075,0.5,0.52073494,20
q005,doc001_p002,9,41,6.86349700,-0.11983783,0.41179525,0.60478581,0.5,0.50829053,21
q005,doc006_p007,15,34,5.99741800,-0.06047871,0.31694784,0.68223359,0.5,0.49959071,22
q005,doc004_p019,25,22,5.15334900,0.00842904,0.22451082,0.77213978,0.5,0.49832530,23
q005,doc006_p002,33,20,4.93458400,0.02236799,0.20055309,0.79032638,0.5,0.49543973,24
q005,doc004_p018,34,19,4.86874600,0.02525235,0.19334293,0.79408970,0.5,0.49371632,25
q005,doc004_p005,50,2,3.10327600,0.16686083,0.00000000,0.97885090,0.5,0.48942545,26
q005,doc006_p003,28,29,5.11396700,-0.01744155,0.22019796,0.73838557,0.5,0.47929177,27
q005,doc005_p009,10,43,6.54416000,-0.14261542,0.37682351,0.57506714,0.5,0.47594532,28
q005,doc003_p028,31,30,5.02680900,-0.02969192,0.21065298,0.72240212,0.5,0.46652755,29
q005,doc006_p006,22,33,5.31814000,-0.05985079,0.24255768,0.68305286,0.5,0.46280527,30
q005,doc004_p014,24,36,5.15958300,-0.06258745,0.22519353,0.67948225,0.5,0.45233789,31
q005,doc006_p010,41,16,3.99528800,0.03382424,0.09768742,0.80527372,0.5,0.45148057,32
q005,doc003_p003,45,11,3.57220000,0.06447579,0.05135354,0.84526580,0.5,0.44830967,33
q005,doc005_p003,38,27,4.35904900,-0.00670554,0.13752419,0.75239320,0.5,0.44495869,34
q005,doc003_p009,39,21,4.14152500,0.00951512,0.11370236,0.77355682,0.5,0.44362959,35
q005,doc006_p024,43,15,3.67578200,0.04203574,0.06269718,0.81598753,0.5,0.43934236,36
q005,doc003_p004,49,12,3.14450800,0.06022035,0.00451546,0.83971359,0.5,0.42211453,37
q005,doc006_p004,42,26,3.80288900,-0.00090525,0.07661712,0.75996102,0.5,0.41828907,38
q005,doc010_p001,32,38,4.94606000,-0.09832846,0.20180986,0.63284979,0.5,0.41732982,39
q005,doc001_p004,27,40,5.14807500,-0.11957318,0.22393325,0.60513111,0.5,0.41453218,40
q005,doc007_p001,36,42,4.62785100,-0.12202013,0.16696166,0.60193849,0.5,0.38445008,41
q005,doc006_p022,48,28,3.19420100,-0.00774681,0.00995752,0.75103462,0.5,0.38049607,42
q005,doc004_p013,44,37,3.59106800,-0.06479807,0.05341985,0.67659798,0.5,0.36500892,43
q005,doc001_p001,6,49,7.82208200,-0.45493072,0.51677332,0.16757919,0.5,0.34217625,44
q005,doc001_p005,16,46,5.71221300,-0.29716188,0.28571402,0.37342534,0.5,0.32956968,45
q005,doc006_p014,46,39,3.50548700,-0.11424555,0.04404756,0.61208224,0.5,0.32806490,46
q005,doc006_p012,47,44,3.40451300,-0.19068922,0.03298954,0.51234369,0.5,0.27266662,47
q005,doc002_p001,19,48,5.38728100,-0.37886375,0.25012955,0.26682625,0.5,0.25847790,48
q005,doc003_p029,40,47,4.09437700,-0.30983406,0.10853901,0.35689153,0.5,0.23271527,49
q005,doc001_p003,35,50,4.64583900,-0.58337021,0.16893159,0.00000000,0.5,0.08446579,50
q006,doc004_p011,2,7,9.77296300,0.29829159,0.72333647,0.87234907,0.5,0.79784277,1
q006,doc004_p003,5,4,8.15344600,0.35158885,0.51269672,0.92354730,0.5,0.71812201,2
q006,doc006_p013,6,3,7.74352900,0.36079800,0.45938155,0.93239376,0.5,0.69588765,3
q006,doc004_p019,11,11,7.46032800,0.27715823,0.42254749,0.85204801,0.5,0.63729775,4
q006,doc004_p014,8,14,7.61101100,0.22176969,0.44214582,0.79884086,0.5,0.62049334,5
q006,doc004_p009,19,5,6.76421200,0.32776120,0.33200833,0.90065807,0.5,0.61633320,6
q006,doc006_p016,16,9,6.92899800,0.29008278,0.35344095,0.86446355,0.5,0.60895225,7
q006,doc004_p010,9,18,7.53333700,0.20317520,0.43204328,0.78097869,0.5,0.60651099,8
q006,doc004_p005,27,1,5.75607400,0.43117595,0.20088656,0.99999999,0.5,0.60044327,9
q006,doc009_p003,7,22,7.66481400,0.14987972,0.44914362,0.72978216,0.5,0.58946289,10
q006,doc010_p002,14,13,7.00748000,0.22495703,0.36364858,0.80190267,0.5,0.58277563,11
q006,doc005_p006,24,6,6.23766100,0.31363967,0.26352337,0.88709269,0.5,0.57530803,12
q006,doc008_p003,3,40,9.19338600,-0.10090470,0.64795476,0.48887449,0.5,0.56841462,13
q006,doc003_p028,15,19,6.99705800,0.19501957,0.36229306,0.77314425,0.5,0.56771865,14
q006,doc006_p002,22,12,6.33396200,0.26876807,0.27604859,0.84398829,0.5,0.56001844,15
q006,doc002_p001,1,49,11.90010800,-0.53678429,1.00000000,0.07016132,0.5,0.53508066,16
q006,doc005_p004,35,2,5.12549800,0.37595236,0.11887176,0.94695129,0.5,0.53291153,17
q006,doc003_p001,18,24,6.77058900,0.14357468,0.33283775,0.72372544,0.5,0.52828160,18
q006,doc006_p006,12,31,7.21537200,0.06486426,0.39068770,0.64811490,0.5,0.51940130,19
q006,doc004_p018,21,21,6.34288400,0.16819653,0.27720902,0.74737760,0.5,0.51229331,20
q006,doc004_p007,30,10,5.45683700,0.28758588,0.16196681,0.86206499,0.5,0.51201590,21
q006,doc006_p010,25,15,5.91557400,0.22064240,0.22163166,0.79775797,0.5,0.50969482,22
q006,doc006_p009,20,25,6.50774900,0.13934448,0.29865191,0.71966184,0.5,0.50915687,23
q006,doc006_p003,17,30,6.90773100,0.07483348,0.35067489,0.65769150,0.5,0.50418319,24
