query_id,page_id,coarse_rank,fine_rank,bm25_score_raw,mv_score_raw,bm25_score_norm,mv_score_norm,alpha,hybrid_score,hybrid_rank
q003,doc006_p005,16,37,5.41287100,-0.37495473,0.33426603,0.49164714,0.7,0.38148036,22
q003,doc004_p003,27,7,4.21953800,-0.15410747,0.22676612,0.67713387,0.7,0.36187645,23
q003,doc001_p004,15,46,5.44353600,-0.49017495,0.33702845,0.39487518,0.7,0.35438247,24
q003,doc006_p002,26,16,4.26653400,-0.27475712,0.23099969,0.57580180,0.7,0.33444032,25
q003,doc004_p018,31,17,4.06237100,-0.27683491,0.21260792,0.57405669,0.7,0.32104255,26
q003,doc004_p019,30,19,4.09648400,-0.28688538,0.21568095,0.56561544,0.7,0.32066130,27
q003,doc006_p021,28,23,4.13578000,-0.31141961,0.21922088,0.54500946,0.7,0.31695745,28
q003,doc004_p016,43,2,2.79092200,0.01320997,0.09807103,0.81766160,0.7,0.31394820,29
q003,doc006_p003,25,43,4.50469000,-0.43263137,0.25245368,0.44320528,0.7,0.30967916,30
q003,doc009_p003,34,21,3.92354800,-0.29118729,0.20010223,0.56200232,0.7,0.30867226,31
q003,doc003_p003,37,13,3.63380600,-0.24563001,0.17400118,0.60026528,0.7,0.30188041,32
q003,doc005_p005,33,32,3.93072700,-0.34727836,0.20074894,0.51489216,0.7,0.29499191,33
q003,doc007_p001,29,39,4.11427200,-0.39851183,0.21728336,0.47186184,0.7,0.29365690,34
q003,doc010_p001,23,47,4.64255500,-0.54427505,0.26487307,0.34943722,0.7,0.29024231,35
q003,doc006_p010,32,42,3.99528800,-0.42247728,0.20656484,0.45173357,0.7,0.28011546,36
q003,doc004_p013,42,9,2.98164500,-0.18159573,0.11525207,0.65404684,0.7,0.27689050,37
q003,doc006_p007,36,35,3.64966500,-0.35420084,0.17542982,0.50907806,0.7,0.27552429,38
q003,doc003_p028,39,25,3.14572100,-0.31314081,0.13003265,0.54356384,0.7,0.25409201,39
q003,doc003_p021,46,6,2.38653800,-0.14923236,0.06164260,0.68122841,0.7,0.24751834,40
q003,doc005_p007,40,34,3.10574000,-0.35295177,0.12643101,0.51012714,0.7,0.24153985,41
q003,doc006_p004,41,30,3.03617000,-0.34080893,0.12016389,0.52032575,0.7,0.24021245,42
q003,doc006_p026,38,38,3.16058400,-0.38594759,0.13137157,0.48241438,0.7,0.23668441,43
q003,doc006_p015,44,31,2.59939900,-0.34320602,0.08081792,0.51831247,0.7,0.21206629,44
q003,doc001_p003,22,50,4.82961400,-0.96032774,0.28172405,0.00000000,0.7,0.19720683,45
q003,doc003_p009,48,27,1.82722800,-0.32780209,0.01125786,0.53125003,0.7,0.16725551,46
q003,doc003_p001,49,26,1.73356400,-0.31539106,0.00282025,0.54167389,0.7,0.16447634,47
q003,doc006_p014,47,44,1.84812700,-0.44371420,0.01314052,0.43389696,0.7,0.13936745,48
q003,doc006_p012,50,45,1.70225700,-0.47501716,0.00000000,0.40760601,0.7,0.12228180,49
q003,doc001_p001,45,49,2.56357700,-0.81434387,0.07759094,0.12260994,0.7,0.09109664,50
q004,doc001_p004,1,46,22.94494800,0.33336881,1.00000000,0.45938552,0.7,0.83781566,1
q004,doc006_p019,2,23,14.14775100,0.51159340,0.50638756,0.64678017,0.7,0.54850534,2
q004,doc005_p006,9,5,9.37516900,0.68070972,0.23859705,0.82459791,0.7,0.41439731,3
q004,doc004_p010,5,8,9.55820400,0.65170664,0.24886718,0.79410256,0.7,0.41243779,4
q004,doc006_p013,7,9,9.39821500,0.64423549,0.23989016,0.78624700,0.7,0.40379721,5
q004,doc005_p004,4,12,9.72703000,0.59865052,0.25834004,0.73831658,0.7,0.40233300,6
q004,doc001_p002,30,1,7.70755900,0.84752858,0.14502712,0.99999999,0.7,0.40151898,7
q004,doc004_p019,13,13,9.16508000,0.59176099,0.22680891,0.73107257,0.7,0.37808801,8
q004,doc003_p004,11,16,9.24970700,0.57671452,0.23155735,0.71525192,0.7,0.37666572,9
q004,doc006_p003,3,45,11.00130000,0.34738654,0.32983958,0.47412449,0.7,0.37312505,10
q004,doc004_p003,19,7,8.51551100,0.65677822,0.19036147,0.79943508,0.7,0.37308355,11
q004,doc004_p014,17,14,8.77428200,0.57786024,0.20488116,0.71645659,0.7,0.35835379,12
q004,doc006_p008,20,11,8.45214500,0.61011249,0.18680599,0.75036829,0.7,0.35587468,13
q004,doc003_p028,16,21,8.81521000,0.53747708,0.20717764,0.67399563,0.7,0.34722304,14
q004,doc005_p009,14,26,9.10872000,0.50054997,0.22364654,0.63516853,0.7,0.34710314,15
q004,doc006_p016,18,19,8.65834300,0.54423702,0.19837580,0.68110338,0.7,0.34319407,16
q004,doc006_p026,10,37,9.30672600,0.42130256,0.23475670,0.55184366,0.7,0.32988279,17
q004,doc006_p014,6,41,9.48878600,0.39467403,0.24497212,0.52384503,0.7,0.32863399,18
q004,doc006_p005,15,34,8.90949000,0.46169600,0.21246771,0.59431543,0.7,0.32702203,19
q004,doc004_p015,25,17,8.05183400,0.56569022,0.16434446,0.70366040,0.7,0.32613924,20
q004,doc003_p021,32,10,7.58490500,0.62027800,0.13814498,0.76105684,0.7,0.32501854,21
q004,doc004_p009,39,6,7.10169400,0.67884147,0.11103192,0.82263354,0.7,0.32451241,22
q004,doc007_p001,12,39,9.24594900,0.40646103,0.23134649,0.53623850,0.7,0.32281409,23
q004,doc009_p003,23,18,8.10832200,0.54521561,0.16751401,0.68213232,0.7,0.32189950,24
q004,doc010_p002,21,25,8.35433400,0.50350082,0.18131780,0.63827121,0.7,0.31840382,25
q004,doc004_p018,40,3,6.79242900,0.68829203,0.09367900,0.83257035,0.7,0.31534641,26
q004,doc003_p003,28,20,7.93064800,0.54210079,0.15754469,0.67885724,0.7,0.31393846,27
q004,doc010_p001,8,44,9.37579000,0.35864002,0.23863189,0.48595699,0.7,0.31282942,28
q004,doc006_p002,22,36,8.35243500,0.44450206,0.18121124,0.57623683,0.7,0.29971892,29
q004,doc004_p005,43,4,6.41394400,0.68208230,0.07244213,0.82604112,0.7,0.29852183,30
q004,doc006_p006,24,33,8.06528800,0.47203490,0.16509937,0.60518629,0.7,0.29712545,31
q004,doc004_p016,45,2,5.99749200,0.71901578,0.04907493,0.86487491,0.7,0.29381492,32
q004,doc006_p009,31,27,7.60517000,0.50028604,0.13928206,0.63489102,0.7,0.28796475,33
q004,doc005_p001,36,24,7.25586200,0.50426286,0.11968232,0.63907246,0.7,0.27549936,34
q004,doc004_p013,42,15,6.53894600,0.57714719,0.07945602,0.71570685,0.7,0.27033127,35
q004,doc001_p005,27,40,7.97326000,0.39623725,0.15993566,0.52548868,0.7,0.26960157,36
q004,doc006_p010,34,35,7.40988500,0.46059984,0.12832458,0.59316287,0.7,0.26777607,37
q004,doc005_p003,38,31,7.10299500,0.48458174,0.11110492,0.61837870,0.7,0.26328705,38
q004,doc006_p012,37,32,7.16905900,0.47603637,0.11481178,0.60939365,0.7,0.26318634,39
q004,doc006_p015,26,43,8.02412800,0.36750510,0.16278987,0.49527820,0.7,0.26253637,40
q004,doc007_p002,41,38,6.68315200,0.41088077,0.08754745,0.54088564,0.7,0.22354891,41
q004,doc006_p004,46,28,5.95767300,0.49471301,0.04684068,0.62903125,0.7,0.22149785,42
q004,doc006_p011,47,22,5.63002400,0.52359217,0.02845623,0.65939631,0.7,0.21773825,43
q004,doc003_p009,48,29,5.48168500,0.48842958,0.02013290,0.62242452,0.7,0.20082039,44
q004,doc002_p001,29,48,7.85832500,0.17880508,0.15348663,0.29686913,0.7,0.19650138,45
q004,doc003_p029,44,42,6.10679000,0.39059874,0.05520766,0.51956006,0.7,0.19451338,46
q004,doc004_p020,50,30,5.12287500,0.48808962,0.00000000,0.62206707,0.7,0.18662012,47
q004,doc006_p007,49,47,5.25439000,0.30795249,0.00737933,0.43266147,0.7,0.13496397,48
q004,doc001_p003,35,49,7.40980100,-0.06251512,0.12831986,0.04313245,0.7,0.10276364,49
q004,doc001_p001,33,50,7.51335500,-0.10353690,0.13413030,0.00000000,0.7,0.09389121,50
q005,doc006_p026,1,42,12.23456400,-0.02889634,1.00000000,0.44629533,0.7,0.83388860,1
q005,doc006_p019,2,23,10.53370100,0.07474013,0.81373241,0.58253328,0.7,0.74437267,2
q005,doc006_p013,3,7,8.82913600,0.16113034,0.62705940,0.69609972,0.7,0.64777150,3
q005,doc001_p002,9,1,6.86349700,0.39230785,0.41179525,0.99999999,0.7,0.58825667,4
q005,doc006_p011,4,35,8.73971900,0.01734470,0.61726703,0.50708266,0.7,0.58421172,5
q005,doc004_p010,7,4,7.37560800,0.19155732,0.46787835,0.73609828,0.7,0.54834433,6
q005,doc007_p002,5,33,8.02633200,0.03333372,0.53914147,0.52810143,0.7,0.53582946,7
q005,doc004_p016,11,2,6.48717500,0.20727813,0.37058288,0.75676447,0.7,0.48643736,8
q005,doc005_p006,12,3,6.35498400,0.19935773,0.35610617,0.74635251,0.7,0.47318007,9
q005,doc010_p002,8,28,7.00748000,0.06093359,0.42756334,0.56438354,0.7,0.46860940,10
q005,doc005_p009,10,24,6.54416000,0.07431050,0.37682351,0.58196850,0.7,0.43836701,11
q005,doc006_p009,14,21,6.14343900,0.08092097,0.33293912,0.59065846,0.7,0.41025492,12
q005,doc005_p001,13,29,6.20318800,0.04819421,0.33948245,0.54763667,0.7,0.40192872,13
q005,doc004_p015,20,9,5.36289200,0.15255906,0.24745863,0.68483213,0.7,0.37867068,14
q005,doc005_p004,18,15,5.42532900,0.11323569,0.25429633,0.63313860,0.7,0.36794901,15
q005,doc001_p001,6,50,7.82208200,-0.36839405,0.51677332,0.00000000,0.7,0.36174132,16
q005,doc006_p005,17,25,5.53840300,0.07389483,0.26667946,0.58142207,0.7,0.36110224,17
q005,doc006_p008,23,14,5.26215100,0.11722055,0.23642612,0.63837700,0.7,0.35701138,18
q005,doc004_p003,30,8,5.03900900,0.15750161,0.21198904,0.69132949,0.7,0.35579118,19
q005,doc004_p019,25,10,5.15334900,0.13444942,0.22451082,0.66102564,0.7,0.35546527,20
q005,doc004_p014,24,13,5.15958300,0.11951665,0.22519353,0.64139539,0.7,0.35005409,21
q005,doc005_p002,21,22,5.36191600,0.07852700,0.24735174,0.58751141,0.7,0.34939964,22
q005,doc006_p007,15,43,5.99741800,-0.05665664,0.31694784,0.40980232,0.7,0.34480418,23
q005,doc006_p016,26,18,5.14913100,0.10364305,0.22404890,0.62052835,0.7,0.34299273,24
q005,doc004_p009,29,19,5.06527100,0.10235021,0.21486509,0.61882881,0.7,0.33605421,25
q005,doc001_p005,16,41,5.71221300,-0.02611357,0.28571402,0.44995349,0.7,0.33498586,26
q005,doc004_p018,34,11,4.86874600,0.13317068,0.19334293,0.65934464,0.7,0.33314344,27
q005,doc006_p006,22,37,5.31814000,0.01176124,0.24255768,0.49974278,0.7,0.31971321,28
q005,doc003_p028,31,26,5.02680900,0.06567201,0.21065298,0.57061255,0.7,0.31864085,29
q005,doc006_p002,33,27,4.93458400,0.06138241,0.20055309,0.56497355,0.7,0.30987923,30
q005,doc009_p003,37,12,4.52580900,0.12390660,0.15578668,0.64716631,0.7,0.30320057,31
q005,doc006_p003,28,40,5.11396700,-0.00733993,0.22019796,0.47463286,0.7,0.29652843,32
q005,doc001_p004,27,46,5.14807500,-0.09158920,0.22393325,0.36388084,0.7,0.26591753,33
q005,doc006_p024,43,5,3.67578200,0.19096626,0.06269718,0.73532129,0.7,0.26448441,34
q005,doc005_p003,38,30,4.35904900,0.04685426,0.13752419,0.54587520,0.7,0.26002949,35
q005,doc010_p001,32,45,4.94606000,-0.08121372,0.20180986,0.37752019,0.7,0.25452296,36
q005,doc007_p001,36,44,4.62785100,-0.06059834,0.16696166,0.40462066,0.7,0.23825936,37
q005,doc003_p009,39,34,4.14152500,0.02496886,0.11370236,0.51710520,0.7,0.23472321,38
q005,doc006_p010,41,32,3.99528800,0.03772758,0.09768742,0.53387749,0.7,0.22854444,39
q005,doc003_p003,45,16,3.57220000,0.11275423,0.05135354,0.63250568,0.7,0.22569918,40
q005,doc002_p001,19,48,5.38728100,-0.24680969,0.25012955,0.15983181,0.7,0.22304023,41
q005,doc004_p013,44,20,3.59106800,0.09673635,0.05341985,0.61144897,0.7,0.22082859,42
q005,doc006_p004,42,31,3.80288900,0.04337322,0.07661712,0.54129911,0.7,0.21602172,43
q005,doc004_p005,50,6,3.10327600,0.16749920,0.00000000,0.70447207,0.7,0.21134162,44
q005,doc003_p004,49,17,3.14450800,0.10374123,0.00451546,0.62065741,0.7,0.18935805,45
q005,doc003_p029,40,47,4.09437700,-0.09351255,0.10853901,0.36135245,0.7,0.18438304,46
q005,doc006_p014,46,38,3.50548700,0.00926503,0.04404756,0.49646133,0.7,0.17977169,47
q005,doc006_p012,47,36,3.40451300,0.01218575,0.03298954,0.50030083,0.7,0.17318293,48
q005,doc006_p022,48,39,3.19420100,-0.00327253,0.00995752,0.47997976,0.7,0.15096419,49
q005,doc001_p003,35,49,4.64583900,-0.35984811,0.16893159,0.01123428,0.7,0.12162240,50
q006,doc002_p001,1,47,11.90010800,-0.04027573,1.00000000,0.20374438,0.7,0.76112331,1
q006,doc004_p011,2,14,9.77296300,0.36536902,0.72333647,0.40773056,0.7,0.62865470,2
q006,doc008_p003,3,37,9.19338600,0.14389294,0.64795476,0.29635710,0.7,0.54247546,3
q006,doc006_p019,4,17,8.26248200,0.34780726,0.52687830,0.39889930,0.7,0.48848460,4
q006,doc004_p003,5,9,8.15344600,0.40281132,0.51269672,0.42655914,0.7,0.48685545,5
q006,doc006_p013,6,8,7.74352900,0.41562644,0.45938155,0.43300346,0.7,0.45146812,6
q006,doc004_p014,8,10,7.61101100,0.40200669,0.44214582,0.42615451,0.7,0.43734843,7
q006,doc004_p010,9,7,7.53333700,0.42580336,0.43204328,0.43812112,0.7,0.43386663,8
q006,doc004_p019,11,15,7.46032800,0.35570893,0.42254749,0.40287280,0.7,0.41664508,9
q006,doc009_p003,7,35,7.66481400,0.20975165,0.44914362,0.32947541,0.7,0.41324316,10
q006,doc006_p006,12,30,7.21537200,0.23390865,0.39068770,0.34162321,0.7,0.37596835,11
q006,doc003_p028,15,18,6.99705800,0.34081760,0.36229306,0.39538441,0.7,0.37222047,12
q006,doc005_p009,13,28,7.12011600,0.24991603,0.37829839,0.34967283,0.7,0.36971072,13
q006,doc008_p001,10,44,7.50461300,0.01751122,0.42830734,0.23280365,0.7,0.36965623,14
q006,doc010_p002,14,26,7.00748000,0.26907825,0.36364858,0.35930892,0.7,0.36234668,15
q006,doc006_p016,16,21,6.92899800,0.30922604,0.35344095,0.37949800,0.7,0.36125807,16
q006,doc004_p009,19,12,6.76421200,0.37618437,0.33200833,0.41316927,0.7,0.35635661,17
q006,doc006_p003,17,38,6.90773100,0.10736419,0.35067489,0.27798793,0.7,0.32886880,18
q006,doc003_p001,18,36,6.77058900,0.16220649,0.33283775,0.30556642,0.7,0.32465635,19
q006,doc006_p009,20,23,6.50774900,0.28430247,0.29865191,0.36696471,0.7,0.31914575,20
q006,doc004_p013,23,16,6.30793400,0.35512787,0.27266330,0.40258061,0.7,0.31163849,21
q006,doc006_p002,22,24,6.33396200,0.27961937,0.27604859,0.36460972,0.7,0.30261693,22
q006,doc003_p012,49,1,4.21154500,1.54314971,0.00000000,0.99999999,0.7,0.30000000,23
q006,doc005_p006,24,20,6.23766100,0.31363973,0.26352337,0.38171751,0.7,0.29898161,24
q006,doc004_p018,21,29,6.34288400,0.24627727,0.27720902,0.34784301,0.7,0.29839922,25
