query_id,page_id,score,run_name,bits,query_file,page_file
q002,doc006_p021,-0.7619650959968567,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p021.npy
q002,doc003_p022,-0.7636650204658508,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p022.npy
q002,doc001_p002,-0.7560571432113647,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc001_p002.npy
q003,doc006_p010,-0.8593204021453857,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p010.npy
q003,doc007_p001,-1.1424453258514404,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc007_p001.npy
q003,doc006_p009,-0.8333152532577515,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p009.npy
q003,doc006_p007,-0.891822874546051,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p007.npy
q003,doc001_p004,-0.878423273563385,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc001_p004.npy
q003,doc003_p013,-0.8703736066818237,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p013.npy
q003,doc004_p007,-0.8521655201911926,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc004_p007.npy
q003,doc006_p024,-0.8799222111701965,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p024.npy
q003,doc006_p008,-0.8532070517539978,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p008.npy
q003,doc001_p003,-1.2429648637771606,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc001_p003.npy
q004,doc006_p013,0.05601179972290993,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q004.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p013.npy
q004,doc010_p001,-0.4755746126174927,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q004.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc010_p001.npy
q004,doc007_p001,-0.44031351804733276,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q004.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc007_p001.npy
q004,doc003_p009,0.010603519156575203,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q004.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p009.npy
q004,doc006_p021,0.010603556409478188,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q004.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p021.npy
q004,doc001_p004,0.010603509843349457,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q004.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc001_p004.npy
q004,doc001_p002,0.010603509843349457,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q004.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc001_p002.npy
q004,doc001_p003,-0.425703763961792,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q004.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc001_p003.npy
q004,doc007_p002,0.044319674372673035,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q004.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc007_p002.npy
q004,doc006_p020,0.013807835057377815,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q004.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p020.npy
q005,doc004_p012,-0.3938893973827362,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q005.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc004_p012.npy
q005,doc006_p012,-0.38024359941482544,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q005.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p012.npy
q005,doc006_p010,-0.3691338300704956,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q005.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p010.npy
q005,doc005_p002,-0.3938894271850586,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q005.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc005_p002.npy
q005,doc005_p008,-0.6782575249671936,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q005.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc005_p008.npy
q005,doc004_p006,-0.36430272459983826,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q005.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc004_p006.npy
q005,doc003_p024,-0.3743487596511841,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q005.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p024.npy
q005,doc006_p021,-0.3938893973827362,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q005.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p021.npy
q005,doc004_p011,-0.3938894271850586,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q005.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc004_p011.npy
q005,doc003_p009,-0.39388948678970337,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q005.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p009.npy
q006,doc006_p010,-0.47378161549568176,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q006.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p010.npy
q006,doc001_p004,-0.4925055205821991,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q006.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc001_p004.npy
q006,doc007_p001,-0.9730870723724365,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q006.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc007_p001.npy
q006,doc005_p002,-0.4925055205821991,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q006.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc005_p002.npy
q006,doc006_p019,-0.45979830622673035,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q006.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p019.npy
q006,doc001_p003,-1.0119470357894897,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q006.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc001_p003.npy
q006,doc006_p013,-0.43746864795684814,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q006.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p013.npy
q006,doc004_p011,-0.4925055205821991,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q006.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc004_p011.npy
q006,doc006_p024,-0.4925054907798767,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q006.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p024.npy
q006,doc004_p012,-0.4925054907798767,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q006.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc004_p012.npy
q007,doc003_p004,-0.27163752913475037,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q007.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p004.npy
q007,doc006_p019,-0.26221463084220886,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q007.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p019.npy
q007,doc003_p029,-0.6027649641036987,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q007.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p029.npy
q007,doc003_p021,-0.2548863887786865,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q007.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p021.npy
q007,doc001_p004,-0.31615206599235535,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q007.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc001_p004.npy
q007,doc007_p001,-0.6798397302627563,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q007.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc007_p001.npy
q007,doc006_p009,-0.25194284319877625,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q007.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p009.npy
q007,doc008_p002,-0.7424086332321167,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q007.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc008_p002.npy
q007,doc006_p010,-0.27099061012268066,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q007.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p010.npy
q007,doc006_p008,-0.27163755893707275,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q007.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p008.npy
q008,doc006_p012,-0.15658964216709137,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q008.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p012.npy
q008,doc003_p022,-0.23788709938526154,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q008.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p022.npy
q008,doc003_p024,-0.14595572650432587,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q008.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p024.npy
q008,doc003_p027,-0.16725343465805054,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q008.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p027.npy
q008,doc004_p013,-0.17881526052951813,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q008.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc004_p013.npy
q008,doc003_p025,-0.14919723570346832,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q008.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p025.npy
q008,doc003_p023,-0.1652688980102539,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q008.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p023.npy
q008,doc006_p010,-0.13389872014522552,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q008.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p010.npy
q008,doc006_p021,-0.17881523072719574,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q008.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p021.npy
q008,doc004_p006,-0.13808290660381317,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q008.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc004_p006.npy
q009,doc006_p012,-0.1406918615102768,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q009.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p012.npy
q009,doc003_p022,-0.22099357843399048,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q009.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p022.npy
q009,doc003_p027,-0.1353163868188858,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q009.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p027.npy
q009,doc004_p013,-0.1563270092010498,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q009.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc004_p013.npy
q009,doc003_p024,-0.12440495938062668,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q009.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p024.npy
q009,doc004_p006,-0.12111417949199677,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q009.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc004_p006.npy
q009,doc003_p025,-0.13578522205352783,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q009.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p025.npy
q009,doc006_p010,-0.1080663651227951,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q009.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p010.npy
q009,doc003_p023,-0.14445066452026367,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q009.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p023.npy
q009,doc005_p008,-0.8003730177879333,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q009.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc005_p008.npy
q010,doc005_p008,-0.7335324287414551,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q010.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc005_p008.npy
q010,doc003_p010,-0.159701868891716,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q010.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p010.npy
q010,doc004_p012,-0.16847795248031616,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q010.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc004_p012.npy
q010,doc006_p020,-0.16109265387058258,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q010.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p020.npy
q010,doc006_p021,-0.16847795248031616,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q010.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p021.npy
q010,doc004_p018,-0.6290261149406433,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q010.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc004_p018.npy
q010,doc003_p011,-0.1405641734600067,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q010.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p011.npy
q010,doc006_p024,-0.16847795248031616,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q010.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p024.npy
q010,doc003_p013,-0.16402371227741241,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q010.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc003_p013.npy
q010,doc005_p002,-0.16847801208496094,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q010.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc005_p002.npy
q011,doc006_p025,-0.23911678791046143,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q011.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p025.npy
q011,doc006_p021,-0.2534430921077728,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q011.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p021.npy
q011,doc005_p004,-0.25507327914237976,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q011.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc005_p004.npy
q011,doc005_p005,-0.2550733685493469,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q011.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc005_p005.npy
q011,doc006_p022,-0.22379781305789948,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q011.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p022.npy
q011,doc006_p020,-0.24643169343471527,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q011.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p020.npy
q011,doc006_p010,-0.2237977683544159,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q011.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p010.npy
q011,doc005_p008,-0.948881208896637,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q011.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc005_p008.npy
q011,doc001_p003,-0.862650454044342,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q011.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc001_p003.npy
q011,doc006_p012,-0.23467575013637543,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q011.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p012.npy
q012,doc006_p025,-0.3331311345100403,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q012.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p025.npy
q012,doc006_p021,-0.35301512479782104,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q012.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p021.npy
q012,doc005_p004,-0.35464534163475037,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q012.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc005_p004.npy
q012,doc006_p010,-0.317039430141449,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q012.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p010.npy
q012,doc005_p005,-0.35464537143707275,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q012.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc005_p005.npy
q012,doc004_p018,-0.9437869191169739,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q012.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc004_p018.npy
q012,doc005_p008,-1.034777283668518,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q012.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc005_p008.npy
q012,doc006_p020,-0.3435709476470947,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q012.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p020.npy
q012,doc006_p022,-0.31703945994377136,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q012.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p022.npy
q012,doc006_p012,-0.3286549746990204,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q012.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p012.npy
q013,doc006_p021,-0.27847301959991455,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q013.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p021.npy
q013,doc006_p020,-0.27927538752555847,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q013.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p020.npy
q013,doc005_p004,-0.2847493886947632,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q013.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc005_p004.npy
q013,doc006_p022,-0.2680816352367401,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q013.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p022.npy
q013,doc006_p025,-0.2653542160987854,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q013.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p025.npy
q013,doc007_p001,-0.672972559928894,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q013.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc007_p001.npy
q013,doc006_p012,-0.24916799366474152,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q013.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p012.npy
q013,doc010_p002,-0.255520224571228,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q013.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc010_p002.npy
q013,doc006_p024,-0.2847493886947632,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q013.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p024.npy
q013,doc007_p002,-0.255520224571228,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q013.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc007_p002.npy
q014,doc006_p020,-0.5031461119651794,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q014.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p020.npy
q014,doc006_p010,-0.49040335416793823,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q014.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p010.npy
q014,doc006_p012,-0.47206050157546997,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q014.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p012.npy
q014,doc006_p021,-0.504207968711853,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q014.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p021.npy
q014,doc007_p001,-0.9273523092269897,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q014.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc007_p001.npy
q014,doc001_p003,-0.9756131172180176,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q014.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc001_p003.npy
q014,doc002_p001,-1.0752265453338623,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q014.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc002_p001.npy
q014,doc006_p023,-0.5104843378067017,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q014.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc006_p023.npy
q014,doc010_p002,-0.4780116081237793,w6_N10_M24_pq_b2,2,artifacts\embeddings\full_multivector\queries\q014.npy,artifacts\embeddings\joint_compression\pages_M24_pq_b2\doc010_p002.npy
