query_id,page_id,coarse_rank,coarse_score,fine_rank,fine_score,bm25_score_raw,mv_score_raw,bm25_score_norm,mv_score_norm,query_bm25_min,query_bm25_max,query_mv_min,query_mv_max
q001,doc006_p012,47,3.40451300,22,0.91472721,3.40451300,0.91472721,0.03121418,0.67166007,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc003_p003,6,9.23528300,23,0.91428292,9.23528300,0.91428292,0.51609569,0.67120147,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc006_p009,7,7.66040700,24,0.90707636,7.66040700,0.90707636,0.38513044,0.66376281,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc006_p010,45,3.99528800,25,0.87383735,3.99528800,0.87383735,0.08034249,0.62945328,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc006_p004,41,4.68427600,26,0.86228174,4.68427600,0.86228174,0.13763810,0.61752550,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc010_p002,18,7.00748000,27,0.86175323,7.00748000,0.86175323,0.33083363,0.61697997,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc005_p004,13,7.16875400,28,0.85756505,7.16875400,0.85756505,0.34424502,0.61265690,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc004_p014,25,6.51815400,29,0.85676211,6.51815400,0.85676211,0.29014172,0.61182810,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc007_p002,34,5.60572000,30,0.84466016,5.60572000,0.84466016,0.21426454,0.59933639,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc005_p002,50,3.02915800,31,0.84274089,3.02915800,0.84274089,0.00000000,0.59735530,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc006_p026,23,6.63891800,32,0.83700591,6.63891800,0.83700591,0.30018435,0.59143562,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc006_p006,22,6.74361900,33,0.83383554,6.74361900,0.83383554,0.30889119,0.58816314,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc004_p013,43,4.51841100,34,0.83027571,4.51841100,0.83027571,0.12384492,0.58448866,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc007_p001,12,7.18752500,35,0.82978302,7.18752500,0.82978302,0.34580600,0.58398010,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc005_p001,35,5.44825800,36,0.82559609,5.44825800,0.82559609,0.20117015,0.57965833,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc006_p005,30,5.97722600,37,0.82266188,5.97722600,0.82266188,0.24515864,0.57662961,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc006_p003,5,9.28121700,38,0.81212556,9.28121700,0.81212556,0.51991552,0.56575395,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc003_p001,49,3.09011000,39,0.77535468,3.09011000,0.77535468,0.00506871,0.52779880,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc006_p011,39,4.91621300,40,0.77195990,4.91621300,0.77195990,0.15692577,0.52429469,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc001_p004,4,9.66284400,41,0.77127963,9.66284400,0.77127963,0.55165127,0.52359251,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc006_p007,32,5.75124000,42,0.76305568,5.75124000,0.76305568,0.22636585,0.51510369,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc001_p005,11,7.20829400,43,0.74928939,7.20829400,0.74928939,0.34753314,0.50089403,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc006_p015,24,6.58028900,44,0.74079651,6.58028900,0.74079651,0.29530881,0.49212762,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc006_p027,44,4.01557900,45,0.71347523,4.01557900,0.71347523,0.08202987,0.46392641,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc010_p001,14,7.13687100,46,0.68781722,7.13687100,0.68781722,0.34159366,0.43744204,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc006_p014,29,5.98329900,47,0.66976666,5.98329900,0.66976666,0.24566367,0.41881013,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc002_p001,10,7.24297300,48,0.57416475,7.24297300,0.57416475,0.35041701,0.32012919,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc001_p001,2,13.69148500,49,0.33672112,13.69148500,0.33672112,0.88666938,0.07503826,3.02915800,15.05430200,0.26402420,1.23282230
q001,doc001_p003,21,6.87130300,50,0.26402420,6.87130300,0.26402420,0.31950927,0.00000000,3.02915800,15.05430200,0.26402420,1.23282230
q002,doc001_p002,2,11.74635400,1,0.50915086,11.74635400,0.50915086,0.84083502,0.99999999,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc006_p013,4,8.99068500,2,0.20099561,8.99068500,0.20099561,0.59257847,0.71758904,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc006_p019,3,10.97743200,3,0.15394033,10.97743200,0.15394033,0.77156330,0.67446491,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc004_p016,31,4.56373600,4,0.14923041,4.56373600,0.14923041,0.19375733,0.67014847,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc004_p014,14,6.51815400,5,0.13866320,6.51815400,0.13866320,0.36982966,0.66046408,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc005_p006,21,5.52410400,6,0.05762499,5.52410400,0.05762499,0.28027630,0.58619607,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc004_p013,32,4.51841100,7,0.04324809,4.51841100,0.04324809,0.18967403,0.57302026,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc005_p004,33,4.23015200,8,0.03784160,4.23015200,0.03784160,0.16370495,0.56806545,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc004_p005,44,3.10327600,9,0.02252713,3.10327600,0.02252713,0.06218537,0.55403040,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc004_p019,18,6.10186400,10,0.02226370,6.10186400,0.02226370,0.33232634,0.55378898,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc004_p010,19,5.60657400,11,0.01818884,5.60657400,0.01818884,0.28770597,0.55005454,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc004_p003,16,6.21405800,12,0.01752375,6.21405800,0.01752375,0.34243383,0.54944502,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc003_p021,40,3.55767900,13,-0.03319685,3.55767900,-0.03319685,0.10312226,0.50296178,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc004_p009,27,4.88125000,14,-0.05655209,4.88125000,-0.05655209,0.22236197,0.48155772,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc006_p002,15,6.29075800,15,-0.06311381,6.29075800,-0.06311381,0.34934369,0.47554418,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc005_p001,22,5.44825800,16,-0.09407608,5.44825800,-0.09407608,0.27344338,0.44716860,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc004_p018,35,3.89828100,17,-0.09472998,3.89828100,-0.09472998,0.13380689,0.44656933,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc004_p015,23,5.10432800,18,-0.10149018,5.10432800,-0.10149018,0.24245893,0.44037390,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc006_p016,11,6.96758700,19,-0.10299900,6.96758700,-0.10299900,0.41031880,0.43899113,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc005_p002,46,3.02915800,20,-0.10504795,3.02915800,-0.10504795,0.05550813,0.43711336,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc009_p003,9,7.03525500,21,-0.10809001,7.03525500,-0.10809001,0.41641497,0.43432544,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc003_p003,12,6.81874500,22,-0.11045206,6.81874500,-0.11045206,0.39690972,0.43216072,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc006_p009,6,7.66040700,23,-0.11119193,7.66040700,-0.11119193,0.47273454,0.43148267,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc003_p028,24,5.02680900,24,-0.11906508,5.02680900,-0.11906508,0.23547529,0.42426726,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc003_p004,50,2.41301300,25,-0.12922360,2.41301300,-0.12922360,0.00000000,0.41495742,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc006_p003,8,7.42036200,26,-0.13996091,7.42036200,-0.13996091,0.45110903,0.40511714,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc005_p003,48,2.53551500,27,-0.15362804,2.53551500,-0.15362804,0.01103613,0.39259181,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc005_p009,7,7.45509900,28,-0.16305214,7.45509900,-0.16305214,0.45423846,0.38395503,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc006_p010,34,3.99528800,29,-0.17426977,3.99528800,-0.17426977,0.14254619,0.37367455,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc006_p004,28,4.68427600,30,-0.17657304,4.68427600,-0.17657304,0.20461670,0.37156371,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc006_p015,37,3.67376100,31,-0.19422059,3.67376100,-0.19422059,0.11358002,0.35539049,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc010_p002,10,7.00748000,32,-0.21370851,7.00748000,-0.21370851,0.41391274,0.33753066,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc007_p001,39,3.57438000,33,-0.21634421,3.57438000,-0.21634421,0.10462685,0.33511515,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc006_p014,41,3.50548700,34,-0.21637705,3.50548700,-0.21637705,0.09842032,0.33508505,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc003_p001,45,3.09011000,35,-0.22814913,3.09011000,-0.22814913,0.06099926,0.32429645,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc006_p011,25,4.91621300,36,-0.23124057,4.91621300,-0.23124057,0.22551177,0.32146328,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc006_p012,42,3.40451300,37,-0.23550883,3.40451300,-0.23550883,0.08932363,0.31755161,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc006_p005,36,3.81955400,38,-0.23617859,3.81955400,-0.23617859,0.12671442,0.31693780,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc004_p020,47,2.67277500,39,-0.24380569,2.67277500,-0.24380569,0.02340180,0.30994789,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc006_p006,13,6.74361900,40,-0.24669106,6.74361900,-0.24669106,0.39014166,0.30730358,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc006_p026,30,4.61000500,41,-0.25311804,4.61000500,-0.25311804,0.19792567,0.30141353,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc006_p007,43,3.40279900,42,-0.26192775,3.40279900,-0.26192775,0.08916922,0.29333981,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc001_p004,26,4.89258100,43,-0.26350585,4.89258100,-0.26350585,0.22338277,0.29189355,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc007_p002,20,5.60572000,44,-0.27982736,5.60572000,-0.27982736,0.28762903,0.27693559,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc001_p005,5,8.43588400,45,-0.30079967,8.43588400,-0.30079967,0.54259679,0.25771538,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc010_p001,38,3.63680400,46,-0.32664922,3.63680400,-0.32664922,0.11025059,0.23402538,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc003_p029,49,2.50112000,47,-0.33343807,2.50112000,-0.33343807,0.00793751,0.22780370,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc002_p001,17,6.19127200,48,-0.34836042,6.19127200,-0.34836042,0.34038106,0.21412801,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc001_p003,29,4.64583900,49,-0.54993731,4.64583900,-0.54993731,0.20115394,0.02939151,2.41301300,13.51309900,-0.58200812,0.50915086
q002,doc001_p001,1,13.51309900,50,-0.58200812,13.51309900,-0.58200812,1.00000000,0.00000000,2.41301300,13.51309900,-0.58200812,0.50915086
q003,doc001_p002,35,3.88813100,1,0.23030871,3.88813100,0.23030871,0.19691173,0.99999999,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc004_p016,43,2.79092200,2,0.01320997,2.79092200,0.01320997,0.09807103,0.81766160,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc005_p006,11,7.09094600,3,-0.12977339,7.09094600,-0.12977339,0.48543332,0.69757174,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc004_p010,9,7.24552500,4,-0.13141218,7.24552500,-0.13141218,0.49935838,0.69619534,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc004_p014,24,4.56220100,5,-0.14806405,4.56220100,-0.14806405,0.25763449,0.68220966,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc003_p021,46,2.38653800,6,-0.14923236,2.38653800,-0.14923236,0.06164260,0.68122841,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc004_p003,27,4.21953800,7,-0.15410747,4.21953800,-0.15410747,0.22676612,0.67713387,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc006_p013,5,8.60126400,8,-0.17107475,8.60126400,-0.17107475,0.62148843,0.66288327,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc004_p013,42,2.98164500,9,-0.18159573,2.98164500,-0.18159573,0.11525207,0.65404684,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc004_p015,20,5.26706400,10,-0.21938136,5.26706400,-0.21938136,0.32113119,0.62231118,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc006_p009,7,7.66040700,11,-0.22645813,7.66040700,-0.22645813,0.53673251,0.61636749,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc006_p016,19,5.29084000,12,-0.23922959,5.29084000,-0.23922959,0.32327302,0.60564091,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc003_p003,37,3.63380600,13,-0.24563001,3.63380600,-0.24563001,0.17400118,0.60026528,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc003_p004,13,5.91425700,14,-0.26708820,5.91425700,-0.26708820,0.37943276,0.58224283,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc006_p019,2,10.99652200,15,-0.27072459,10.99652200,-0.27072459,0.83726226,0.57918867,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc006_p002,26,4.26653400,16,-0.27475712,4.26653400,-0.27475712,0.23099969,0.57580180,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc004_p018,31,4.06237100,17,-0.27683491,4.06237100,-0.27683491,0.21260792,0.57405669,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc004_p009,21,5.24677700,18,-0.27905208,5.24677700,-0.27905208,0.31930366,0.57219452,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc004_p019,30,4.09648400,19,-0.28688538,4.09648400,-0.28688538,0.21568095,0.56561544,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc005_p003,17,5.37165000,20,-0.28768730,5.37165000,-0.28768730,0.33055269,0.56494191,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc009_p003,34,3.92354800,21,-0.29118729,3.92354800,-0.29118729,0.20010223,0.56200232,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc010_p002,14,5.66062600,22,-0.30982089,5.66062600,-0.30982089,0.35658473,0.54635220,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc006_p021,28,4.13578000,23,-0.31141961,4.13578000,-0.31141961,0.21922088,0.54500946,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc005_p009,8,7.30062400,24,-0.31239980,7.30062400,-0.31239980,0.50432190,0.54418621,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc003_p028,39,3.14572100,25,-0.31314081,3.14572100,-0.31314081,0.13003265,0.54356384,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc003_p001,49,1.73356400,26,-0.31539106,1.73356400,-0.31539106,0.00282025,0.54167389,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc003_p009,48,1.82722800,27,-0.32780209,1.82722800,-0.32780209,0.01125786,0.53125003,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc006_p006,18,5.37004500,28,-0.32959658,5.37004500,-0.32959658,0.33040810,0.52974286,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc005_p004,10,7.19721400,29,-0.33205265,7.19721400,-0.33205265,0.49500634,0.52768004,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc006_p004,41,3.03617000,30,-0.34080893,3.03617000,-0.34080893,0.12016389,0.52032575,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc006_p015,44,2.59939900,31,-0.34320602,2.59939900,-0.34320602,0.08081792,0.51831247,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc005_p005,33,3.93072700,32,-0.34727836,3.93072700,-0.34727836,0.20074894,0.51489216,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc007_p002,3,9.36951200,33,-0.35004523,9.36951200,-0.35004523,0.69069510,0.51256830,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc005_p007,40,3.10574000,34,-0.35295177,3.10574000,-0.35295177,0.12643101,0.51012714,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc006_p007,36,3.64966500,35,-0.35420084,3.64966500,-0.35420084,0.17542982,0.50907806,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc005_p001,6,8.49916200,36,-0.36825460,8.49916200,-0.36825460,0.61229070,0.49727449,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc006_p005,16,5.41287100,37,-0.37495473,5.41287100,-0.37495473,0.33426603,0.49164714,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc006_p026,38,3.16058400,38,-0.38594759,3.16058400,-0.38594759,0.13137157,0.48241438,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc007_p001,29,4.11427200,39,-0.39851183,4.11427200,-0.39851183,0.21728336,0.47186184,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc006_p011,4,8.79135200,40,-0.41315076,8.79135200,-0.41315076,0.63861227,0.45956679,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc005_p002,12,6.18009500,41,-0.41343707,6.18009500,-0.41343707,0.40338045,0.45932633,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc006_p010,32,3.99528800,42,-0.42247728,3.99528800,-0.42247728,0.20656484,0.45173357,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc006_p003,25,4.50469000,43,-0.43263137,4.50469000,-0.43263137,0.25245368,0.44320528,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc006_p014,47,1.84812700,44,-0.44371420,1.84812700,-0.44371420,0.01314052,0.43389696,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc006_p012,50,1.70225700,45,-0.47501716,1.70225700,-0.47501716,0.00000000,0.40760601,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc001_p004,15,5.44353600,46,-0.49017495,5.44353600,-0.49017495,0.33702845,0.39487518,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc010_p001,23,4.64255500,47,-0.54427505,4.64255500,-0.54427505,0.26487307,0.34943722,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc002_p001,1,12.80303800,48,-0.77251554,12.80303800,-0.77251554,1.00000000,0.15774101,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc001_p001,45,2.56357700,49,-0.81434387,2.56357700,-0.81434387,0.07759094,0.12260994,1.70225700,12.80303800,-0.96032774,0.23030871
q003,doc001_p003,22,4.82961400,50,-0.96032774,4.82961400,-0.96032774,0.28172405,0.00000000,1.70225700,12.80303800,-0.96032774,0.23030871
q004,doc001_p002,30,7.70755900,1,0.84752858,7.70755900,0.84752858,0.14502712,0.99999999,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc004_p016,45,5.99749200,2,0.71901578,5.99749200,0.71901578,0.04907493,0.86487491,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc004_p018,40,6.79242900,3,0.68829203,6.79242900,0.68829203,0.09367900,0.83257035,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc004_p005,43,6.41394400,4,0.68208230,6.41394400,0.68208230,0.07244213,0.82604112,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc005_p006,9,9.37516900,5,0.68070972,9.37516900,0.68070972,0.23859705,0.82459791,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc004_p009,39,7.10169400,6,0.67884147,7.10169400,0.67884147,0.11103192,0.82263354,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc004_p003,19,8.51551100,7,0.65677822,8.51551100,0.65677822,0.19036147,0.79943508,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc004_p010,5,9.55820400,8,0.65170664,9.55820400,0.65170664,0.24886718,0.79410256,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc006_p013,7,9.39821500,9,0.64423549,9.39821500,0.64423549,0.23989016,0.78624700,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc003_p021,32,7.58490500,10,0.62027800,7.58490500,0.62027800,0.13814498,0.76105684,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc006_p008,20,8.45214500,11,0.61011249,8.45214500,0.61011249,0.18680599,0.75036829,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc005_p004,4,9.72703000,12,0.59865052,9.72703000,0.59865052,0.25834004,0.73831658,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc004_p019,13,9.16508000,13,0.59176099,9.16508000,0.59176099,0.22680891,0.73107257,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc004_p014,17,8.77428200,14,0.57786024,8.77428200,0.57786024,0.20488116,0.71645659,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc004_p013,42,6.53894600,15,0.57714719,6.53894600,0.57714719,0.07945602,0.71570685,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc003_p004,11,9.24970700,16,0.57671452,9.24970700,0.57671452,0.23155735,0.71525192,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc004_p015,25,8.05183400,17,0.56569022,8.05183400,0.56569022,0.16434446,0.70366040,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc009_p003,23,8.10832200,18,0.54521561,8.10832200,0.54521561,0.16751401,0.68213232,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc006_p016,18,8.65834300,19,0.54423702,8.65834300,0.54423702,0.19837580,0.68110338,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc003_p003,28,7.93064800,20,0.54210079,7.93064800,0.54210079,0.15754469,0.67885724,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc003_p028,16,8.81521000,21,0.53747708,8.81521000,0.53747708,0.20717764,0.67399563,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc006_p011,47,5.63002400,22,0.52359217,5.63002400,0.52359217,0.02845623,0.65939631,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc006_p019,2,14.14775100,23,0.51159340,14.14775100,0.51159340,0.50638756,0.64678017,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc005_p001,36,7.25586200,24,0.50426286,7.25586200,0.50426286,0.11968232,0.63907246,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc010_p002,21,8.35433400,25,0.50350082,8.35433400,0.50350082,0.18131780,0.63827121,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc005_p009,14,9.10872000,26,0.50054997,9.10872000,0.50054997,0.22364654,0.63516853,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc006_p009,31,7.60517000,27,0.50028604,7.60517000,0.50028604,0.13928206,0.63489102,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc006_p004,46,5.95767300,28,0.49471301,5.95767300,0.49471301,0.04684068,0.62903125,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc003_p009,48,5.48168500,29,0.48842958,5.48168500,0.48842958,0.02013290,0.62242452,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc004_p020,50,5.12287500,30,0.48808962,5.12287500,0.48808962,0.00000000,0.62206707,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc005_p003,38,7.10299500,31,0.48458174,7.10299500,0.48458174,0.11110492,0.61837870,5.12287500,22.94494800,-0.10353690,0.84752858
q004,doc006_p012,37,7.16905900,32,0.47603637,7.16905900,0.47603637,0.11481178,0.60939365,5.12287500,22.94494800,-0.10353690,0.84752858
