query_id,page_id,coarse_rank,coarse_score,fine_rank,fine_score,bm25_score_raw,mv_score_raw,bm25_score_norm,mv_score_norm,query_bm25_min,query_bm25_max,query_mv_min,query_mv_max,page_tokens_before,page_tokens_after
q005,doc004_p010,7,7.37560800,2,0.09030494,7.37560800,0.09030494,0.29290048,0.98958078,5.36289200,12.23456400,-0.59342515,0.09750387,49,8
q005,doc005_p004,18,5.42532900,3,0.07629410,5.42532900,0.07629410,0.00908614,0.96930252,5.36289200,12.23456400,-0.59342515,0.09750387,49,8
q005,doc010_p002,8,7.00748000,4,0.04678665,7.00748000,0.04678665,0.23932865,0.92659560,5.36289200,12.23456400,-0.59342515,0.09750387,49,8
q005,doc004_p016,11,6.48717500,5,0.00709416,6.48717500,0.00709416,0.16361127,0.86914760,5.36289200,12.23456400,-0.59342515,0.09750387,49,8
q005,doc005_p001,13,6.20318800,6,-0.06001071,6.20318800,-0.06001071,0.12228407,0.77202494,5.36289200,12.23456400,-0.59342515,0.09750387,49,8
q005,doc004_p015,20,5.36289200,7,-0.08813830,5.36289200,-0.08813830,0.00000000,0.73131513,5.36289200,12.23456400,-0.59342515,0.09750387,49,8
q005,doc006_p007,15,5.99741800,8,-0.09924925,5.99741800,-0.09924925,0.09233939,0.71523395,5.36289200,12.23456400,-0.59342515,0.09750387,49,8
q005,doc006_p005,17,5.53840300,9,-0.10790201,5.53840300,-0.10790201,0.02554124,0.70271058,5.36289200,12.23456400,-0.59342515,0.09750387,49,8
q005,doc006_p009,14,6.14343900,10,-0.21361387,6.14343900,-0.21361387,0.11358909,0.54971099,5.36289200,12.23456400,-0.59342515,0.09750387,49,8
q005,doc001_p002,9,6.86349700,11,-0.21611176,6.86349700,-0.21611176,0.21837553,0.54609573,5.36289200,12.23456400,-0.59342515,0.09750387,49,8
q005,doc005_p006,12,6.35498400,12,-0.23350860,6.35498400,-0.23350860,0.14437418,0.52091682,5.36289200,12.23456400,-0.59342515,0.09750387,49,8
q005,doc005_p009,10,6.54416000,13,-0.23590727,6.54416000,-0.23590727,0.17190401,0.51744516,5.36289200,12.23456400,-0.59342515,0.09750387,49,8
q005,doc006_p011,4,8.73971900,14,-0.24471284,8.73971900,-0.24471284,0.49141272,0.50470062,5.36289200,12.23456400,-0.59342515,0.09750387,49,8
q005,doc006_p019,2,10.53370100,15,-0.31449616,10.53370100,-0.31449616,0.75248193,0.40370136,5.36289200,12.23456400,-0.59342515,0.09750387,49,8
q005,doc006_p026,1,12.23456400,16,-0.32959977,12.23456400,-0.32959977,1.00000000,0.38184150,5.36289200,12.23456400,-0.59342515,0.09750387,49,8
q005,doc007_p002,5,8.02633200,17,-0.47152278,8.02633200,-0.47152278,0.38759708,0.17643255,5.36289200,12.23456400,-0.59342515,0.09750387,49,8
q005,doc001_p001,6,7.82208200,18,-0.52642637,7.82208200,-0.52642637,0.35787360,0.09696912,5.36289200,12.23456400,-0.59342515,0.09750387,49,8
q005,doc001_p005,16,5.71221300,19,-0.56644899,5.71221300,-0.56644899,0.05083494,0.03904332,5.36289200,12.23456400,-0.59342515,0.09750387,49,8
q005,doc002_p001,19,5.38728100,20,-0.59342515,5.38728100,-0.59342515,0.00354921,0.00000000,5.36289200,12.23456400,-0.59342515,0.09750387,49,8
q006,doc006_p013,6,7.74352900,1,0.36079800,7.74352900,0.36079800,0.22917243,0.99999999,6.50774900,11.90010800,-0.70606118,0.36079800,49,8
q006,doc004_p003,5,8.15344600,2,0.33611381,8.15344600,0.33611381,0.30519055,0.97686274,6.50774900,11.90010800,-0.70606118,0.36079800,49,8
q006,doc004_p009,19,6.76421200,3,0.32399744,6.76421200,0.32399744,0.04756045,0.96550569,6.50774900,11.90010800,-0.70606118,0.36079800,49,8
q006,doc004_p019,11,7.46032800,4,0.27715823,7.46032800,0.27715823,0.17665348,0.92160186,6.50774900,11.90010800,-0.70606118,0.36079800,49,8
q006,doc006_p016,16,6.92899800,5,0.26582259,6.92899800,0.26582259,0.07811961,0.91097661,6.50774900,11.90010800,-0.70606118,0.36079800,49,8
q006,doc010_p002,14,7.00748000,6,0.22495706,7.00748000,0.22495706,0.09267391,0.87267209,6.50774900,11.90010800,-0.70606118,0.36079800,49,8
q006,doc003_p028,15,6.99705800,7,0.19501951,6.99705800,0.19501951,0.09074118,0.84461070,6.50774900,11.90010800,-0.70606118,0.36079800,49,8
q006,doc004_p011,2,9.77296300,8,0.19331206,9.77296300,0.19331206,0.60552608,0.84301026,6.50774900,11.90010800,-0.70606118,0.36079800,49,8
q006,doc004_p010,9,7.53333700,9,0.18344866,7.53333700,0.18344866,0.19019283,0.83376499,6.50774900,11.90010800,-0.70606118,0.36079800,49,8
q006,doc009_p003,7,7.66481400,10,0.14493659,7.66481400,0.14493659,0.21457492,0.79766644,6.50774900,11.90010800,-0.70606118,0.36079800,49,8
q006,doc003_p001,18,6.77058900,11,0.07890870,6.77058900,0.07890870,0.04874305,0.73577646,6.50774900,11.90010800,-0.70606118,0.36079800,49,8
q006,doc006_p003,17,6.90773100,12,-0.00612558,6.90773100,-0.00612558,0.07417570,0.65607121,6.50774900,11.90010800,-0.70606118,0.36079800,49,8
q006,doc008_p003,3,9.19338600,13,-0.10352603,9.19338600,-0.10352603,0.49804492,0.56477477,6.50774900,11.90010800,-0.70606118,0.36079800,49,8
q006,doc006_p009,20,6.50774900,14,-0.14297764,6.50774900,-0.14297764,0.00000000,0.52779556,6.50774900,11.90010800,-0.70606118,0.36079800,49,8
q006,doc005_p009,13,7.12011600,15,-0.16423045,7.12011600,-0.16423045,0.11356199,0.50787464,6.50774900,11.90010800,-0.70606118,0.36079800,49,8
q006,doc006_p006,12,7.21537200,16,-0.18091847,7.21537200,-0.18091847,0.13122698,0.49223245,6.50774900,11.90010800,-0.70606118,0.36079800,49,8
q006,doc006_p019,4,8.26248200,17,-0.31171682,8.26248200,-0.31171682,0.32541101,0.36963112,6.50774900,11.90010800,-0.70606118,0.36079800,49,8
q006,doc008_p001,10,7.50461300,18,-0.41732913,7.50461300,-0.41732913,0.18486603,0.27063745,6.50774900,11.90010800,-0.70606118,0.36079800,49,8
q006,doc004_p014,8,7.61101100,19,-0.67828339,7.61101100,-0.67828339,0.20459728,0.02603698,6.50774900,11.90010800,-0.70606118,0.36079800,49,8
q006,doc002_p001,1,11.90010800,20,-0.70606118,11.90010800,-0.70606118,1.00000000,0.00000000,6.50774900,11.90010800,-0.70606118,0.36079800,49,8
q007,doc004_p019,15,8.14360000,1,0.35800615,8.14360000,0.35800615,0.08255153,0.99999999,7.30911800,17.41773700,-0.61366117,0.35800615,49,8
q007,doc006_p013,6,9.62721400,2,0.24133304,9.62721400,0.24133304,0.22931876,0.87992483,7.30911800,17.41773700,-0.61366117,0.35800615,49,8
q007,doc004_p003,19,7.75285800,3,0.21208262,7.75285800,0.21208262,0.04389719,0.84982150,7.30911800,17.41773700,-0.61366117,0.35800615,49,8
q007,doc006_p008,5,9.81867700,4,0.20170343,9.81867700,0.20170343,0.24825933,0.83913967,7.30911800,17.41773700,-0.61366117,0.35800615,49,8
q007,doc009_p003,17,7.99154700,5,0.17973945,7.99154700,0.17973945,0.06750962,0.81653524,7.30911800,17.41773700,-0.61366117,0.35800615,49,8
q007,doc006_p016,8,8.78106700,6,0.16915911,8.78106700,0.16915911,0.14561326,0.80564639,7.30911800,17.41773700,-0.61366117,0.35800615,49,8
q007,doc005_p004,18,7.97847600,7,0.15679985,7.97847600,0.15679985,0.06621656,0.79292675,7.30911800,17.41773700,-0.61366117,0.35800615,49,8
q007,doc006_p002,14,8.16777000,8,0.08264391,8.16777000,0.08264391,0.08494256,0.71660851,7.30911800,17.41773700,-0.61366117,0.35800615,49,8
q007,doc010_p002,9,8.73311000,9,0.01459792,8.73311000,0.01459792,0.14086909,0.64657838,7.30911800,17.41773700,-0.61366117,0.35800615,49,8
q007,doc006_p003,13,8.26754700,10,-0.00700988,8.26754700,-0.00700988,0.09481305,0.62434052,7.30911800,17.41773700,-0.61366117,0.35800615,49,8
q007,doc006_p005,4,9.97927800,11,-0.01118322,9.97927800,-0.01118322,0.26414686,0.62004549,7.30911800,17.41773700,-0.61366117,0.35800615,49,8
q007,doc005_p009,10,8.71052700,12,-0.15921991,8.71052700,-0.15921991,0.13863506,0.46769223,7.30911800,17.41773700,-0.61366117,0.35800615,49,8
q007,doc006_p009,7,9.12213800,13,-0.16907519,9.12213800,-0.16907519,0.17935388,0.45754958,7.30911800,17.41773700,-0.61366117,0.35800615,49,8
q007,doc006_p006,11,8.49102500,14,-0.16969427,8.49102500,-0.16969427,0.11692072,0.45691245,7.30911800,17.41773700,-0.61366117,0.35800615,49,8
q007,doc006_p019,1,17.41773700,15,-0.22617778,17.41773700,-0.22617778,1.00000000,0.39878195,7.30911800,17.41773700,-0.61366117,0.35800615,49,8
q007,doc007_p002,20,7.30911800,16,-0.34071338,7.30911800,-0.34071338,0.00000000,0.28090662,7.30911800,17.41773700,-0.61366117,0.35800615,49,8
q007,doc001_p001,12,8.46111900,17,-0.37722722,8.46111900,-0.37722722,0.11396225,0.24332808,7.30911800,17.41773700,-0.61366117,0.35800615,49,8
q007,doc004_p014,16,7.99516500,18,-0.43447739,7.99516500,-0.43447739,0.06786753,0.18440857,7.30911800,17.41773700,-0.61366117,0.35800615,49,8
q007,doc002_p001,2,13.48620900,19,-0.47585845,13.48620900,-0.47585845,0.61107170,0.14182088,7.30911800,17.41773700,-0.61366117,0.35800615,49,8
q007,doc005_p008,3,13.29842900,20,-0.61366117,13.29842900,-0.61366117,0.59249547,0.00000000,7.30911800,17.41773700,-0.61366117,0.35800615,49,8
q008,doc003_p007,1,20.22260600,1,0.55040222,20.22260600,0.55040222,1.00000000,0.99999999,5.25160300,20.22260600,-0.57251704,0.55040222,49,8
q008,doc003_p022,4,13.61283900,2,0.50313675,13.61283900,0.50313675,0.55849538,0.95790839,5.25160300,20.22260600,-0.57251704,0.55040222,49,8
q008,doc003_p004,5,9.30020900,3,0.44492346,9.30020900,0.44492346,0.27042984,0.90606736,5.25160300,20.22260600,-0.57251704,0.55040222,49,8
q008,doc010_p002,17,5.66062600,4,0.44315150,5.66062600,0.44315150,0.02732102,0.90448937,5.25160300,20.22260600,-0.57251704,0.55040222,49,8
q008,doc006_p013,8,8.60126400,5,0.42732903,8.60126400,0.42732903,0.22374326,0.89039889,5.25160300,20.22260600,-0.57251704,0.55040222,49,8
q008,doc003_p008,2,18.08574500,6,0.41470876,18.08574500,0.41470876,0.85726668,0.87916008,5.25160300,20.22260600,-0.57251704,0.55040222,49,8
q008,doc006_p016,19,5.29084000,7,0.40978247,5.29084000,0.40978247,0.00262087,0.87477305,5.25160300,20.22260600,-0.57251704,0.55040222,49,8
q008,doc003_p003,15,6.92917700,8,0.31281361,6.92917700,0.31281361,0.11205488,0.78841879,5.25160300,20.22260600,-0.57251704,0.55040222,49,8
q008,doc005_p001,20,5.25160300,9,0.29485783,5.25160300,0.29485783,0.00000000,0.77242852,5.25160300,20.22260600,-0.57251704,0.55040222,49,8
q008,doc003_p019,13,7.94956900,10,0.14095673,7.94956900,0.14095673,0.18021278,0.63537405,5.25160300,20.22260600,-0.57251704,0.55040222,49,8
q008,doc006_p009,14,7.66040700,11,0.03006882,7.66040700,0.03006882,0.16089797,0.53662438,5.25160300,20.22260600,-0.57251704,0.55040222,49,8
q008,doc006_p006,18,5.37004500,12,-0.00941574,5.37004500,-0.00941574,0.00791143,0.50146196,5.25160300,20.22260600,-0.57251704,0.55040222,49,8
q008,doc005_p006,16,5.74396300,13,-0.04037665,5.74396300,-0.04037665,0.03288758,0.47389016,5.25160300,20.22260600,-0.57251704,0.55040222,49,8
q008,doc006_p019,6,9.29413000,14,-0.06796355,9.29413000,-0.06796355,0.27002379,0.44932303,5.25160300,20.22260600,-0.57251704,0.55040222,49,8
q008,doc003_p029,3,17.10521700,15,-0.10908837,17.10521700,-0.10908837,0.79177153,0.41269990,5.25160300,20.22260600,-0.57251704,0.55040222,49,8
q008,doc006_p011,7,8.79135200,16,-0.17837386,8.79135200,-0.17837386,0.23644034,0.35099868,5.25160300,20.22260600,-0.57251704,0.55040222,49,8
q008,doc003_p014,11,7.94956900,17,-0.26400858,7.94956900,-0.26400858,0.18021278,0.27473788,5.25160300,20.22260600,-0.57251704,0.55040222,49,8
q008,doc003_p012,10,7.94956900,18,-0.29069152,7.94956900,-0.29069152,0.18021278,0.25097576,5.25160300,20.22260600,-0.57251704,0.55040222,49,8
q008,doc003_p016,12,7.94956900,19,-0.40033337,7.94956900,-0.40033337,0.18021278,0.15333575,5.25160300,20.22260600,-0.57251704,0.55040222,49,8
q008,doc003_p010,9,8.32947300,20,-0.57251704,8.32947300,-0.57251704,0.20558876,0.00000000,5.25160300,20.22260600,-0.57251704,0.55040222,49,8
q009,doc003_p007,2,17.98542700,1,0.62110317,17.98542700,0.62110317,0.83676563,0.99999999,5.25160300,20.46951300,-0.39620745,0.62110317,49,8
q009,doc003_p022,4,11.00500900,2,0.57907003,11.00500900,0.57907003,0.37806808,0.95868209,5.25160300,20.46951300,-0.39620745,0.62110317,49,8
q009,doc003_p004,15,7.08633800,3,0.56656295,7.08633800,0.56656295,0.12056419,0.94638783,5.25160300,20.46951300,-0.39620745,0.62110317,49,8
q009,doc006_p013,10,8.60126400,4,0.52339047,8.60126400,0.52339047,0.22011308,0.90394998,5.25160300,20.46951300,-0.39620745,0.62110317,49,8
q009,doc010_p002,17,5.66062600,5,0.52181435,5.66062600,0.52181435,0.02687774,0.90240068,5.25160300,20.46951300,-0.39620745,0.62110317,49,8
q009,doc003_p008,1,20.46951300,6,0.49904209,20.46951300,0.49904209,1.00000000,0.88001591,5.25160300,20.46951300,-0.39620745,0.62110317,49,8
q009,doc006_p016,19,5.29084000,7,0.48742640,5.29084000,0.48742640,0.00257834,0.86859787,5.25160300,20.46951300,-0.39620745,0.62110317,49,8
q009,doc003_p003,14,7.13063900,8,0.43222141,7.13063900,0.43222141,0.12347530,0.81433226,5.25160300,20.46951300,-0.39620745,0.62110317,49,8
q009,doc005_p001,20,5.25160300,9,0.41064915,5.25160300,0.41064915,0.00000000,0.79312707,5.25160300,20.46951300,-0.39620745,0.62110317,49,8
q009,doc003_p020,12,8.29345400,10,0.17253612,8.29345400,0.17253612,0.19988625,0.55906579,5.25160300,20.46951300,-0.39620745,0.62110317,49,8
q009,doc006_p009,13,7.66040700,11,0.07244997,7.66040700,0.07244997,0.15828744,0.46068271,5.25160300,20.46951300,-0.39620745,0.62110317,49,8
