query_id,page_id,coarse_rank,coarse_score,fine_rank,fine_score,bm25_score_raw,mv_score_raw,bm25_score_norm,mv_score_norm,query_bm25_min,query_bm25_max,query_mv_min,query_mv_max,page_tokens_before,page_tokens_after
q002,doc004_p019,18,6.10186400,3,-0.06387153,6.10186400,-0.06387153,0.06274443,0.98807146,5.60572000,13.51309900,-0.84669155,-0.05442091,49,16
q002,doc004_p010,19,5.60657400,4,-0.08604757,5.60657400,-0.08604757,0.00010800,0.96008098,5.60572000,13.51309900,-0.84669155,-0.05442091,49,16
q002,doc001_p002,2,11.74635400,5,-0.11717980,11.74635400,-0.11717980,0.77657009,0.92078603,5.60572000,13.51309900,-0.84669155,-0.05442091,49,16
q002,doc009_p003,9,7.03525500,6,-0.13392673,7.03525500,-0.13392673,0.18078493,0.89964814,5.60572000,13.51309900,-0.84669155,-0.05442091,49,16
q002,doc006_p016,11,6.96758700,7,-0.20025341,6.96758700,-0.20025341,0.17222736,0.81593094,5.60572000,13.51309900,-0.84669155,-0.05442091,49,16
q002,doc006_p002,15,6.29075800,8,-0.21392064,6.29075800,-0.21392064,0.08663275,0.79868024,5.60572000,13.51309900,-0.84669155,-0.05442091,49,16
q002,doc006_p003,8,7.42036200,9,-0.22938688,7.42036200,-0.22938688,0.22948717,0.77915883,5.60572000,13.51309900,-0.84669155,-0.05442091,49,16
q002,doc010_p002,10,7.00748000,10,-0.24897419,7.00748000,-0.24897419,0.17727239,0.75443582,5.60572000,13.51309900,-0.84669155,-0.05442091,49,16
q002,doc004_p014,14,6.51815400,11,-0.28518763,6.51815400,-0.28518763,0.11539019,0.70872740,5.60572000,13.51309900,-0.84669155,-0.05442091,49,16
q002,doc006_p009,6,7.66040700,12,-0.29644537,7.66040700,-0.29644537,0.25984425,0.69451794,5.60572000,13.51309900,-0.84669155,-0.05442091,49,16
q002,doc003_p003,12,6.81874500,13,-0.30816683,6.81874500,-0.30816683,0.15340418,0.67972317,5.60572000,13.51309900,-0.84669155,-0.05442091,49,16
q002,doc005_p009,7,7.45509900,14,-0.42610583,7.45509900,-0.42610583,0.23388015,0.53086116,5.60572000,13.51309900,-0.84669155,-0.05442091,49,16
q002,doc006_p019,3,10.97743200,15,-0.56013554,10.97743200,-0.56013554,0.67932902,0.36168954,5.60572000,13.51309900,-0.84669155,-0.05442091,49,16
q002,doc006_p006,13,6.74361900,16,-0.57753730,6.74361900,-0.57753730,0.14390343,0.33972513,5.60572000,13.51309900,-0.84669155,-0.05442091,49,16
q002,doc007_p002,20,5.60572000,17,-0.68515950,5.60572000,-0.68515950,0.00000000,0.20388494,5.60572000,13.51309900,-0.84669155,-0.05442091,49,16
q002,doc002_p001,17,6.19127200,18,-0.76395345,6.19127200,-0.76395345,0.07405134,0.10443161,5.60572000,13.51309900,-0.84669155,-0.05442091,49,16
q002,doc001_p001,1,13.51309900,19,-0.79774874,13.51309900,-0.79774874,1.00000000,0.06177537,5.60572000,13.51309900,-0.84669155,-0.05442091,49,16
q002,doc001_p005,5,8.43588400,20,-0.84669155,8.43588400,-0.84669155,0.35791430,0.00000000,5.60572000,13.51309900,-0.84669155,-0.05442091,49,16
q003,doc004_p010,9,7.24552500,1,-0.22715713,7.24552500,-0.22715713,0.26253554,0.99999999,5.26706400,12.80303800,-1.03345203,-0.22715713,49,16
q003,doc006_p013,5,8.60126400,2,-0.25322777,8.60126400,-0.25322777,0.44243783,0.96766611,5.26706400,12.80303800,-1.03345203,-0.22715713,49,16
q003,doc006_p016,19,5.29084000,3,-0.26811945,5.29084000,-0.26811945,0.00315500,0.94919684,5.26706400,12.80303800,-1.03345203,-0.22715713,49,16
q003,doc003_p004,13,5.91425700,4,-0.30933374,5.91425700,-0.30933374,0.08588047,0.89808119,5.26706400,12.80303800,-1.03345203,-0.22715713,49,16
q003,doc005_p006,11,7.09094600,5,-0.31470060,7.09094600,-0.31470060,0.24202339,0.89142499,5.26706400,12.80303800,-1.03345203,-0.22715713,49,16
q003,doc010_p002,14,5.66062600,6,-0.32946819,5.66062600,-0.32946819,0.05222444,0.87310962,5.26706400,12.80303800,-1.03345203,-0.22715713,49,16
q003,doc005_p003,17,5.37165000,7,-0.38408926,5.37165000,-0.38408926,0.01387823,0.80536633,5.26706400,12.80303800,-1.03345203,-0.22715713,49,16
q003,doc004_p015,20,5.26706400,8,-0.40001607,5.26706400,-0.40001607,0.00000000,0.78561324,5.26706400,12.80303800,-1.03345203,-0.22715713,49,16
q003,doc005_p004,10,7.19721400,9,-0.41279769,7.19721400,-0.41279769,0.25612482,0.76976096,5.26706400,12.80303800,-1.03345203,-0.22715713,49,16
q003,doc006_p009,7,7.66040700,10,-0.41544551,7.66040700,-0.41544551,0.31758907,0.76647702,5.26706400,12.80303800,-1.03345203,-0.22715713,49,16
q003,doc005_p002,12,6.18009500,11,-0.41559738,6.18009500,-0.41559738,0.12115634,0.76628866,5.26706400,12.80303800,-1.03345203,-0.22715713,49,16
q003,doc005_p001,6,8.49916200,12,-0.43749335,8.49916200,-0.43749335,0.42888922,0.73913239,5.26706400,12.80303800,-1.03345203,-0.22715713,49,16
q003,doc006_p005,16,5.41287100,13,-0.53706896,5.41287100,-0.53706896,0.01934813,0.61563463,5.26706400,12.80303800,-1.03345203,-0.22715713,49,16
q003,doc005_p009,8,7.30062400,14,-0.54366100,7.30062400,-0.54366100,0.26984700,0.60745891,5.26706400,12.80303800,-1.03345203,-0.22715713,49,16
q003,doc006_p011,4,8.79135200,15,-0.62053323,8.79135200,-0.62053323,0.46766191,0.51211882,5.26706400,12.80303800,-1.03345203,-0.22715713,49,16
q003,doc006_p006,18,5.37004500,16,-0.64545518,5.37004500,-0.64545518,0.01366525,0.48120960,5.26706400,12.80303800,-1.03345203,-0.22715713,49,16
q003,doc006_p019,2,10.99652200,17,-0.73600423,10.99652200,-0.73600423,0.76028102,0.36890695,5.26706400,12.80303800,-1.03345203,-0.22715713,49,16
q003,doc002_p001,1,12.80303800,18,-0.88942504,12.80303800,-0.88942504,1.00000000,0.17862818,5.26706400,12.80303800,-1.03345203,-0.22715713,49,16
q003,doc007_p002,3,9.36951200,19,-0.89216763,9.36951200,-0.89216763,0.54438192,0.17522670,5.26706400,12.80303800,-1.03345203,-0.22715713,49,16
q003,doc001_p004,15,5.44353600,20,-1.03345203,5.44353600,-1.03345203,0.02341728,0.00000000,5.26706400,12.80303800,-1.03345203,-0.22715713,49,16
q004,doc004_p010,5,9.55820400,1,0.60952044,9.55820400,0.60952044,0.07631781,0.99999999,8.45214500,22.94494800,-0.35459712,0.60952044,49,16
q004,doc006_p008,20,8.45214500,2,0.58182144,8.45214500,0.58182144,0.00000000,0.97127009,8.45214500,22.94494800,-0.35459712,0.60952044,49,16
q004,doc006_p013,7,9.39821500,3,0.53394157,9.39821500,0.53394157,0.06527861,0.92160823,8.45214500,22.94494800,-0.35459712,0.60952044,49,16
q004,doc005_p004,4,9.72703000,4,0.53353667,9.72703000,0.53353667,0.08796677,0.92118826,8.45214500,22.94494800,-0.35459712,0.60952044,49,16
q004,doc003_p004,11,9.24970700,5,0.51730156,9.24970700,0.51730156,0.05503159,0.90434892,8.45214500,22.94494800,-0.35459712,0.60952044,49,16
q004,doc004_p003,19,8.51551100,6,0.50900334,8.51551100,0.50900334,0.00437224,0.89574185,8.45214500,22.94494800,-0.35459712,0.60952044,49,16
q004,doc004_p019,13,9.16508000,7,0.46919084,9.16508000,0.46919084,0.04919235,0.85444762,8.45214500,22.94494800,-0.35459712,0.60952044,49,16
q004,doc006_p016,18,8.65834300,8,0.43060720,8.65834300,0.43060720,0.01422761,0.81442797,8.45214500,22.94494800,-0.35459712,0.60952044,49,16
q004,doc003_p028,16,8.81521000,9,0.41739926,8.81521000,0.41739926,0.02505140,0.80072846,8.45214500,22.94494800,-0.35459712,0.60952044,49,16
q004,doc005_p006,9,9.37516900,10,0.41289163,9.37516900,0.41289163,0.06368844,0.79605307,8.45214500,22.94494800,-0.35459712,0.60952044,49,16
q004,doc007_p001,12,9.24594900,11,0.33939493,9.24594900,0.33939493,0.05477229,0.71982098,8.45214500,22.94494800,-0.35459712,0.60952044,49,16
q004,doc006_p003,3,11.00130000,12,0.32648900,11.00130000,0.32648900,0.17589110,0.70643471,8.45214500,22.94494800,-0.35459712,0.60952044,49,16
q004,doc004_p014,17,8.77428200,13,0.30676135,8.77428200,0.30676135,0.02222738,0.68597284,8.45214500,22.94494800,-0.35459712,0.60952044,49,16
q004,doc005_p009,14,9.10872000,14,0.26751137,9.10872000,0.26751137,0.04530352,0.64526206,8.45214500,22.94494800,-0.35459712,0.60952044,49,16
q004,doc006_p005,15,8.90949000,15,0.26164818,8.90949000,0.26164818,0.03155670,0.63918066,8.45214500,22.94494800,-0.35459712,0.60952044,49,16
q004,doc006_p014,6,9.48878600,16,0.24364051,9.48878600,0.24364051,0.07152799,0.62050278,8.45214500,22.94494800,-0.35459712,0.60952044,49,16
q004,doc006_p026,10,9.30672600,17,0.17069460,9.30672600,0.17069460,0.05896589,0.54484197,8.45214500,22.94494800,-0.35459712,0.60952044,49,16
q004,doc006_p019,2,14.14775100,18,0.10947824,14.14775100,0.10947824,0.39299547,0.48134727,8.45214500,22.94494800,-0.35459712,0.60952044,49,16
q004,doc001_p004,1,22.94494800,19,-0.23865373,22.94494800,-0.23865373,1.00000000,0.12025856,8.45214500,22.94494800,-0.35459712,0.60952044,49,16
q004,doc010_p001,8,9.37579000,20,-0.35459712,9.37579000,-0.35459712,0.06373129,0.00000000,8.45214500,22.94494800,-0.35459712,0.60952044,49,16
q005,doc004_p010,7,7.37560800,1,0.11573046,7.37560800,0.11573046,0.29290048,0.99999998,5.36289200,12.23456400,-0.52086300,0.11573046,49,16
q005,doc006_p013,3,8.82913600,2,0.09750390,8.82913600,0.09750390,0.50442512,0.97136859,5.36289200,12.23456400,-0.52086300,0.11573046,49,16
q005,doc005_p006,12,6.35498400,3,0.07960498,6.35498400,0.07960498,0.14437418,0.94325187,5.36289200,12.23456400,-0.52086300,0.11573046,49,16
q005,doc005_p004,18,5.42532900,4,0.07629411,5.42532900,0.07629411,0.00908614,0.93805095,5.36289200,12.23456400,-0.52086300,0.11573046,49,16
q005,doc010_p002,8,7.00748000,5,0.04678657,7.00748000,0.04678657,0.23932865,0.89169870,5.36289200,12.23456400,-0.52086300,0.11573046,49,16
q005,doc004_p016,11,6.48717500,6,0.00709417,6.48717500,0.00709417,0.16361127,0.82934745,5.36289200,12.23456400,-0.52086300,0.11573046,49,16
q005,doc005_p001,13,6.20318800,7,0.00625004,6.20318800,0.00625004,0.12228407,0.82802144,5.36289200,12.23456400,-0.52086300,0.11573046,49,16
q005,doc006_p009,14,6.14343900,8,-0.04194482,6.14343900,-0.04194482,0.11358909,0.75231400,5.36289200,12.23456400,-0.52086300,0.11573046,49,16
q005,doc006_p007,15,5.99741800,9,-0.06492918,5.99741800,-0.06492918,0.09233939,0.71620876,5.36289200,12.23456400,-0.52086300,0.11573046,49,16
q005,doc004_p015,20,5.36289200,10,-0.07487408,5.36289200,-0.07487408,0.00000000,0.70058670,5.36289200,12.23456400,-0.52086300,0.11573046,49,16
q005,doc006_p005,17,5.53840300,11,-0.10790203,5.53840300,-0.10790203,0.02554124,0.64870438,5.36289200,12.23456400,-0.52086300,0.11573046,49,16
q005,doc001_p002,9,6.86349700,12,-0.13424058,6.86349700,-0.13424058,0.21837553,0.60733017,5.36289200,12.23456400,-0.52086300,0.11573046,49,16
q005,doc005_p009,10,6.54416000,13,-0.15451474,6.54416000,-0.15451474,0.17190401,0.57548228,5.36289200,12.23456400,-0.52086300,0.11573046,49,16
q005,doc006_p011,4,8.73971900,14,-0.22420382,8.73971900,-0.22420382,0.49141272,0.46601040,5.36289200,12.23456400,-0.52086300,0.11573046,49,16
q005,doc006_p019,2,10.53370100,15,-0.28530312,10.53370100,-0.28530312,0.75248193,0.37003188,5.36289200,12.23456400,-0.52086300,0.11573046,49,16
q005,doc006_p026,1,12.23456400,16,-0.30840224,12.23456400,-0.30840224,1.00000000,0.33374637,5.36289200,12.23456400,-0.52086300,0.11573046,49,16
q005,doc007_p002,5,8.02633200,17,-0.37528327,8.02633200,-0.37528327,0.38759708,0.22868555,5.36289200,12.23456400,-0.52086300,0.11573046,49,16
q005,doc002_p001,19,5.38728100,18,-0.42676163,5.38728100,-0.42676163,0.00354921,0.14782019,5.36289200,12.23456400,-0.52086300,0.11573046,49,16
q005,doc001_p005,16,5.71221300,19,-0.46431080,5.71221300,-0.46431080,0.05083494,0.08883566,5.36289200,12.23456400,-0.52086300,0.11573046,49,16
q005,doc001_p001,6,7.82208200,20,-0.52086300,7.82208200,-0.52086300,0.35787360,0.00000000,5.36289200,12.23456400,-0.52086300,0.11573046,49,16
q006,doc006_p013,6,7.74352900,1,0.36079806,7.74352900,0.36079806,0.22917243,0.99999999,6.50774900,11.90010800,-0.60995728,0.36079806,49,16
q006,doc004_p003,5,8.15344600,2,0.34360278,8.15344600,0.34360278,0.30519055,0.98228669,6.50774900,11.90010800,-0.60995728,0.36079806,49,16
q006,doc004_p009,19,6.76421200,3,0.32399744,6.76421200,0.32399744,0.04756045,0.96209073,6.50774900,11.90010800,-0.60995728,0.36079806,49,16
q006,doc004_p019,11,7.46032800,4,0.27715823,7.46032800,0.27715823,0.17665348,0.91384045,6.50774900,11.90010800,-0.60995728,0.36079806,49,16
q006,doc006_p016,16,6.92899800,5,0.26582253,6.92899800,0.26582253,0.07811961,0.90216326,6.50774900,11.90010800,-0.60995728,0.36079806,49,16
q006,doc010_p002,14,7.00748000,6,0.22495700,7.00748000,0.22495700,0.09267391,0.86006663,6.50774900,11.90010800,-0.60995728,0.36079806,49,16
q006,doc004_p010,9,7.53333700,7,0.20317514,7.53333700,0.20317514,0.19019283,0.83762857,6.50774900,11.90010800,-0.60995728,0.36079806,49,16
q006,doc003_p028,15,6.99705800,8,0.19501954,6.99705800,0.19501954,0.09074118,0.82922728,6.50774900,11.90010800,-0.60995728,0.36079806,49,16
q006,doc004_p011,2,9.77296300,9,0.19331209,9.77296300,0.19331209,0.60552608,0.82746839,6.50774900,11.90010800,-0.60995728,0.36079806,49,16
q006,doc009_p003,7,7.66481400,10,0.14493653,7.66481400,0.14493653,0.21457492,0.77763549,6.50774900,11.90010800,-0.60995728,0.36079806,49,16
q006,doc006_p009,20,6.50774900,11,0.13934457,6.50774900,0.13934457,0.00000000,0.77187507,6.50774900,11.90010800,-0.60995728,0.36079806,49,16
q006,doc003_p001,18,6.77058900,12,0.07890870,6.77058900,0.07890870,0.04874305,0.70961853,6.50774900,11.90010800,-0.60995728,0.36079806,49,16
q006,doc006_p003,17,6.90773100,13,0.06992088,6.90773100,0.06992088,0.07417570,0.70035994,6.50774900,11.90010800,-0.60995728,0.36079806,49,16
q006,doc004_p014,8,7.61101100,14,0.06655447,7.61101100,0.06655447,0.20459728,0.69689212,6.50774900,11.90010800,-0.60995728,0.36079806,49,16
q006,doc005_p009,13,7.12011600,15,-0.07930752,7.12011600,-0.07930752,0.11356199,0.54663594,6.50774900,11.90010800,-0.60995728,0.36079806,49,16
q006,doc008_p003,3,9.19338600,16,-0.10352606,9.19338600,-0.10352606,0.49804492,0.52168780,6.50774900,11.90010800,-0.60995728,0.36079806,49,16
q006,doc008_p001,10,7.50461300,17,-0.15423447,7.50461300,-0.15423447,0.18486603,0.46945176,6.50774900,11.90010800,-0.60995728,0.36079806,49,16
q006,doc006_p006,12,7.21537200,18,-0.16305408,7.21537200,-0.16305408,0.13122698,0.46036646,6.50774900,11.90010800,-0.60995728,0.36079806,49,16
q006,doc006_p019,4,8.26248200,19,-0.29351354,8.26248200,-0.29351354,0.32541101,0.32597682,6.50774900,11.90010800,-0.60995728,0.36079806,49,16
q006,doc002_p001,1,11.90010800,20,-0.60995728,11.90010800,-0.60995728,1.00000000,0.00000000,6.50774900,11.90010800,-0.60995728,0.36079806,49,16
q007,doc004_p019,15,8.14360000,1,0.35899392,8.14360000,0.35899392,0.08255153,0.99999999,7.30911800,17.41773700,-0.53556931,0.35899392,49,16
q007,doc004_p003,19,7.75285800,2,0.26499856,7.75285800,0.26499856,0.04389719,0.89492596,7.30911800,17.41773700,-0.53556931,0.35899392,49,16
q007,doc006_p013,6,9.62721400,3,0.26455215,9.62721400,0.26455215,0.22931876,0.89442694,7.30911800,17.41773700,-0.53556931,0.35899392,49,16
q007,doc006_p008,5,9.81867700,4,0.20170338,9.81867700,0.20170338,0.24825933,0.82417056,7.30911800,17.41773700,-0.53556931,0.35899392,49,16
q007,doc009_p003,17,7.99154700,5,0.18474729,7.99154700,0.18474729,0.06750962,0.80521596,7.30911800,17.41773700,-0.53556931,0.35899392,49,16
q007,doc006_p016,8,8.78106700,6,0.18278618,8.78106700,0.18278618,0.14561326,0.80302371,7.30911800,17.41773700,-0.53556931,0.35899392,49,16
q007,doc005_p004,18,7.97847600,7,0.15679982,7.97847600,0.15679982,0.06621656,0.77397449,7.30911800,17.41773700,-0.53556931,0.35899392,49,16
q007,doc006_p002,14,8.16777000,8,0.08576023,8.16777000,0.08576023,0.08494256,0.69456190,7.30911800,17.41773700,-0.53556931,0.35899392,49,16
q007,doc006_p003,13,8.26754700,9,0.02133042,8.26754700,0.02133042,0.09481305,0.62253813,7.30911800,17.41773700,-0.53556931,0.35899392,49,16
q007,doc010_p002,9,8.73311000,10,0.01459788,8.73311000,0.01459788,0.14086909,0.61501207,7.30911800,17.41773700,-0.53556931,0.35899392,49,16
q007,doc006_p005,4,9.97927800,11,0.00661224,9.97927800,0.00661224,0.26414686,0.60608521,7.30911800,17.41773700,-0.53556931,0.35899392,49,16
q007,doc006_p009,7,9.12213800,12,-0.00878639,9.12213800,-0.00878639,0.17935388,0.58887164,7.30911800,17.41773700,-0.53556931,0.35899392,49,16
q007,doc004_p014,16,7.99516500,13,-0.02117257,7.99516500,-0.02117257,0.06786753,0.57502557,7.30911800,17.41773700,-0.53556931,0.35899392,49,16
q007,doc005_p009,10,8.71052700,14,-0.07503936,8.71052700,-0.07503936,0.13863506,0.51480983,7.30911800,17.41773700,-0.53556931,0.35899392,49,16
q007,doc006_p006,11,8.49102500,15,-0.14249097,8.49102500,-0.14249097,0.11692072,0.43940811,7.30911800,17.41773700,-0.53556931,0.35899392,49,16
q007,doc006_p019,1,17.41773700,16,-0.22038005,17.41773700,-0.22038005,1.00000000,0.35233871,7.30911800,17.41773700,-0.53556931,0.35899392,49,16
q007,doc007_p002,20,7.30911800,17,-0.31508878,7.30911800,-0.31508878,0.00000000,0.24646724,7.30911800,17.41773700,-0.53556931,0.35899392,49,16
q007,doc001_p001,12,8.46111900,18,-0.37722722,8.46111900,-0.37722722,0.11396225,0.17700491,7.30911800,17.41773700,-0.53556931,0.35899392,49,16
q007,doc002_p001,2,13.48620900,19,-0.42895424,13.48620900,-0.42895424,0.61107170,0.11918114,7.30911800,17.41773700,-0.53556931,0.35899392,49,16
q007,doc005_p008,3,13.29842900,20,-0.53556931,13.29842900,-0.53556931,0.59249547,0.00000000,7.30911800,17.41773700,-0.53556931,0.35899392,49,16
q008,doc005_p006,16,5.74396300,1,0.55990154,5.74396300,0.55990154,0.03288758,0.99999999,5.25160300,20.22260600,-0.42022598,0.55990154,49,16
q008,doc003_p007,1,20.22260600,2,0.55040228,20.22260600,0.55040228,1.00000000,0.99030813,5.25160300,20.22260600,-0.42022598,0.55990154,49,16
q008,doc003_p022,4,13.61283900,3,0.50313675,13.61283900,0.50313675,0.55849538,0.94208427,5.25160300,20.22260600,-0.42022598,0.55990154,49,16
q008,doc003_p004,5,9.30020900,4,0.47026038,9.30020900,0.47026038,0.27042984,0.90854132,5.25160300,20.22260600,-0.42022598,0.55990154,49,16
q008,doc010_p002,17,5.66062600,5,0.44315141,5.66062600,0.44315141,0.02732102,0.88088271,5.25160300,20.22260600,-0.42022598,0.55990154,49,16
q008,doc006_p013,8,8.60126400,6,0.42827719,8.60126400,0.42827719,0.22374326,0.86570690,5.25160300,20.22260600,-0.42022598,0.55990154,49,16
q008,doc003_p008,2,18.08574500,7,0.41470876,18.08574500,0.41470876,0.85726668,0.85186337,5.25160300,20.22260600,-0.42022598,0.55990154,49,16
q008,doc006_p016,19,5.29084000,8,0.40978250,5.29084000,0.40978250,0.00262087,0.84683723,5.25160300,20.22260600,-0.42022598,0.55990154,49,16
q008,doc003_p003,15,6.92917700,9,0.31281361,6.92917700,0.31281361,0.11205488,0.74790226,5.25160300,20.22260600,-0.42022598,0.55990154,49,16
q008,doc005_p001,20,5.25160300,10,0.29805660,5.25160300,0.29805660,0.00000000,0.73284604,5.25160300,20.22260600,-0.42022598,0.55990154,49,16
q008,doc003_p016,12,7.94956900,11,0.24230732,7.94956900,0.24230732,0.18021278,0.67596642,5.25160300,20.22260600,-0.42022598,0.55990154,49,16
q008,doc003_p019,13,7.94956900,12,0.19987048,7.94956900,0.19987048,0.18021278,0.63266916,5.25160300,20.22260600,-0.42022598,0.55990154,49,16
q008,doc006_p009,14,7.66040700,13,0.19015427,7.66040700,0.19015427,0.16089797,0.62275595,5.25160300,20.22260600,-0.42022598,0.55990154,49,16
q008,doc003_p012,10,7.94956900,14,0.02866315,7.94956900,0.02866315,0.18021278,0.45799053,5.25160300,20.22260600,-0.42022598,0.55990154,49,16
q008,doc006_p006,18,5.37004500,15,-0.00941570,5.37004500,-0.00941570,0.00791143,0.41913962,5.25160300,20.22260600,-0.42022598,0.55990154,49,16
q008,doc006_p019,6,9.29413000,16,-0.06230394,9.29413000,-0.06230394,0.27002379,0.36517905,5.25160300,20.22260600,-0.42022598,0.55990154,49,16
q008,doc003_p014,11,7.94956900,17,-0.08787791,7.94956900,-0.08787791,0.18021278,0.33908656,5.25160300,20.22260600,-0.42022598,0.55990154,49,16
q008,doc003_p029,3,17.10521700,18,-0.10908838,17.10521700,-0.10908838,0.79177153,0.31744604,5.25160300,20.22260600,-0.42022598,0.55990154,49,16
q008,doc006_p011,7,8.79135200,19,-0.17387220,8.79135200,-0.17387220,0.23644034,0.25134870,5.25160300,20.22260600,-0.42022598,0.55990154,49,16
q008,doc003_p010,9,8.32947300,20,-0.42022598,8.32947300,-0.42022598,0.20558876,0.00000000,5.25160300,20.22260600,-0.42022598,0.55990154,49,16
q009,doc003_p007,2,17.98542700,1,0.62110317,17.98542700,0.62110317,0.83676563,0.99999999,5.25160300,20.46951300,-0.32764116,0.62110317,49,16
q009,doc005_p006,16,5.74396300,2,0.60442400,5.74396300,0.60442400,0.03235398,0.98241973,5.25160300,20.46951300,-0.32764116,0.62110317,49,16
q009,doc003_p004,15,7.08633800,3,0.59189993,7.08633800,0.59189993,0.12056419,0.96921905,5.25160300,20.46951300,-0.32764116,0.62110317,49,16
q009,doc003_p022,4,11.00500900,4,0.57994562,11.00500900,0.57994562,0.37806808,0.95661891,5.25160300,20.46951300,-0.32764116,0.62110317,49,16
q009,doc006_p013,10,8.60126400,5,0.52660644,8.60126400,0.52660644,0.22011308,0.90039810,5.25160300,20.46951300,-0.32764116,0.62110317,49,16
q009,doc010_p002,17,5.66062600,6,0.52181429,5.66062600,0.52181429,0.02687774,0.89534705,5.25160300,20.46951300,-0.32764116,0.62110317,49,16
q009,doc003_p008,1,20.46951300,7,0.49904209,20.46951300,0.49904209,1.00000000,0.87134459,5.25160300,20.46951300,-0.32764116,0.62110317,49,16
q009,doc006_p016,19,5.29084000,8,0.48742646,5.29084000,0.48742646,0.00257834,0.85910143,5.25160300,20.46951300,-0.32764116,0.62110317,49,16
q009,doc003_p003,14,7.13063900,9,0.43222141,7.13063900,0.43222141,0.12347530,0.80091394,5.25160300,20.46951300,-0.32764116,0.62110317,49,16
q009,doc005_p001,20,5.25160300,10,0.41447079,5.25160300,0.41447079,0.00000000,0.78220435,5.25160300,20.46951300,-0.32764116,0.62110317,49,16
q009,doc003_p020,12,8.29345400,11,0.37780139,8.29345400,0.37780139,0.19988625,0.74355390,5.25160300,20.46951300,-0.32764116,0.62110317,49,16
