query_id,page_id,coarse_rank,coarse_score,fine_rank,fine_score,bm25_score_raw,mv_score_raw,bm25_score_norm,mv_score_norm,query_bm25_min,query_bm25_max,query_mv_min,query_mv_max,page_tokens_before,page_tokens_after
q002,doc006_p003,8,7.42036200,16,-0.15834618,7.42036200,-0.15834618,0.45110903,0.73922861,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc003_p021,40,3.55767900,17,-0.16436058,3.55767900,-0.16436058,0.10312226,0.73196661,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc006_p010,34,3.99528800,18,-0.18286955,3.99528800,-0.18286955,0.14254619,0.70961822,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc004_p016,31,4.56373600,19,-0.19123067,4.56373600,-0.19123067,0.19375733,0.69952270,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc003_p003,12,6.81874500,20,-0.19477808,6.81874500,-0.19477808,0.39690972,0.69523943,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc006_p004,28,4.68427600,21,-0.21464477,4.68427600,-0.21464477,0.20461670,0.67125168,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc004_p018,35,3.89828100,22,-0.21643823,3.89828100,-0.21643823,0.13380689,0.66908619,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc003_p028,24,5.02680900,23,-0.22792749,5.02680900,-0.22792749,0.23547529,0.65521365,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc005_p003,48,2.53551500,24,-0.23947476,2.53551500,-0.23947476,0.01103613,0.64127106,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc003_p001,45,3.09011000,25,-0.24889629,3.09011000,-0.24889629,0.06099926,0.62989517,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc010_p002,10,7.00748000,26,-0.24897420,7.00748000,-0.24897420,0.41391274,0.62980110,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc005_p004,33,4.23015200,27,-0.25263837,4.23015200,-0.25263837,0.16370495,0.62537685,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc007_p001,39,3.57438000,28,-0.25771162,3.57438000,-0.25771162,0.10462685,0.61925123,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc006_p005,36,3.81955400,29,-0.27933228,3.81955400,-0.27933228,0.12671442,0.59314567,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc004_p013,32,4.51841100,30,-0.28319079,4.51841100,-0.28319079,0.18967403,0.58848677,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc004_p020,47,2.67277500,31,-0.28935850,2.67277500,-0.28935850,0.02340180,0.58103965,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc006_p026,30,4.61000500,32,-0.29364049,4.61000500,-0.29364049,0.19792567,0.57586943,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc004_p015,23,5.10432800,33,-0.29506707,5.10432800,-0.29506707,0.24245893,0.57414692,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc006_p009,6,7.66040700,34,-0.29644543,7.66040700,-0.29644543,0.47273454,0.57248264,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc006_p007,43,3.40279900,35,-0.30611691,3.40279900,-0.30611691,0.08916922,0.56080495,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc006_p014,41,3.50548700,36,-0.30955195,3.50548700,-0.30955195,0.09842032,0.55665736,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc007_p002,20,5.60572000,37,-0.32147488,5.60572000,-0.32147488,0.28762903,0.54226119,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc010_p001,38,3.63680400,38,-0.35938263,3.63680400,-0.35938263,0.11025059,0.49649001,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc006_p011,25,4.91621300,39,-0.37344921,4.91621300,-0.37344921,0.22551177,0.47950552,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc006_p006,13,6.74361900,40,-0.38268170,6.74361900,-0.38268170,0.39014166,0.46835788,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc005_p009,7,7.45509900,41,-0.40448886,7.45509900,-0.40448886,0.45423846,0.44202714,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc006_p019,3,10.97743200,42,-0.43248096,10.97743200,-0.43248096,0.77156330,0.40822848,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc001_p004,26,4.89258100,43,-0.46761060,4.89258100,-0.46761060,0.22338277,0.36581169,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc006_p012,42,3.40451300,44,-0.54899204,3.40451300,-0.54899204,0.08932363,0.26754883,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc003_p029,49,2.50112000,45,-0.59201229,2.50112000,-0.59201229,0.00793751,0.21560464,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc001_p003,29,4.64583900,46,-0.66571820,4.64583900,-0.66571820,0.20115394,0.12660949,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc001_p005,5,8.43588400,47,-0.71235657,8.43588400,-0.71235657,0.54259679,0.07029666,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc001_p001,1,13.51309900,48,-0.72763181,13.51309900,-0.72763181,1.00000000,0.05185279,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc002_p001,17,6.19127200,49,-0.74214625,6.19127200,-0.74214625,0.34038106,0.03432753,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q002,doc006_p015,37,3.67376100,50,-0.77057636,3.67376100,-0.77057636,0.11358002,0.00000000,2.41301300,13.51309900,-0.77057636,0.05762504,49,24
q003,doc005_p006,11,7.09094600,1,-0.12977338,7.09094600,-0.12977338,0.48543332,0.99999999,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc004_p010,9,7.24552500,2,-0.22715707,7.24552500,-0.22715707,0.49935838,0.90176265,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc006_p016,19,5.29084000,3,-0.25201651,5.29084000,-0.25201651,0.32327302,0.87668530,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc006_p013,5,8.60126400,4,-0.25322789,8.60126400,-0.25322789,0.62148843,0.87546330,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc003_p021,46,2.38653800,5,-0.26871264,2.38653800,-0.26871264,0.06164260,0.85984282,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc004_p003,27,4.21953800,6,-0.28577176,4.21953800,-0.28577176,0.22676612,0.84263416,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc009_p003,34,3.92354800,7,-0.29334009,3.92354800,-0.29334009,0.20010223,0.83499949,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc004_p016,43,2.79092200,8,-0.29584673,2.79092200,-0.29584673,0.09807103,0.83247087,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc004_p009,21,5.24677700,9,-0.30256292,5.24677700,-0.30256292,0.31930366,0.82569581,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc003_p004,13,5.91425700,10,-0.30469221,5.91425700,-0.30469221,0.37943276,0.82354786,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc006_p021,28,4.13578000,11,-0.31141949,4.13578000,-0.31141949,0.21922088,0.81676161,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc006_p002,26,4.26653400,12,-0.31217968,4.26653400,-0.31217968,0.23099969,0.81599475,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc010_p002,14,5.66062600,13,-0.32880670,5.66062600,-0.32880670,0.35658473,0.79922198,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc004_p015,20,5.26706400,14,-0.32888335,5.26706400,-0.32888335,0.32113119,0.79914466,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc004_p014,24,4.56220100,15,-0.33116364,4.56220100,-0.33116364,0.25763449,0.79684438,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc004_p013,42,2.98164500,16,-0.34148604,2.98164500,-0.34148604,0.11525207,0.78643150,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc003_p003,37,3.63380600,17,-0.34683779,3.63380600,-0.34683779,0.17400118,0.78103284,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc005_p005,33,3.93072700,18,-0.35080069,3.93072700,-0.35080069,0.20074894,0.77703520,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc004_p019,30,4.09648400,19,-0.36917400,4.09648400,-0.36917400,0.21568095,0.75850083,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc004_p018,31,4.06237100,20,-0.37085316,4.06237100,-0.37085316,0.21260792,0.75680695,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc003_p009,48,1.82722800,21,-0.37555686,1.82722800,-0.37555686,0.01125786,0.75206202,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc005_p003,17,5.37165000,22,-0.38183615,5.37165000,-0.38183615,0.33055269,0.74572769,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc006_p004,41,3.03617000,23,-0.38224977,3.03617000,-0.38224977,0.12016389,0.74531044,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc005_p001,6,8.49916200,24,-0.38652718,8.49916200,-0.38652718,0.61229070,0.74099554,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc007_p002,3,9.36951200,25,-0.38669142,9.36951200,-0.38669142,0.69069510,0.74082986,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc003_p001,49,1.73356400,26,-0.38738930,1.73356400,-0.38738930,0.00282025,0.74012586,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc006_p009,7,7.66040700,27,-0.38827181,7.66040700,-0.38827181,0.53673251,0.73923561,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc006_p007,36,3.64966500,28,-0.40274996,3.64966500,-0.40274996,0.17542982,0.72463055,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc001_p002,35,3.88813100,29,-0.40887287,3.88813100,-0.40887287,0.19691173,0.71845397,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc005_p004,10,7.19721400,30,-0.41020969,7.19721400,-0.41020969,0.49500634,0.71710543,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc006_p026,38,3.16058400,31,-0.41258541,3.16058400,-0.41258541,0.13137157,0.71470889,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc005_p002,12,6.18009500,32,-0.41559738,6.18009500,-0.41559738,0.40338045,0.71167051,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc006_p006,18,5.37004500,33,-0.41660225,5.37004500,-0.41660225,0.33040810,0.71065683,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc006_p010,32,3.99528800,34,-0.42792040,3.99528800,-0.42792040,0.20656484,0.69923947,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc006_p005,16,5.41287100,35,-0.43823624,5.41287100,-0.43823624,0.33426603,0.68883321,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc006_p003,25,4.50469000,36,-0.46684095,4.50469000,-0.46684095,0.25245368,0.65997775,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc003_p028,39,3.14572100,37,-0.46705988,3.14572100,-0.46705988,0.13003265,0.65975690,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc006_p011,4,8.79135200,38,-0.48325884,8.79135200,-0.48325884,0.63861227,0.64341595,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc001_p004,15,5.44353600,39,-0.52134645,5.44353600,-0.52134645,0.33702845,0.60499447,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc005_p009,8,7.30062400,40,-0.53176171,7.30062400,-0.53176171,0.50432190,0.59448791,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc006_p014,47,1.84812700,41,-0.54865831,1.84812700,-0.54865831,0.01314052,0.57744320,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc007_p001,29,4.11427200,42,-0.55989534,4.11427200,-0.55989534,0.21728336,0.56610767,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc010_p001,23,4.64255500,43,-0.56137353,4.64255500,-0.56137353,0.26487307,0.56461652,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc006_p019,2,10.99652200,44,-0.66083300,10.99652200,-0.66083300,0.83726226,0.46428521,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc005_p007,40,3.10574000,45,-0.68566740,3.10574000,-0.68566740,0.12643101,0.43923311,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc006_p012,50,1.70225700,46,-0.70515412,1.70225700,-0.70515412,0.00000000,0.41957558,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc006_p015,44,2.59939900,47,-0.82901812,2.59939900,-0.82901812,0.08081792,0.29462581,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc002_p001,1,12.80303800,48,-0.85845017,12.80303800,-0.85845017,1.00000000,0.26493576,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc001_p001,45,2.56357700,49,-0.88833058,2.56357700,-0.88833058,0.07759094,0.23479343,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q003,doc001_p003,22,4.82961400,50,-1.12108374,4.82961400,-1.12108374,0.28172405,0.00000000,1.70225700,12.80303800,-1.12108374,-0.12977338,49,24
q004,doc005_p006,9,9.37516900,1,0.68070978,9.37516900,0.68070978,0.23859705,0.99999999,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
q004,doc004_p005,43,6.41394400,2,0.67559886,6.41394400,0.67559886,0.07244213,0.99451148,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
q004,doc004_p009,39,7.10169400,3,0.64221656,7.10169400,0.64221656,0.11103192,0.95866295,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
q004,doc004_p018,40,6.79242900,4,0.63228476,6.79242900,0.63228476,0.09367900,0.94799740,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
q004,doc004_p010,5,9.55820400,5,0.61772662,9.55820400,0.61772662,0.24886718,0.93236373,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
q004,doc006_p008,20,8.45214500,6,0.60667092,8.45214500,0.60667092,0.18680599,0.92049125,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
q004,doc005_p004,4,9.72703000,7,0.54478991,9.72703000,0.54478991,0.25834004,0.85403857,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
q004,doc006_p013,7,9.39821500,8,0.53394157,9.39821500,0.53394157,0.23989016,0.84238877,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
q004,doc004_p016,45,5.99749200,9,0.53195709,5.99749200,0.53195709,0.04907493,0.84025768,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
q004,doc009_p003,23,8.10832200,10,0.52555269,8.10832200,0.52555269,0.16751401,0.83338013,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
q004,doc003_p004,11,9.24970700,11,0.52270323,9.24970700,0.52270323,0.23155735,0.83032016,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
q004,doc004_p003,19,8.51551100,12,0.50935704,8.51551100,0.50935704,0.19036147,0.81598798,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
q004,doc003_p021,32,7.58490500,13,0.49334922,7.58490500,0.49334922,0.13814498,0.79879752,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
q004,doc006_p016,18,8.65834300,14,0.48597881,8.65834300,0.48597881,0.19837580,0.79088260,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
q004,doc003_p009,48,5.48168500,15,0.48557624,5.48168500,0.48557624,0.02013290,0.79045029,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
q004,doc010_p002,21,8.35433400,16,0.47803205,8.35433400,0.47803205,0.18131780,0.78234874,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
q004,doc004_p020,50,5.12287500,17,0.47610244,5.12287500,0.47610244,0.00000000,0.78027658,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
q004,doc004_p019,13,9.16508000,18,0.46919087,9.16508000,0.46919087,0.22680891,0.77285439,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
q004,doc005_p001,36,7.25586200,19,0.46832481,7.25586200,0.46832481,0.11968232,0.77192435,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
q004,doc006_p011,47,5.63002400,20,0.46233845,5.63002400,0.46233845,0.02845623,0.76549573,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
q004,doc006_p010,34,7.40988500,21,0.45545954,7.40988500,0.45545954,0.12832458,0.75810861,5.12287500,22.94494800,-0.25049430,0.68070978,49,24
