query_id,page_id,coarse_rank,coarse_score,fine_rank,fine_score,bm25_score_raw,mv_score_raw,bm25_score_norm,mv_score_norm,query_bm25_min,query_bm25_max,query_mv_min,query_mv_max
q003,doc005_p004,10,7.19721400,6,-0.33205265,7.19721400,-0.33205265,0.00000000,0.68703880,7.19721400,12.80303800,-0.77251554,-0.13141218
q003,doc007_p002,3,9.36951200,7,-0.35004523,9.36951200,-0.35004523,0.38750735,0.65897378,7.19721400,12.80303800,-0.77251554,-0.13141218
q003,doc005_p001,6,8.49916200,8,-0.36825460,8.49916200,-0.36825460,0.23224917,0.63057061,7.19721400,12.80303800,-0.77251554,-0.13141218
q003,doc006_p011,4,8.79135200,9,-0.41315076,8.79135200,-0.41315076,0.28437175,0.56054109,7.19721400,12.80303800,-0.77251554,-0.13141218
q003,doc002_p001,1,12.80303800,10,-0.77251554,12.80303800,-0.77251554,1.00000000,0.00000000,7.19721400,12.80303800,-0.77251554,-0.13141218
q004,doc005_p006,9,9.37516900,1,0.68070972,9.37516900,0.68070972,0.00501847,0.99999997,9.30672600,22.94494800,0.33336881,0.68070972
q004,doc004_p010,5,9.55820400,2,0.65170664,9.55820400,0.65170664,0.01843921,0.91649965,9.30672600,22.94494800,0.33336881,0.68070972
q004,doc006_p013,7,9.39821500,3,0.64423549,9.39821500,0.64423549,0.00670828,0.89499009,9.30672600,22.94494800,0.33336881,0.68070972
q004,doc005_p004,4,9.72703000,4,0.59865052,9.72703000,0.59865052,0.03081809,0.76375024,9.30672600,22.94494800,0.33336881,0.68070972
q004,doc006_p019,2,14.14775100,5,0.51159340,14.14775100,0.51159340,0.35496013,0.51311141,9.30672600,22.94494800,0.33336881,0.68070972
q004,doc006_p026,10,9.30672600,6,0.42130256,9.30672600,0.42130256,0.00000000,0.25316266,9.30672600,22.94494800,0.33336881,0.68070972
q004,doc006_p014,6,9.48878600,7,0.39467403,9.48878600,0.39467403,0.01334925,0.17649870,9.30672600,22.94494800,0.33336881,0.68070972
q004,doc010_p001,8,9.37579000,8,0.35864002,9.37579000,0.35864002,0.00506400,0.07275621,9.30672600,22.94494800,0.33336881,0.68070972
q004,doc006_p003,3,11.00130000,9,0.34738654,11.00130000,0.34738654,0.12425183,0.04035727,9.30672600,22.94494800,0.33336881,0.68070972
q004,doc001_p004,1,22.94494800,10,0.33336881,22.94494800,0.33336881,1.00000000,0.00000000,9.30672600,22.94494800,0.33336881,0.68070972
q005,doc001_p002,9,6.86349700,1,0.39230785,6.86349700,0.39230785,0.05611851,0.99999999,6.54416000,12.23456400,-0.36839405,0.39230785
q005,doc004_p010,7,7.37560800,2,0.19155732,7.37560800,0.19155732,0.14611405,0.73609828,6.54416000,12.23456400,-0.36839405,0.39230785
q005,doc006_p013,3,8.82913600,3,0.16113034,8.82913600,0.16113034,0.40154899,0.69609972,6.54416000,12.23456400,-0.36839405,0.39230785
q005,doc006_p019,2,10.53370100,4,0.07474013,10.53370100,0.07474013,0.70109978,0.58253328,6.54416000,12.23456400,-0.36839405,0.39230785
q005,doc005_p009,10,6.54416000,5,0.07431050,6.54416000,0.07431050,0.00000000,0.58196850,6.54416000,12.23456400,-0.36839405,0.39230785
q005,doc010_p002,8,7.00748000,6,0.06093359,7.00748000,0.06093359,0.08142128,0.56438354,6.54416000,12.23456400,-0.36839405,0.39230785
q005,doc007_p002,5,8.02633200,7,0.03333372,8.02633200,0.03333372,0.26046868,0.52810143,6.54416000,12.23456400,-0.36839405,0.39230785
q005,doc006_p011,4,8.73971900,8,0.01734470,8.73971900,0.01734470,0.38583535,0.50708266,6.54416000,12.23456400,-0.36839405,0.39230785
q005,doc006_p026,1,12.23456400,9,-0.02889634,12.23456400,-0.02889634,1.00000000,0.44629533,6.54416000,12.23456400,-0.36839405,0.39230785
q005,doc001_p001,6,7.82208200,10,-0.36839405,7.82208200,-0.36839405,0.22457492,0.00000000,6.54416000,12.23456400,-0.36839405,0.39230785
q006,doc004_p010,9,7.53333700,1,0.42580336,7.53333700,0.42580336,0.00653487,0.99999998,7.50461300,11.90010800,-0.04027573,0.42580336
q006,doc006_p013,6,7.74352900,2,0.41562644,7.74352900,0.41562644,0.05435474,0.97816480,7.50461300,11.90010800,-0.04027573,0.42580336
q006,doc004_p003,5,8.15344600,3,0.40281132,8.15344600,0.40281132,0.14761318,0.95066921,7.50461300,11.90010800,-0.04027573,0.42580336
q006,doc004_p014,8,7.61101100,4,0.40200669,7.61101100,0.40200669,0.02420615,0.94894283,7.50461300,11.90010800,-0.04027573,0.42580336
q006,doc004_p011,2,9.77296300,5,0.36536902,9.77296300,0.36536902,0.51606247,0.87033456,7.50461300,11.90010800,-0.04027573,0.42580336
q006,doc006_p019,4,8.26248200,6,0.34780726,8.26248200,0.34780726,0.17241949,0.83265478,7.50461300,11.90010800,-0.04027573,0.42580336
q006,doc009_p003,7,7.66481400,7,0.20975165,7.66481400,0.20975165,0.03644663,0.53644838,7.50461300,11.90010800,-0.04027573,0.42580336
q006,doc008_p003,3,9.19338600,8,0.14389294,9.19338600,0.14389294,0.38420542,0.39514467,7.50461300,11.90010800,-0.04027573,0.42580336
q006,doc008_p001,10,7.50461300,9,0.01751122,7.50461300,0.01751122,0.00000000,0.12398528,7.50461300,11.90010800,-0.04027573,0.42580336
q006,doc002_p001,1,11.90010800,10,-0.04027573,11.90010800,-0.04027573,1.00000000,0.00000000,7.50461300,11.90010800,-0.04027573,0.42580336
q007,doc006_p013,6,9.62721400,1,0.36529362,9.62721400,0.36529362,0.10527907,0.99999998,8.71052700,17.41773700,-0.09961462,0.36529362
q007,doc006_p019,1,17.41773700,2,0.36519870,17.41773700,0.36519870,1.00000000,0.99979581,8.71052700,17.41773700,-0.09961462,0.36529362
q007,doc006_p016,8,8.78106700,3,0.24912003,8.78106700,0.24912003,0.00810133,0.75011500,8.71052700,17.41773700,-0.09961462,0.36529362
q007,doc006_p008,5,9.81867700,4,0.24310370,9.81867700,0.24310370,0.12726809,0.73717410,8.71052700,17.41773700,-0.09961462,0.36529362
q007,doc005_p009,10,8.71052700,5,0.18127334,8.71052700,0.18127334,0.00000000,0.60417934,8.71052700,17.41773700,-0.09961462,0.36529362
q007,doc006_p005,4,9.97927800,6,0.18059984,9.97927800,0.18059984,0.14571269,0.60273067,8.71052700,17.41773700,-0.09961462,0.36529362
q007,doc006_p009,7,9.12213800,7,0.14881332,9.12213800,0.14881332,0.04727243,0.53435907,8.71052700,17.41773700,-0.09961462,0.36529362
q007,doc005_p008,3,13.29842900,8,0.09346649,13.29842900,0.09346649,0.52690839,0.41531014,8.71052700,17.41773700,-0.09961462,0.36529362
q007,doc010_p002,9,8.73311000,9,0.09064420,8.73311000,0.09064420,0.00259360,0.40923950,8.71052700,17.41773700,-0.09961462,0.36529362
q007,doc002_p001,2,13.48620900,10,-0.09961462,13.48620900,-0.09961462,0.54847442,0.00000000,8.71052700,17.41773700,-0.09961462,0.36529362
q008,doc003_p012,10,7.94956900,1,1.08390713,7.94956900,1.08390713,0.00000000,0.99999999,7.94956900,20.22260600,0.27531031,1.08390713
q008,doc003_p022,4,13.61283900,2,0.63277966,13.61283900,0.63277966,0.46143998,0.44208601,7.94956900,20.22260600,0.27531031,1.08390713
q008,doc003_p007,1,20.22260600,3,0.55796361,20.22260600,0.55796361,1.00000000,0.34956024,7.94956900,20.22260600,0.27531031,1.08390713
q008,doc006_p013,8,8.60126400,4,0.54882151,8.60126400,0.54882151,0.05309973,0.33825411,7.94956900,20.22260600,0.27531031,1.08390713
q008,doc003_p004,5,9.30020900,5,0.53892052,9.30020900,0.53892052,0.11004937,0.32600945,7.94956900,20.22260600,0.27531031,1.08390713
q008,doc006_p019,6,9.29413000,6,0.52383798,9.29413000,0.52383798,0.10955406,0.30735672,7.94956900,20.22260600,0.27531031,1.08390713
q008,doc003_p008,2,18.08574500,7,0.51679122,18.08574500,0.51679122,0.82588979,0.29864192,7.94956900,20.22260600,0.27531031,1.08390713
q008,doc003_p010,9,8.32947300,8,0.37293151,8.32947300,0.37293151,0.03095436,0.12072914,7.94956900,20.22260600,0.27531031,1.08390713
q008,doc006_p011,7,8.79135200,9,0.35849819,8.79135200,0.35849819,0.06858799,0.10287931,7.94956900,20.22260600,0.27531031,1.08390713
q008,doc003_p029,3,17.10521700,10,0.27531031,17.10521700,0.27531031,0.74599694,0.00000000,7.94956900,20.22260600,0.27531031,1.08390713
q009,doc003_p022,4,11.00500900,1,0.69894534,11.00500900,0.69894534,0.20253577,0.99999998,8.60126400,20.46951300,0.29326153,0.69894534
q009,doc006_p019,5,9.29413000,2,0.65220094,9.29413000,0.65220094,0.05837980,0.88477625,8.60126400,20.46951300,0.29326153,0.69894534
q009,doc006_p013,10,8.60126400,3,0.64183205,8.60126400,0.64183205,0.00000000,0.85921721,8.60126400,20.46951300,0.29326153,0.69894534
q009,doc003_p007,2,17.98542700,4,0.62880611,17.98542700,0.62880611,0.79069482,0.82710861,8.60126400,20.46951300,0.29326153,0.69894534
q009,doc003_p013,8,8.66331400,5,0.61334509,8.66331400,0.61334509,0.00522824,0.78899760,8.60126400,20.46951300,0.29326153,0.69894534
q009,doc003_p008,1,20.46951300,6,0.59261864,20.46951300,0.59261864,1.00000000,0.73790744,8.60126400,20.46951300,0.29326153,0.69894534
q009,doc003_p011,7,8.66331400,7,0.46587867,8.66331400,0.46587867,0.00522824,0.42549673,8.60126400,20.46951300,0.29326153,0.69894534
q009,doc006_p011,6,8.79135200,8,0.40713251,8.79135200,0.40713251,0.01601652,0.28068899,8.60126400,20.46951300,0.29326153,0.69894534
q009,doc003_p017,9,8.66331400,9,0.30601180,8.66331400,0.30601180,0.00522824,0.03142908,8.60126400,20.46951300,0.29326153,0.69894534
q009,doc003_p029,3,17.55199000,10,0.29326153,17.55199000,0.29326153,0.75417410,0.00000000,8.60126400,20.46951300,0.29326153,0.69894534
q010,doc004_p016,2,14.72899300,1,0.59570181,14.72899300,0.59570181,0.54310323,0.99999998,10.15773000,18.57466200,0.17445496,0.59570181
q010,doc006_p013,9,10.39885700,2,0.51177353,10.39885700,0.51177353,0.02864785,0.80076222,10.15773000,18.57466200,0.17445496,0.59570181
q010,doc006_p019,1,18.57466200,3,0.38994613,18.57466200,0.38994613,1.00000000,0.51155555,10.15773000,18.57466200,0.17445496,0.59570181
q010,doc003_p009,3,13.19011200,4,0.38761508,13.19011200,0.38761508,0.36027165,0.50602186,10.15773000,18.57466200,0.17445496,0.59570181
q010,doc006_p011,10,10.15773000,5,0.30963799,10.15773000,0.30963799,0.00000000,0.32091166,10.15773000,18.57466200,0.17445496,0.59570181
q010,doc004_p020,6,11.69692900,6,0.29559681,11.69692900,0.29559681,0.18286936,0.28757924,10.15773000,18.57466200,0.17445496,0.59570181
q010,doc006_p026,4,12.67405500,7,0.28912741,12.67405500,0.28912741,0.29895988,0.27222150,10.15773000,18.57466200,0.17445496,0.59570181
q010,doc006_p007,5,11.77228100,8,0.26059559,11.77228100,0.26059559,0.19182179,0.20448967,10.15773000,18.57466200,0.17445496,0.59570181
q010,doc001_p004,7,11.36885800,9,0.20266186,11.36885800,0.20266186,0.14389186,0.06696050,10.15773000,18.57466200,0.17445496,0.59570181
q010,doc002_p001,8,10.67486300,10,0.17445496,10.67486300,0.17445496,0.06143961,0.00000000,10.15773000,18.57466200,0.17445496,0.59570181
q011,doc003_p012,10,11.25001500,1,1.33726823,11.25001500,1.33726823,0.00000000,0.99999999,11.25001500,17.42948800,0.01311940,1.33726823
q011,doc005_p004,7,11.87437400,2,0.85118842,11.87437400,0.85118842,0.10103758,0.63291149,11.25001500,17.42948800,0.01311940,1.33726823
q011,doc004_p010,8,11.32723800,3,0.77448893,11.32723800,0.77448893,0.01249670,0.57498788,11.25001500,17.42948800,0.01311940,1.33726823
q011,doc003_p004,4,13.67931300,4,0.72939289,13.67931300,0.72939289,0.39312381,0.54093125,11.25001500,17.42948800,0.01311940,1.33726823
q011,doc003_p003,9,11.28724000,5,0.72902656,11.28724000,0.72902656,0.00602398,0.54065460,11.25001500,17.42948800,0.01311940,1.33726823
q011,doc006_p019,6,12.34209900,6,0.62445945,12.34209900,0.62445945,0.17672769,0.46168530,11.25001500,17.42948800,0.01311940,1.33726823
q011,doc003_p011,5,12.56398800,7,0.50721484,12.56398800,0.50721484,0.21263512,0.37314192,11.25001500,17.42948800,0.01311940,1.33726823
q011,doc003_p029,1,17.42948800,8,0.43075544,17.42948800,0.43075544,1.00000000,0.31539962,11.25001500,17.42948800,0.01311940,1.33726823
q011,doc003_p010,2,15.66685400,9,0.38326907,15.66685400,0.38326907,0.71475982,0.27953781,11.25001500,17.42948800,0.01311940,1.33726823
q011,doc002_p001,3,15.08507200,10,0.01311940,15.08507200,0.01311940,0.62061231,0.00000000,11.25001500,17.42948800,0.01311940,1.33726823
q012,doc005_p004,8,11.87437400,1,0.80202037,11.87437400,0.80202037,0.04464483,0.99999999,11.59389900,17.87626100,-0.06638096,0.80202037
q012,doc003_p013,6,11.89481900,2,0.74515909,11.89481900,0.74515909,0.04789918,0.93452188,11.59389900,17.87626100,-0.06638096,0.80202037
q012,doc006_p019,5,12.34209900,3,0.58012593,12.34209900,0.58012593,0.11909533,0.74447938,11.59389900,17.87626100,-0.06638096,0.80202037
q012,doc003_p020,10,11.59389900,4,0.52577531,11.59389900,0.52577531,0.00000000,0.68189240,11.59389900,17.87626100,-0.06638096,0.80202037
q012,doc003_p011,2,16.00069600,5,0.44439799,16.00069600,0.44439799,0.70145544,0.58818305,11.59389900,17.87626100,-0.06638096,0.80202037
q012,doc003_p010,4,12.56398800,6,0.36113769,12.56398800,0.36113769,0.15441469,0.49230538,11.59389900,17.87626100,-0.06638096,0.80202037
q012,doc003_p029,1,17.87626100,7,0.30460969,17.87626100,0.30460969,1.00000000,0.42721105,11.59389900,17.87626100,-0.06638096,0.80202037
q012,doc003_p017,7,11.89481900,8,0.26345253,11.89481900,0.26345253,0.04789918,0.37981688,11.59389900,17.87626100,-0.06638096,0.80202037
q012,doc003_p015,9,11.59389900,9,0.07123137,11.59389900,0.07123137,0.00000000,0.15846628,11.59389900,17.87626100,-0.06638096,0.80202037
q012,doc002_p001,3,15.08507200,10,-0.06638096,15.08507200,-0.06638096,0.55571026,0.00000000,11.59389900,17.87626100,-0.06638096,0.80202037
q013,doc003_p012,2,14.45816600,1,1.19222522,14.45816600,1.19222522,0.67394824,0.99999999,9.50516400,16.85439600,0.05723455,1.19222522
q013,doc003_p013,3,12.06323300,2,0.72466338,12.06323300,0.72466338,0.34807297,0.58804785,9.50516400,16.85439600,0.05723455,1.19222522
q013,doc006_p013,5,10.35061100,3,0.51252657,10.35061100,0.51252657,0.11503882,0.40114164,9.50516400,16.85439600,0.05723455,1.19222522
q013,doc003_p003,9,9.83942600,4,0.35482922,9.83942600,0.35482922,0.04548258,0.26220010,9.50516400,16.85439600,0.05723455,1.19222522
q013,doc006_p011,10,9.50516400,5,0.26945835,9.50516400,0.26945835,0.00000000,0.18698286,9.50516400,16.85439600,0.05723455,1.19222522
q013,doc003_p010,4,10.75784100,6,0.15249962,10.75784100,0.15249962,0.17045005,0.08393467,9.50516400,16.85439600,0.05723455,1.19222522
q013,doc003_p029,1,16.85439600,7,0.13285330,16.85439600,0.13285330,1.00000000,0.06662500,9.50516400,16.85439600,0.05723455,1.19222522
q013,doc003_p019,8,9.91729600,8,0.10945539,9.91729600,0.10945539,0.05607824,0.04600993,9.50516400,16.85439600,0.05723455,1.19222522
q013,doc003_p016,7,9.91729600,9,0.07431485,9.91729600,0.07431485,0.05607824,0.01504885,9.50516400,16.85439600,0.05723455,1.19222522
q013,doc003_p014,6,9.91729600,10,0.05723455,9.91729600,0.05723455,0.05607824,0.00000000,9.50516400,16.85439600,0.05723455,1.19222522
q014,doc003_p012,3,11.26195700,1,1.09869623,11.26195700,1.09869623,0.22534529,0.99999999,9.50516400,17.30116900,-0.09017535,1.09869623
q014,doc003_p013,2,15.49994100,2,0.60722458,15.49994100,0.60722458,0.76895500,0.58660661,9.50516400,17.30116900,-0.09017535,1.09869623
q014,doc006_p013,6,10.35061100,3,0.35089886,10.35061100,0.35089886,0.10844618,0.37100240,9.50516400,17.30116900,-0.09017535,1.09869623
q014,doc003_p003,9,10.04088900,4,0.20730747,10.04088900,0.20730747,0.06871789,0.25022284,9.50516400,17.30116900,-0.09017535,1.09869623
q014,doc003_p020,8,10.26118100,5,0.13938384,10.26118100,0.13938384,0.09697492,0.19308998,9.50516400,17.30116900,-0.09017535,1.09869623
q014,doc006_p011,10,9.50516400,6,0.10798527,9.50516400,0.10798527,0.00000000,0.16667958,9.50516400,17.30116900,-0.09017535,1.09869623
q014,doc003_p011,4,11.09168300,7,0.09736973,11.09168300,0.09736973,0.20350410,0.15775049,9.50516400,17.30116900,-0.09017535,1.09869623
q014,doc003_p017,5,11.09168300,8,-0.05420347,11.09168300,-0.05420347,0.20350410,0.03025716,9.50516400,17.30116900,-0.09017535,1.09869623
q014,doc003_p015,7,10.26118100,9,-0.06169652,10.26118100,-0.06169652,0.09697492,0.02395450,9.50516400,17.30116900,-0.09017535,1.09869623
q014,doc003_p029,1,17.30116900,10,-0.09017535,17.30116900,-0.09017535,1.00000000,0.00000000,9.50516400,17.30116900,-0.09017535,1.09869623
q015,doc004_p010,9,11.32723800,1,0.75267649,11.32723800,0.75267649,0.00651195,0.99999999,11.28724000,17.42948800,-0.03655767,0.75267649
q015,doc006_p013,7,12.14820400,2,0.70411730,12.14820400,0.70411730,0.14017083,0.93847301,11.28724000,17.42948800,-0.03655767,0.75267649
q015,doc003_p003,10,11.28724000,3,0.67950177,11.28724000,0.67950177,0.00000000,0.90728388,11.28724000,17.42948800,-0.03655767,0.75267649
q015,doc003_p006,4,12.36978100,4,0.66925812,12.36978100,0.66925812,0.17624508,0.89430465,11.28724000,17.42948800,-0.03655767,0.75267649
q015,doc006_p019,5,12.34209900,5,0.54184794,12.34209900,0.54184794,0.17173826,0.73286945,11.28724000,17.42948800,-0.03655767,0.75267649
q015,doc003_p029,1,17.42948800,6,0.38458502,17.42948800,0.38458502,1.00000000,0.53360930,11.28724000,17.42948800,-0.03655767,0.75267649
q015,doc003_p010,8,11.56097700,7,0.33245611,11.56097700,0.33245611,0.04456626,0.46755930,11.28724000,17.42948800,-0.03655767,0.75267649
q015,doc003_p014,2,15.47940700,8,0.19070852,15.47940700,0.19070852,0.68251347,0.28795787,11.28724000,17.42948800,-0.03655767,0.75267649
q015,doc003_p015,6,12.28319900,9,0.13518307,12.28319900,0.13518307,0.16214894,0.21760429,11.28724000,17.42948800,-0.03655767,0.75267649
q015,doc002_p001,3,15.08507200,10,-0.03655767,15.08507200,-0.03655767,0.61831303,0.00000000,11.28724000,17.42948800,-0.03655767,0.75267649
q016,doc006_p013,7,12.14820400,1,0.69522130,12.14820400,0.69522130,0.04236186,0.99999999,11.89481900,17.87626100,-0.10208221,0.69522130
q016,doc003_p013,9,11.89481900,2,0.68497288,11.89481900,0.68497288,0.00000000,0.98714614,11.89481900,17.87626100,-0.10208221,0.69522130
q016,doc003_p006,4,12.36978100,3,0.68038040,12.36978100,0.68038040,0.07940594,0.98138612,11.89481900,17.87626100,-0.10208221,0.69522130
q016,doc006_p019,5,12.34209900,4,0.54803282,12.34209900,0.54803282,0.07477795,0.81539215,11.89481900,17.87626100,-0.10208221,0.69522130
q016,doc003_p011,8,11.89481900,5,0.47186452,11.89481900,0.47186452,0.00000000,0.71985977,11.89481900,17.87626100,-0.10208221,0.69522130
q016,doc003_p029,1,17.87626100,6,0.33388007,17.87626100,0.33388007,1.00000000,0.54679588,11.89481900,17.87626100,-0.10208221,0.69522130
q016,doc003_p017,10,11.89481900,7,0.25475422,11.89481900,0.25475422,0.00000000,0.44755406,11.89481900,17.87626100,-0.10208221,0.69522130
q016,doc003_p014,6,12.28319900,8,0.14710429,12.28319900,0.14710429,0.06493083,0.31253656,11.89481900,17.87626100,-0.10208221,0.69522130
q016,doc003_p015,2,15.82329200,9,0.09751026,15.82329200,0.09751026,0.65677691,0.25033436,11.89481900,17.87626100,-0.10208221,0.69522130
q016,doc002_p001,3,15.08507200,10,-0.10208221,15.08507200,-0.10208221,0.53335851,0.00000000,11.89481900,17.87626100,-0.10208221,0.69522130
q017,doc003_p012,9,9.91729600,1,1.72633147,9.91729600,1.72633147,0.00000000,0.99999999,9.91729600,18.64791100,0.17216390,1.72633147
q017,doc003_p004,8,10.53480500,2,0.54579073,10.53480500,0.54579073,0.07072915,0.24040318,9.91729600,18.64791100,0.17216390,1.72633147
q017,doc003_p003,4,12.31718600,3,0.48407167,12.31718600,0.48407167,0.27488212,0.20069121,9.91729600,18.64791100,0.17216390,1.72633147
q017,doc003_p010,7,10.75784100,4,0.33697090,10.75784100,0.33697090,0.09627558,0.10604198,9.91729600,18.64791100,0.17216390,1.72633147
q017,doc003_p029,1,18.64791100,5,0.32081240,18.64791100,0.32081240,1.00000000,0.09564509,9.91729600,18.64791100,0.17216390,1.72633147
q017,doc003_p019,10,9.91729600,6,0.31951284,9.91729600,0.31951284,0.00000000,0.09480891,9.91729600,18.64791100,0.17216390,1.72633147
q017,doc003_p017,5,12.06323300,7,0.27771854,12.06323300,0.27771854,0.24579448,0.06791715,9.91729600,18.64791100,0.17216390,1.72633147
q017,doc003_p016,2,14.45816600,8,0.21513385,14.45816600,0.21513385,0.52010883,0.02764821,9.91729600,18.64791100,0.17216390,1.72633147
q017,doc003_p015,6,10.95048000,9,0.17867333,10.95048000,0.17867333,0.11834035,0.00418837,9.91729600,18.64791100,0.17216390,1.72633147
q017,doc003_p014,3,14.14668900,10,0.17216390,14.14668900,0.17216390,0.48443242,0.00000000,9.91729600,18.64791100,0.17216390,1.72633147
q018,doc003_p013,5,13.44955100,1,1.00678480,13.44955100,1.00678480,0.07425780,0.99999999,12.68997900,22.91883100,0.21111691,1.00678480
q018,doc003_p004,8,12.92270800,2,0.70179111,12.92270800,0.70179111,0.02275221,0.61668216,12.68997900,22.91883100,0.21111691,1.00678480
q018,doc003_p020,10,12.68997900,3,0.63043696,12.68997900,0.63043696,0.00000000,0.52700385,12.68997900,22.91883100,0.21111691,1.00678480
q018,doc003_p003,6,13.33625900,4,0.61010247,13.33625900,0.61010247,0.06318207,0.50144735,12.68997900,22.91883100,0.21111691,1.00678480
q018,doc003_p011,4,13.44955100,5,0.52412832,13.44955100,0.52412832,0.07425780,0.39339454,12.68997900,22.91883100,0.21111691,1.00678480
q018,doc003_p010,7,13.11570900,6,0.41306731,13.11570900,0.41306731,0.04162051,0.25381243,12.68997900,22.91883100,0.21111691,1.00678480
q018,doc003_p029,1,22.91883100,7,0.33144546,22.91883100,0.33144546,1.00000000,0.15122961,12.68997900,22.91883100,0.21111691,1.00678480
q018,doc003_p017,2,17.85780900,8,0.29359645,17.85780900,0.29359645,0.50522092,0.10366076,12.68997900,22.91883100,0.21111691,1.00678480
q018,doc003_p016,3,16.88696400,9,0.21658106,16.88696400,0.21658106,0.41030851,0.00686738,12.68997900,22.91883100,0.21111691,1.00678480
q018,doc003_p015,9,12.68997900,10,0.21111691,12.68997900,0.21111691,0.00000000,0.00000000,12.68997900,22.91883100,0.21111691,1.00678480
q019,doc006_p013,2,15.91038500,1,0.72261816,15.91038500,0.72261816,0.32581010,0.99999998,11.10428100,25.85552400,0.22743037,0.72261816
q019,doc003_p004,7,12.54174200,2,0.63405412,12.54174200,0.63405412,0.09744677,0.82115058,11.10428100,25.85552400,0.22743037,0.72261816
q019,doc003_p022,6,12.67014500,3,0.63121510,12.67014500,0.63121510,0.10615133,0.81541736,11.10428100,25.85552400,0.22743037,0.72261816
q019,doc003_p007,4,13.19295000,4,0.57959026,13.19295000,0.57959026,0.14159275,0.71116431,11.10428100,25.85552400,0.22743037,0.72261816
