query_id	page_id	rank	score	method
q013	doc006_p020	10	-0.24056509137153625	c2f_N10_M16
q014	doc006_p023	1	-0.13390587270259857	c2f_N10_M16
q014	doc006_p021	2	-0.1707421839237213	c2f_N10_M16
q014	doc005_p004	3	-0.19893412292003632	c2f_N10_M16
q014	doc006_p012	4	-0.272365003824234	c2f_N10_M16
q014	doc006_p010	5	-0.28970444202423096	c2f_N10_M16
q014	doc007_p001	6	-0.3866388201713562	c2f_N10_M16
q014	doc010_p002	7	-0.44797220826148987	c2f_N10_M16
q014	doc006_p020	8	-0.4531404376029968	c2f_N10_M16
q014	doc002_p001	9	-0.6509338617324829	c2f_N10_M16
q014	doc001_p003	10	-0.711502730846405	c2f_N10_M16
q015	doc005_p004	1	0.46146225929260254	c2f_N10_M16
q015	doc003_p006	2	0.19287270307540894	c2f_N10_M16
q015	doc006_p021	3	0.14526166021823883	c2f_N10_M16
q015	doc006_p012	4	0.1302923709154129	c2f_N10_M16
q015	doc006_p025	5	-0.0034957081079483032	c2f_N10_M16
q015	doc006_p020	6	-0.04699963331222534	c2f_N10_M16
q015	doc006_p022	7	-0.07415316998958588	c2f_N10_M16
q015	doc005_p008	8	-0.3795839548110962	c2f_N10_M16
q015	doc005_p005	9	-0.6499126553535461	c2f_N10_M16
q015	doc002_p001	10	-0.6795093417167664	c2f_N10_M16
q016	doc005_p004	1	0.3877646327018738	c2f_N10_M16
q016	doc006_p021	2	0.1115708202123642	c2f_N10_M16
q016	doc006_p012	3	0.07252685725688934	c2f_N10_M16
q016	doc006_p025	4	-0.04820246994495392	c2f_N10_M16
q016	doc006_p020	5	-0.08619528263807297	c2f_N10_M16
q016	doc006_p010	6	-0.0964590460062027	c2f_N10_M16
q016	doc006_p022	7	-0.12222368270158768	c2f_N10_M16
q016	doc005_p008	8	-0.4593997895717621	c2f_N10_M16
q016	doc002_p001	9	-0.7759166359901428	c2f_N10_M16
q016	doc005_p005	10	-0.7795006632804871	c2f_N10_M16
q017	doc006_p012	1	0.0597924143075943	c2f_N10_M16
q017	doc006_p021	2	0.03591533005237579	c2f_N10_M16
q017	doc004_p013	3	0.03544395789504051	c2f_N10_M16
q017	doc006_p025	4	-0.014683179557323456	c2f_N10_M16
q017	doc006_p013	5	-0.08344089239835739	c2f_N10_M16
q017	doc006_p022	6	-0.13644683361053467	c2f_N10_M16
q017	doc003_p024	7	-0.17150428891181946	c2f_N10_M16
q017	doc006_p010	8	-0.18134310841560364	c2f_N10_M16
q017	doc006_p020	9	-0.2225932627916336	c2f_N10_M16
q017	doc010_p002	10	-0.37048205733299255	c2f_N10_M16
q018	doc004_p018	1	0.4673756957054138	c2f_N10_M16
q018	doc006_p021	2	0.12763568758964539	c2f_N10_M16
q018	doc006_p012	3	0.11160410195589066	c2f_N10_M16
q018	doc004_p013	4	0.09034154564142227	c2f_N10_M16
q018	doc006_p025	5	0.013729814440011978	c2f_N10_M16
q018	doc006_p010	6	-0.10324563086032867	c2f_N10_M16
q018	doc003_p024	7	-0.11101002991199493	c2f_N10_M16
q018	doc006_p020	8	-0.16575400531291962	c2f_N10_M16
q018	doc010_p002	9	-0.27000075578689575	c2f_N10_M16
q018	doc003_p022	10	-0.2970460057258606	c2f_N10_M16
q019	doc003_p025	1	0.5549952387809753	c2f_N10_M16
q019	doc005_p004	2	0.2567594051361084	c2f_N10_M16
q019	doc004_p013	3	0.24536529183387756	c2f_N10_M16
q019	doc006_p012	4	0.1066550463438034	c2f_N10_M16
q019	doc006_p021	5	0.001255739014595747	c2f_N10_M16
q019	doc006_p010	6	-0.014054376631975174	c2f_N10_M16
q019	doc006_p020	7	-0.16954173147678375	c2f_N10_M16
q019	doc003_p024	8	-0.23518282175064087	c2f_N10_M16
q019	doc003_p022	9	-0.25203463435173035	c2f_N10_M16
q019	doc005_p008	10	-0.5515209436416626	c2f_N10_M16
q020	doc005_p004	1	0.533247172832489	c2f_N10_M16
q020	doc003_p006	2	0.3980105519294739	c2f_N10_M16
q020	doc006_p012	3	0.3624677062034607	c2f_N10_M16
q020	doc006_p021	4	0.3469699025154114	c2f_N10_M16
q020	doc004_p013	5	0.27276453375816345	c2f_N10_M16
q020	doc006_p025	6	0.25521597266197205	c2f_N10_M16
q020	doc006_p022	7	0.2525067627429962	c2f_N10_M16
q020	doc004_p012	8	0.23498860001564026	c2f_N10_M16
q020	doc003_p024	9	0.1648067981004715	c2f_N10_M16
q020	doc005_p005	10	-0.37101757526397705	c2f_N10_M16
q021	doc003_p006	1	0.3386896252632141	c2f_N10_M16
q021	doc005_p004	2	0.33798983693122864	c2f_N10_M16
q021	doc006_p012	3	0.19788694381713867	c2f_N10_M16
q021	doc006_p021	4	0.19597545266151428	c2f_N10_M16
q021	doc006_p025	5	0.10197590291500092	c2f_N10_M16
q021	doc004_p012	6	0.051434967666864395	c2f_N10_M16
q021	doc006_p020	7	0.0289932694286108	c2f_N10_M16
q021	doc005_p008	8	-0.2779400944709778	c2f_N10_M16
q021	doc001_p003	9	-0.46218353509902954	c2f_N10_M16
q021	doc005_p005	10	-0.5797369480133057	c2f_N10_M16
q022	doc003_p025	1	0.2269933968782425	c2f_N10_M16
q022	doc005_p004	2	0.07176754623651505	c2f_N10_M16
q022	doc003_p006	3	0.0021460577845573425	c2f_N10_M16
q022	doc004_p006	4	-0.09742511808872223	c2f_N10_M16
q022	doc004_p012	5	-0.14932483434677124	c2f_N10_M16
q022	doc004_p013	6	-0.1688663810491562	c2f_N10_M16
q022	doc003_p024	7	-0.2015763372182846	c2f_N10_M16
q022	doc003_p022	8	-0.4747394025325775	c2f_N10_M16
q022	doc005_p002	9	-0.4845222234725952	c2f_N10_M16
q022	doc005_p008	10	-0.49036675691604614	c2f_N10_M16
q023	doc003_p025	1	0.14010141789913177	c2f_N10_M16
q023	doc005_p004	2	-0.034049421548843384	c2f_N10_M16
q023	doc003_p006	3	-0.058367885649204254	c2f_N10_M16
q023	doc004_p013	4	-0.17612899839878082	c2f_N10_M16
q023	doc004_p006	5	-0.19880756735801697	c2f_N10_M16
q023	doc003_p024	6	-0.2945146858692169	c2f_N10_M16
q023	doc005_p005	7	-0.3740209937095642	c2f_N10_M16
q023	doc003_p022	8	-0.496898889541626	c2f_N10_M16
q023	doc005_p008	9	-0.502153217792511	c2f_N10_M16
q023	doc005_p002	10	-0.5719953775405884	c2f_N10_M16
q024	doc003_p025	1	0.24103692173957825	c2f_N10_M16
q024	doc003_p006	2	0.21410351991653442	c2f_N10_M16
q024	doc005_p004	3	0.14687126874923706	c2f_N10_M16
q024	doc004_p013	4	-0.21173059940338135	c2f_N10_M16
q024	doc005_p005	5	-0.32934439182281494	c2f_N10_M16
q024	doc006_p010	6	-0.34281545877456665	c2f_N10_M16
q024	doc003_p027	7	-0.35965636372566223	c2f_N10_M16
q024	doc003_p024	8	-0.3786119818687439	c2f_N10_M16
q024	doc003_p022	9	-0.6782554388046265	c2f_N10_M16
q024	doc005_p002	10	-0.6921906471252441	c2f_N10_M16
q025	doc003_p025	1	0.22353462874889374	c2f_N10_M16
q025	doc003_p006	2	0.2156803458929062	c2f_N10_M16
q025	doc005_p004	3	0.0686984658241272	c2f_N10_M16
q025	doc006_p012	4	-0.09053315967321396	c2f_N10_M16
q025	doc004_p013	5	-0.10838188230991364	c2f_N10_M16
q025	doc003_p024	6	-0.21296612918376923	c2f_N10_M16
q025	doc006_p010	7	-0.23319774866104126	c2f_N10_M16
q025	doc005_p005	8	-0.29928937554359436	c2f_N10_M16
q025	doc003_p022	9	-0.40367811918258667	c2f_N10_M16
q025	doc005_p002	10	-0.49283936619758606	c2f_N10_M16
q026	doc003_p025	1	0.28505760431289673	c2f_N10_M16
q026	doc005_p004	2	0.1327354609966278	c2f_N10_M16
q026	doc003_p006	3	0.034114476293325424	c2f_N10_M16
q026	doc006_p025	4	-0.03411231189966202	c2f_N10_M16
q026	doc004_p006	5	-0.05487658083438873	c2f_N10_M16
q026	doc004_p012	6	-0.08855553716421127	c2f_N10_M16
q026	doc005_p005	7	-0.2667744755744934	c2f_N10_M16
q026	doc005_p008	8	-0.4230473041534424	c2f_N10_M16
q026	doc005_p002	9	-0.44066041707992554	c2f_N10_M16
q026	doc003_p022	10	-0.4688984751701355	c2f_N10_M16
q027	doc003_p025	1	0.20153629779815674	c2f_N10_M16
q027	doc005_p004	2	0.03184324502944946	c2f_N10_M16
q027	doc003_p006	3	-0.015593960881233215	c2f_N10_M16
q027	doc004_p006	4	-0.1521897166967392	c2f_N10_M16
q027	doc004_p013	5	-0.1964414268732071	c2f_N10_M16
q027	doc003_p024	6	-0.22949251532554626	c2f_N10_M16
q027	doc005_p005	7	-0.31931155920028687	c2f_N10_M16
q027	doc005_p008	8	-0.4223523736000061	c2f_N10_M16
q027	doc003_p022	9	-0.5043812394142151	c2f_N10_M16
q027	doc005_p002	10	-0.5322030782699585	c2f_N10_M16
q028	doc003_p002	1	0.17423459887504578	c2f_N10_M16
q028	doc003_p025	2	0.15457916259765625	c2f_N10_M16
q028	doc001_p002	3	-0.021429188549518585	c2f_N10_M16
q028	doc006_p010	4	-0.046431560069322586	c2f_N10_M16
q028	doc004_p012	5	-0.11282473802566528	c2f_N10_M16
q028	doc003_p024	6	-0.2503938674926758	c2f_N10_M16
q028	doc001_p004	7	-0.3202904462814331	c2f_N10_M16
q028	doc005_p002	8	-0.45023030042648315	c2f_N10_M16
q028	doc001_p003	9	-0.7059088945388794	c2f_N10_M16
q028	doc004_p011	10	-0.725986659526825	c2f_N10_M16
q029	doc004_p013	1	0.3760313391685486	c2f_N10_M16
q029	doc006_p024	2	0.1071353554725647	c2f_N10_M16
q029	doc004_p018	3	0.08180777728557587	c2f_N10_M16
q029	doc006_p023	4	-0.05100225284695625	c2f_N10_M16
q029	doc006_p021	5	-0.07637255638837814	c2f_N10_M16
q029	doc006_p010	6	-0.18440638482570648	c2f_N10_M16
q029	doc006_p012	7	-0.19919590651988983	c2f_N10_M16
q029	doc006_p025	8	-0.20865222811698914	c2f_N10_M16
q029	doc006_p020	9	-0.45145922899246216	c2f_N10_M16
q029	doc005_p008	10	-0.5730267763137817	c2f_N10_M16
q030	doc005_p004	1	0.2231433093547821	c2f_N10_M16
q030	doc004_p006	2	0.0778670459985733	c2f_N10_M16
q030	doc006_p021	3	-0.11595144122838974	c2f_N10_M16
q030	doc006_p012	4	-0.18944807350635529	c2f_N10_M16
q030	doc006_p025	5	-0.23197877407073975	c2f_N10_M16
q030	doc005_p008	6	-0.24685926735401154	c2f_N10_M16
q030	doc006_p020	7	-0.25904878973960876	c2f_N10_M16
q030	doc005_p005	8	-0.5770273208618164	c2f_N10_M16
q030	doc002_p001	9	-0.5954023003578186	c2f_N10_M16
q030	doc001_p003	10	-0.8934125304222107	c2f_N10_M16
