query_id,page_id,rank,score,M,page_tokens
q013,doc005_p004,2,0.05839039385318756,16,16
q013,doc006_p021,3,0.009622819721698761,16,16
q013,doc006_p025,4,-0.03855864331126213,16,16
q013,doc006_p012,5,-0.051506951451301575,16,16
q013,doc007_p002,6,-0.054948050528764725,16,16
q013,doc007_p001,7,-0.1265178620815277,16,16
q013,doc006_p022,8,-0.13482694327831268,16,16
q013,doc010_p002,9,-0.20648103952407837,16,16
q013,doc006_p020,10,-0.24056509137153625,16,16
q014,doc006_p023,1,-0.13390587270259857,16,16
q014,doc006_p021,2,-0.1707421839237213,16,16
q014,doc005_p004,3,-0.19893412292003632,16,16
q014,doc006_p012,4,-0.272365003824234,16,16
q014,doc006_p010,5,-0.28970444202423096,16,16
q014,doc007_p001,6,-0.3866388201713562,16,16
q014,doc010_p002,7,-0.44797220826148987,16,16
q014,doc006_p020,8,-0.4531404376029968,16,16
q014,doc002_p001,9,-0.6509338617324829,16,16
q014,doc001_p003,10,-0.711502730846405,16,16
q015,doc005_p004,1,0.46146225929260254,16,16
q015,doc003_p006,2,0.19287270307540894,16,16
q015,doc006_p021,3,0.14526166021823883,16,16
q015,doc006_p012,4,0.1302923709154129,16,16
q015,doc006_p025,5,-0.0034957081079483032,16,16
q015,doc006_p020,6,-0.04699963331222534,16,16
q015,doc006_p022,7,-0.07415316998958588,16,16
q015,doc005_p008,8,-0.3795839548110962,16,16
q015,doc005_p005,9,-0.6499126553535461,16,16
q015,doc002_p001,10,-0.6795093417167664,16,16
q016,doc005_p004,1,0.3877646327018738,16,16
q016,doc006_p021,2,0.1115708202123642,16,16
q016,doc006_p012,3,0.07252685725688934,16,16
q016,doc006_p025,4,-0.04820246994495392,16,16
q016,doc006_p020,5,-0.08619528263807297,16,16
q016,doc006_p010,6,-0.0964590460062027,16,16
q016,doc006_p022,7,-0.12222368270158768,16,16
q016,doc005_p008,8,-0.4593997895717621,16,16
q016,doc002_p001,9,-0.7759166359901428,16,16
q016,doc005_p005,10,-0.7795006632804871,16,16
q017,doc006_p012,1,0.0597924143075943,16,16
q017,doc006_p021,2,0.03591533005237579,16,16
q017,doc004_p013,3,0.03544395789504051,16,16
q017,doc006_p025,4,-0.014683179557323456,16,16
q017,doc006_p013,5,-0.08344089239835739,16,16
q017,doc006_p022,6,-0.13644683361053467,16,16
q017,doc003_p024,7,-0.17150428891181946,16,16
q017,doc006_p010,8,-0.18134310841560364,16,16
q017,doc006_p020,9,-0.2225932627916336,16,16
q017,doc010_p002,10,-0.37048205733299255,16,16
q018,doc004_p018,1,0.4673756957054138,16,16
q018,doc006_p021,2,0.12763568758964539,16,16
q018,doc006_p012,3,0.11160410195589066,16,16
q018,doc004_p013,4,0.09034154564142227,16,16
q018,doc006_p025,5,0.013729814440011978,16,16
q018,doc006_p010,6,-0.10324563086032867,16,16
q018,doc003_p024,7,-0.11101002991199493,16,16
q018,doc006_p020,8,-0.16575400531291962,16,16
q018,doc010_p002,9,-0.27000075578689575,16,16
q018,doc003_p022,10,-0.2970460057258606,16,16
q019,doc003_p025,1,0.5549952387809753,16,16
q019,doc005_p004,2,0.2567594051361084,16,16
q019,doc004_p013,3,0.24536529183387756,16,16
q019,doc006_p012,4,0.1066550463438034,16,16
q019,doc006_p021,5,0.001255739014595747,16,16
q019,doc006_p010,6,-0.014054376631975174,16,16
q019,doc006_p020,7,-0.16954173147678375,16,16
q019,doc003_p024,8,-0.23518282175064087,16,16
q019,doc003_p022,9,-0.25203463435173035,16,16
q019,doc005_p008,10,-0.5515209436416626,16,16
q020,doc005_p004,1,0.533247172832489,16,16
q020,doc003_p006,2,0.3980105519294739,16,16
q020,doc006_p012,3,0.3624677062034607,16,16
q020,doc006_p021,4,0.3469699025154114,16,16
q020,doc004_p013,5,0.27276453375816345,16,16
q020,doc006_p025,6,0.25521597266197205,16,16
q020,doc006_p022,7,0.2525067627429962,16,16
q020,doc004_p012,8,0.23498860001564026,16,16
q020,doc003_p024,9,0.1648067981004715,16,16
q020,doc005_p005,10,-0.37101757526397705,16,16
q021,doc003_p006,1,0.3386896252632141,16,16
q021,doc005_p004,2,0.33798983693122864,16,16
q021,doc006_p012,3,0.19788694381713867,16,16
q021,doc006_p021,4,0.19597545266151428,16,16
q021,doc006_p025,5,0.10197590291500092,16,16
q021,doc004_p012,6,0.051434967666864395,16,16
q021,doc006_p020,7,0.0289932694286108,16,16
q021,doc005_p008,8,-0.2779400944709778,16,16
q021,doc001_p003,9,-0.46218353509902954,16,16
q021,doc005_p005,10,-0.5797369480133057,16,16
q022,doc003_p025,1,0.2269933968782425,16,16
q022,doc005_p004,2,0.07176754623651505,16,16
q022,doc003_p006,3,0.0021460577845573425,16,16
q022,doc004_p006,4,-0.09742511808872223,16,16
q022,doc004_p012,5,-0.14932483434677124,16,16
q022,doc004_p013,6,-0.1688663810491562,16,16
q022,doc003_p024,7,-0.2015763372182846,16,16
q022,doc003_p022,8,-0.4747394025325775,16,16
q022,doc005_p002,9,-0.4845222234725952,16,16
q022,doc005_p008,10,-0.49036675691604614,16,16
q023,doc003_p025,1,0.14010141789913177,16,16
q023,doc005_p004,2,-0.034049421548843384,16,16
q023,doc003_p006,3,-0.058367885649204254,16,16
q023,doc004_p013,4,-0.17612899839878082,16,16
q023,doc004_p006,5,-0.19880756735801697,16,16
q023,doc003_p024,6,-0.2945146858692169,16,16
q023,doc005_p005,7,-0.3740209937095642,16,16
q023,doc003_p022,8,-0.496898889541626,16,16
q023,doc005_p008,9,-0.502153217792511,16,16
q023,doc005_p002,10,-0.5719953775405884,16,16
q024,doc003_p025,1,0.24103692173957825,16,16
q024,doc003_p006,2,0.21410351991653442,16,16
q024,doc005_p004,3,0.14687126874923706,16,16
q024,doc004_p013,4,-0.21173059940338135,16,16
q024,doc005_p005,5,-0.32934439182281494,16,16
q024,doc006_p010,6,-0.34281545877456665,16,16
q024,doc003_p027,7,-0.35965636372566223,16,16
q024,doc003_p024,8,-0.3786119818687439,16,16
q024,doc003_p022,9,-0.6782554388046265,16,16
q024,doc005_p002,10,-0.6921906471252441,16,16
q025,doc003_p025,1,0.22353462874889374,16,16
q025,doc003_p006,2,0.2156803458929062,16,16
q025,doc005_p004,3,0.0686984658241272,16,16
q025,doc006_p012,4,-0.09053315967321396,16,16
q025,doc004_p013,5,-0.10838188230991364,16,16
q025,doc003_p024,6,-0.21296612918376923,16,16
q025,doc006_p010,7,-0.23319774866104126,16,16
q025,doc005_p005,8,-0.29928937554359436,16,16
q025,doc003_p022,9,-0.40367811918258667,16,16
q025,doc005_p002,10,-0.49283936619758606,16,16
q026,doc003_p025,1,0.28505760431289673,16,16
q026,doc005_p004,2,0.1327354609966278,16,16
q026,doc003_p006,3,0.034114476293325424,16,16
q026,doc006_p025,4,-0.03411231189966202,16,16
q026,doc004_p006,5,-0.05487658083438873,16,16
q026,doc004_p012,6,-0.08855553716421127,16,16
q026,doc005_p005,7,-0.2667744755744934,16,16
q026,doc005_p008,8,-0.4230473041534424,16,16
q026,doc005_p002,9,-0.44066041707992554,16,16
q026,doc003_p022,10,-0.4688984751701355,16,16
q027,doc003_p025,1,0.20153629779815674,16,16
q027,doc005_p004,2,0.03184324502944946,16,16
q027,doc003_p006,3,-0.015593960881233215,16,16
q027,doc004_p006,4,-0.1521897166967392,16,16
q027,doc004_p013,5,-0.1964414268732071,16,16
q027,doc003_p024,6,-0.22949251532554626,16,16
q027,doc005_p005,7,-0.31931155920028687,16,16
q027,doc005_p008,8,-0.4223523736000061,16,16
q027,doc003_p022,9,-0.5043812394142151,16,16
q027,doc005_p002,10,-0.5322030782699585,16,16
q028,doc003_p002,1,0.17423459887504578,16,16
q028,doc003_p025,2,0.15457916259765625,16,16
q028,doc001_p002,3,-0.021429188549518585,16,16
q028,doc006_p010,4,-0.046431560069322586,16,16
q028,doc004_p012,5,-0.11282473802566528,16,16
q028,doc003_p024,6,-0.2503938674926758,16,16
q028,doc001_p004,7,-0.3202904462814331,16,16
q028,doc005_p002,8,-0.45023030042648315,16,16
q028,doc001_p003,9,-0.7059088945388794,16,16
q028,doc004_p011,10,-0.725986659526825,16,16
q029,doc004_p013,1,0.3760313391685486,16,16
q029,doc006_p024,2,0.1071353554725647,16,16
q029,doc004_p018,3,0.08180777728557587,16,16
q029,doc006_p023,4,-0.05100225284695625,16,16
q029,doc006_p021,5,-0.07637255638837814,16,16
q029,doc006_p010,6,-0.18440638482570648,16,16
q029,doc006_p012,7,-0.19919590651988983,16,16
q029,doc006_p025,8,-0.20865222811698914,16,16
q029,doc006_p020,9,-0.45145922899246216,16,16
q029,doc005_p008,10,-0.5730267763137817,16,16
q030,doc005_p004,1,0.2231433093547821,16,16
q030,doc004_p006,2,0.0778670459985733,16,16
q030,doc006_p021,3,-0.11595144122838974,16,16
q030,doc006_p012,4,-0.18944807350635529,16,16
q030,doc006_p025,5,-0.23197877407073975,16,16
q030,doc005_p008,6,-0.24685926735401154,16,16
q030,doc006_p020,7,-0.25904878973960876,16,16
q030,doc005_p005,8,-0.5770273208618164,16,16
q030,doc002_p001,9,-0.5954023003578186,16,16
q030,doc001_p003,10,-0.8934125304222107,16,16
