query_id	page_id	rank	score	method
q011	doc006_p012	4	0.18251121044158936	c2f_N10_M24
q011	doc006_p022	5	0.15395119786262512	c2f_N10_M24
q011	doc006_p010	6	0.033124297857284546	c2f_N10_M24
q011	doc005_p005	7	0.00763784721493721	c2f_N10_M24
q011	doc006_p020	8	-0.032601505517959595	c2f_N10_M24
q011	doc005_p008	9	-0.23379221558570862	c2f_N10_M24
q011	doc001_p003	10	-0.5422351360321045	c2f_N10_M24
q012	doc005_p004	1	0.446238249540329	c2f_N10_M24
q012	doc006_p025	2	0.29245808720588684	c2f_N10_M24
q012	doc004_p018	3	0.20201613008975983	c2f_N10_M24
q012	doc006_p021	4	0.15499328076839447	c2f_N10_M24
q012	doc006_p012	5	0.07847446203231812	c2f_N10_M24
q012	doc006_p022	6	0.052701983600854874	c2f_N10_M24
q012	doc006_p010	7	-0.06945887953042984	c2f_N10_M24
q012	doc005_p005	8	-0.07169777154922485	c2f_N10_M24
q012	doc006_p020	9	-0.10248970985412598	c2f_N10_M24
q012	doc005_p008	10	-0.30204451084136963	c2f_N10_M24
q013	doc010_p002	1	0.26151931285858154	c2f_N10_M24
q013	doc006_p025	2	0.15565548837184906	c2f_N10_M24
q013	doc005_p004	3	0.09280630946159363	c2f_N10_M24
q013	doc006_p024	4	0.08430153131484985	c2f_N10_M24
q013	doc006_p021	5	0.04095632582902908	c2f_N10_M24
q013	doc006_p012	6	-0.029872387647628784	c2f_N10_M24
q013	doc006_p022	7	-0.04105430841445923	c2f_N10_M24
q013	doc007_p002	8	-0.054948050528764725	c2f_N10_M24
q013	doc007_p001	9	-0.1265178620815277	c2f_N10_M24
q013	doc006_p020	10	-0.24056509137153625	c2f_N10_M24
q014	doc010_p002	1	0.09621205180883408	c2f_N10_M24
q014	doc006_p023	2	-0.13390587270259857	c2f_N10_M24
q014	doc006_p021	3	-0.139408677816391	c2f_N10_M24
q014	doc005_p004	4	-0.16533157229423523	c2f_N10_M24
q014	doc006_p012	5	-0.25053146481513977	c2f_N10_M24
q014	doc006_p010	6	-0.25460875034332275	c2f_N10_M24
q014	doc007_p001	7	-0.3866388201713562	c2f_N10_M24
q014	doc006_p020	8	-0.4531404972076416	c2f_N10_M24
q014	doc002_p001	9	-0.5740694403648376	c2f_N10_M24
q014	doc001_p003	10	-0.6580579876899719	c2f_N10_M24
q015	doc005_p004	1	0.49533072113990784	c2f_N10_M24
q015	doc006_p025	2	0.3580107092857361	c2f_N10_M24
q015	doc003_p006	3	0.24124494194984436	c2f_N10_M24
q015	doc006_p021	4	0.1777123659849167	c2f_N10_M24
q015	doc006_p012	5	0.16669857501983643	c2f_N10_M24
q015	doc006_p022	6	0.06971465051174164	c2f_N10_M24
q015	doc005_p005	7	0.0425911620259285	c2f_N10_M24
q015	doc006_p020	8	-0.04699961096048355	c2f_N10_M24
q015	doc005_p008	9	-0.3478769063949585	c2f_N10_M24
q015	doc002_p001	10	-0.5894218683242798	c2f_N10_M24
q016	doc005_p004	1	0.4216330647468567	c2f_N10_M24
q016	doc006_p025	2	0.3236820101737976	c2f_N10_M24
q016	doc006_p021	3	0.14402151107788086	c2f_N10_M24
q016	doc006_p012	4	0.10657647252082825	c2f_N10_M24
q016	doc006_p022	5	0.030847720801830292	c2f_N10_M24
q016	doc005_p005	6	-0.011621333658695221	c2f_N10_M24
q016	doc006_p010	7	-0.04285712167620659	c2f_N10_M24
q016	doc006_p020	8	-0.08619526773691177	c2f_N10_M24
q016	doc005_p008	9	-0.4276927411556244	c2f_N10_M24
q016	doc002_p001	10	-0.652431845664978	c2f_N10_M24
q017	doc006_p013	1	0.5249894261360168	c2f_N10_M24
q017	doc010_p002	2	0.38946038484573364	c2f_N10_M24
q017	doc006_p025	3	0.33039265871047974	c2f_N10_M24
q017	doc004_p013	4	0.12029984593391418	c2f_N10_M24
q017	doc006_p012	5	0.08612772822380066	c2f_N10_M24
q017	doc006_p021	6	0.08395883440971375	c2f_N10_M24
q017	doc006_p022	7	-0.043479807674884796	c2f_N10_M24
q017	doc003_p024	8	-0.0456075444817543	c2f_N10_M24
q017	doc006_p010	9	-0.15872782468795776	c2f_N10_M24
q017	doc006_p020	10	-0.22259321808815002	c2f_N10_M24
q018	doc004_p018	1	0.49670472741127014	c2f_N10_M24
q018	doc010_p002	2	0.487987220287323	c2f_N10_M24
q018	doc006_p025	3	0.3522116541862488	c2f_N10_M24
q018	doc004_p013	4	0.19652941823005676	c2f_N10_M24
q018	doc006_p021	5	0.17328646779060364	c2f_N10_M24
q018	doc006_p012	6	0.14609763026237488	c2f_N10_M24
q018	doc003_p024	7	0.02649639919400215	c2f_N10_M24
q018	doc006_p010	8	-0.07691439241170883	c2f_N10_M24
q018	doc006_p020	9	-0.15797187387943268	c2f_N10_M24
q018	doc003_p022	10	-0.26528412103652954	c2f_N10_M24
q019	doc003_p025	1	0.5549951791763306	c2f_N10_M24
q019	doc005_p004	2	0.345901221036911	c2f_N10_M24
q019	doc004_p013	3	0.25746798515319824	c2f_N10_M24
q019	doc006_p012	4	0.13791318237781525	c2f_N10_M24
q019	doc006_p010	5	0.015555769205093384	c2f_N10_M24
q019	doc006_p021	6	0.00844571739435196	c2f_N10_M24
q019	doc003_p024	7	-0.0941888839006424	c2f_N10_M24
q019	doc006_p020	8	-0.16954174637794495	c2f_N10_M24
q019	doc003_p022	9	-0.23347240686416626	c2f_N10_M24
q019	doc005_p008	10	-0.5027005672454834	c2f_N10_M24
q020	doc005_p004	1	0.533247172832489	c2f_N10_M24
q020	doc006_p025	2	0.524295449256897	c2f_N10_M24
q020	doc003_p006	3	0.4590303301811218	c2f_N10_M24
q020	doc006_p012	4	0.3812319040298462	c2f_N10_M24
q020	doc006_p021	5	0.3469699025154114	c2f_N10_M24
q020	doc004_p013	6	0.34265947341918945	c2f_N10_M24
q020	doc006_p022	7	0.3116456866264343	c2f_N10_M24
q020	doc003_p024	8	0.2647136151790619	c2f_N10_M24
q020	doc004_p012	9	0.24925562739372253	c2f_N10_M24
q020	doc005_p005	10	0.11671417951583862	c2f_N10_M24
q021	doc003_p006	1	0.36228761076927185	c2f_N10_M24
q021	doc006_p025	2	0.34709981083869934	c2f_N10_M24
q021	doc005_p004	3	0.3438778519630432	c2f_N10_M24
q021	doc006_p012	4	0.21943840384483337	c2f_N10_M24
q021	doc006_p021	5	0.20090651512145996	c2f_N10_M24
q021	doc004_p012	6	0.06570200622081757	c2f_N10_M24
q021	doc006_p020	7	0.03067767433822155	c2f_N10_M24
q021	doc005_p005	8	-0.03824536129832268	c2f_N10_M24
q021	doc005_p008	9	-0.2559029757976532	c2f_N10_M24
q021	doc001_p003	10	-0.3739505708217621	c2f_N10_M24
q022	doc004_p006	1	0.3633021116256714	c2f_N10_M24
q022	doc003_p025	2	0.2269933968782425	c2f_N10_M24
q022	doc005_p004	3	0.07176753133535385	c2f_N10_M24
q022	doc003_p006	4	0.03357202559709549	c2f_N10_M24
q022	doc003_p024	5	-0.12374867498874664	c2f_N10_M24
q022	doc004_p013	6	-0.12786681950092316	c2f_N10_M24
q022	doc004_p012	7	-0.13505786657333374	c2f_N10_M24
q022	doc005_p008	8	-0.3486011326313019	c2f_N10_M24
q022	doc003_p022	9	-0.3506282567977905	c2f_N10_M24
q022	doc005_p002	10	-0.4161573052406311	c2f_N10_M24
q023	doc004_p006	1	0.2438051700592041	c2f_N10_M24
q023	doc003_p025	2	0.140101358294487	c2f_N10_M24
q023	doc003_p006	3	-0.0268792062997818	c2f_N10_M24
q023	doc005_p004	4	-0.027785062789916992	c2f_N10_M24
q023	doc005_p005	5	-0.11898008733987808	c2f_N10_M24
q023	doc004_p013	6	-0.12122102081775665	c2f_N10_M24
q023	doc003_p024	7	-0.20792022347450256	c2f_N10_M24
q023	doc003_p022	8	-0.38012197613716125	c2f_N10_M24
q023	doc005_p008	9	-0.3825618326663971	c2f_N10_M24
q023	doc005_p002	10	-0.5209547877311707	c2f_N10_M24
q024	doc003_p025	1	0.24103698134422302	c2f_N10_M24
q024	doc003_p006	2	0.2333073765039444	c2f_N10_M24
q024	doc005_p004	3	0.14813846349716187	c2f_N10_M24
q024	doc005_p005	4	0.01621692255139351	c2f_N10_M24
q024	doc004_p013	5	-0.1216738224029541	c2f_N10_M24
q024	doc003_p027	6	-0.14693109691143036	c2f_N10_M24
q024	doc003_p024	7	-0.23355422914028168	c2f_N10_M24
q024	doc006_p010	8	-0.3042241930961609	c2f_N10_M24
q024	doc003_p022	9	-0.545337438583374	c2f_N10_M24
q024	doc005_p002	10	-0.5535551309585571	c2f_N10_M24
q025	doc003_p025	1	0.22353452444076538	c2f_N10_M24
q025	doc003_p006	2	0.21568036079406738	c2f_N10_M24
q025	doc005_p004	3	0.07414183020591736	c2f_N10_M24
q025	doc004_p013	4	-0.014238610863685608	c2f_N10_M24
q025	doc005_p005	5	-0.0810287669301033	c2f_N10_M24
q025	doc006_p012	6	-0.08471181243658066	c2f_N10_M24
q025	doc003_p024	7	-0.11489425599575043	c2f_N10_M24
q025	doc006_p010	8	-0.21144461631774902	c2f_N10_M24
q025	doc003_p022	9	-0.3194926381111145	c2f_N10_M24
q025	doc005_p002	10	-0.43417593836784363	c2f_N10_M24
q026	doc004_p006	1	0.4365360140800476	c2f_N10_M24
q026	doc003_p025	2	0.28505760431289673	c2f_N10_M24
q026	doc006_p025	3	0.19752073287963867	c2f_N10_M24
q026	doc005_p004	4	0.1327354460954666	c2f_N10_M24
q026	doc003_p006	5	0.06723113358020782	c2f_N10_M24
q026	doc005_p005	6	0.04710240662097931	c2f_N10_M24
q026	doc004_p012	7	-0.07428855448961258	c2f_N10_M24
q026	doc005_p008	8	-0.3196704387664795	c2f_N10_M24
q026	doc003_p022	9	-0.34249311685562134	c2f_N10_M24
q026	doc005_p002	10	-0.3813199996948242	c2f_N10_M24
q027	doc004_p006	1	0.3177304267883301	c2f_N10_M24
q027	doc003_p025	2	0.20153622329235077	c2f_N10_M24
q027	doc005_p004	3	0.038107603788375854	c2f_N10_M24
q027	doc003_p006	4	0.01631931960582733	c2f_N10_M24
q027	doc005_p005	5	-0.03496352583169937	c2f_N10_M24
q027	doc004_p013	6	-0.14481985569000244	c2f_N10_M24
q027	doc003_p024	7	-0.14746254682540894	c2f_N10_M24
q027	doc005_p008	8	-0.3398060202598572	c2f_N10_M24
q027	doc003_p022	9	-0.3786972165107727	c2f_N10_M24
q027	doc005_p002	10	-0.4855150282382965	c2f_N10_M24
q028	doc003_p002	1	0.4274090826511383	c2f_N10_M24
q028	doc004_p011	2	0.32059013843536377	c2f_N10_M24
q028	doc003_p025	3	0.15457908809185028	c2f_N10_M24
q028	doc001_p004	4	0.12631286680698395	c2f_N10_M24
q028	doc006_p010	5	-0.010680817067623138	c2f_N10_M24
q028	doc001_p002	6	-0.02142932638525963	c2f_N10_M24
q028	doc004_p012	7	-0.0520128533244133	c2f_N10_M24
q028	doc003_p024	8	-0.12836261093616486	c2f_N10_M24
q028	doc005_p002	9	-0.31346815824508667	c2f_N10_M24
q028	doc001_p003	10	-0.6100602149963379	c2f_N10_M24
q029	doc004_p013	1	0.41088858246803284	c2f_N10_M24
q029	doc006_p025	2	0.20067515969276428	c2f_N10_M24
q029	doc004_p018	3	0.16998034715652466	c2f_N10_M24
q029	doc006_p024	4	0.11186590790748596	c2f_N10_M24
q029	doc006_p021	5	0.07026703655719757	c2f_N10_M24
q029	doc006_p023	6	-0.04562956467270851	c2f_N10_M24
q029	doc006_p012	7	-0.11335550248622894	c2f_N10_M24
q029	doc006_p010	8	-0.14694844186306	c2f_N10_M24
q029	doc005_p008	9	-0.4109669327735901	c2f_N10_M24
q029	doc006_p020	10	-0.4497585892677307	c2f_N10_M24
q030	doc004_p006	1	0.4275185465812683	c2f_N10_M24
q030	doc005_p004	2	0.3349059522151947	c2f_N10_M24
q030	doc006_p025	3	0.11362238228321075	c2f_N10_M24
q030	doc006_p021	4	-0.0809750035405159	c2f_N10_M24
q030	doc005_p005	5	-0.11336757242679596	c2f_N10_M24
q030	doc006_p012	6	-0.16213372349739075	c2f_N10_M24
q030	doc005_p008	7	-0.1990361362695694	c2f_N10_M24
q030	doc006_p020	8	-0.25904881954193115	c2f_N10_M24
q030	doc002_p001	9	-0.44328463077545166	c2f_N10_M24
q030	doc001_p003	10	-0.7077928781509399	c2f_N10_M24
